voter_name,canonical_id,role,position
Gerard Casau,F:537490443a63,critic,4
Gerard Casau,F:d8e24aa1ab58,critic,10
Gerard Casau,F:a758f31506ad,critic,3
Gerard Casau,F:296c885895bb,critic,7
Gerard Casau,F:f487433720d3,critic,8
Gerard Casau,F:d6f557bc2e5d,critic,1
Gerard Casau,F:34bed313737b,critic,2
Gerard Casau,F:c41986eabc20,critic,9
Gerard Casau,F:9000c8f0eb34,critic,6
Gerard Casau,F:9aa40df22c3e,critic,5
Robert Cashill,F:b132d89fef53,critic,10
Robert Cashill,F:f376d0dacdd0,critic,8
Robert Cashill,F:e24ef98e5c4b,critic,4
Robert Cashill,F:88f068b796c4,critic,3
Robert Cashill,F:4996e9b10df0,critic,7
Robert Cashill,F:7583ca385965,critic,2
Robert Cashill,F:02ded6e20b97,critic,9
Robert Cashill,F:38e96c06d714,critic,1
Robert Cashill,F:e50615c80a64,critic,5
Robert Cashill,F:f5b23bc11b1d,critic,6
Jorge Ignacio Castillo,F:f53416daf440,critic,8
Jorge Ignacio Castillo,F:b0360159539e,critic,6
Jorge Ignacio Castillo,F:39cdf13e23a9,critic,1
Jorge Ignacio Castillo,F:d62c40a3d88f,critic,4
Jorge Ignacio Castillo,F:b5a06746734d,critic,10
Jorge Ignacio Castillo,F:69037f12168c,critic,3
Jorge Ignacio Castillo,F:74869694acb1,critic,5
Jorge Ignacio Castillo,F:176166e412b4,critic,7
Jorge Ignacio Castillo,F:59ad7c389a61,critic,9
Jorge Ignacio Castillo,F:59e7441be420,critic,2
Monica Castillo,F:cbca9660da1d,critic,4
Monica Castillo,F:38ccb3d447c3,critic,9
Monica Castillo,F:03809811ea9b,critic,7
Monica Castillo,F:ad61730d9d2f,critic,1
Monica Castillo,F:0a600f29226c,critic,6
Monica Castillo,F:32f33617395c,critic,5
Monica Castillo,F:08966bbb6c53,critic,10
Monica Castillo,F:f9b6370c1fc2,critic,3
Monica Castillo,F:a9519db91181,critic,8
Monica Castillo,F:6fb030bf7755,critic,2
Massimo Causo,F:9f96298e4d23,critic,10
Massimo Causo,F:608e02fe3ca2,critic,4
Massimo Causo,F:2ec8e3a6b8aa,critic,5
Massimo Causo,F:d117472f572e,critic,8
Massimo Causo,F:813bde6e3053,critic,7
Massimo Causo,F:860988085746,critic,2
Massimo Causo,F:7fe15b05ccde,critic,9
Massimo Causo,F:a3d0b4e174aa,critic,3
Massimo Causo,F:11f597068baf,critic,6
Massimo Causo,F:e317c0295707,critic,1
Dylan Cave,F:69f5bed6f836,critic,10
Dylan Cave,F:38ccb3d447c3,critic,9
Dylan Cave,F:05be2d5b9ba3,critic,1
Dylan Cave,F:03774d8054b0,critic,8
Dylan Cave,F:176166e412b4,critic,5
Dylan Cave,F:75046ffb9b38,critic,6
Dylan Cave,F:c41986eabc20,critic,3
Dylan Cave,F:d1188b34b03c,critic,7
Dylan Cave,F:16913ba1d831,critic,4
Dylan Cave,F:29be497f95ce,critic,2
Sehad Čekić,F:9fa2ffff0e05,critic,3
Sehad Čekić,F:b5a06746734d,critic,10
Sehad Čekić,F:705d2e705fc7,critic,1
Sehad Čekić,F:feaa04ac1109,critic,7
Sehad Čekić,F:078c56f7dec6,critic,6
Sehad Čekić,F:f85c54efe544,critic,4
Sehad Čekić,F:d472058d559a,critic,8
Sehad Čekić,F:7fa585215d06,critic,5
Sehad Čekić,F:97b42f962368,critic,9
Sehad Čekić,F:da2081de6713,critic,2
Erdem Murat Çelikler,F:e2bff7956338,critic,9
Erdem Murat Çelikler,F:b5a06746734d,critic,10
Erdem Murat Çelikler,F:db803e57874f,critic,3
Erdem Murat Çelikler,F:ed09733fe458,critic,4
Erdem Murat Çelikler,F:125061f190de,critic,6
Erdem Murat Çelikler,F:c3f4f3d3dda9,critic,2
Erdem Murat Çelikler,F:831c9cd8d8f7,critic,1
Erdem Murat Çelikler,F:d472058d559a,critic,7
Erdem Murat Çelikler,F:97b42f962368,critic,8
Erdem Murat Çelikler,F:8fe1bdde11ef,critic,5
Cecilia Cenciarelli,F:2bcbc58a252d,critic,8
Cecilia Cenciarelli,F:f9b6370c1fc2,critic,4
Cecilia Cenciarelli,F:2018d336cc28,critic,3
Cecilia Cenciarelli,F:b81ddc038404,critic,6
Cecilia Cenciarelli,F:d472058d559a,critic,9
Cecilia Cenciarelli,F:a2a1ef5c6f47,critic,2
Cecilia Cenciarelli,F:413d2bed80fb,critic,5
Cecilia Cenciarelli,F:ed09733fe458,critic,7
Cecilia Cenciarelli,F:3e1144d4e388,critic,1
Cecilia Cenciarelli,F:08966bbb6c53,critic,10
Diego Cepeda,F:090832505b0f,critic,10
Diego Cepeda,F:f128272fb973,critic,5
Diego Cepeda,F:1bafe9e951fd,critic,4
Diego Cepeda,F:b7dbf64232a8,critic,9
Diego Cepeda,F:894a2bacef7f,critic,7
Diego Cepeda,F:5bf728a15019,critic,6
Diego Cepeda,F:bf371a639776,critic,1
Diego Cepeda,F:646ea2ac9f18,critic,8
Diego Cepeda,F:e86eb2dbd042,critic,2
Diego Cepeda,F:a39039164af5,critic,3
Nuri Bilge Ceylan,F:29e8c2663329,director,9
Nuri Bilge Ceylan,F:b5749f03606c,director,8
Nuri Bilge Ceylan,F:9f96298e4d23,director,10
Nuri Bilge Ceylan,F:feaa04ac1109,director,7
Nuri Bilge Ceylan,F:f363acab3eb9,director,2
Nuri Bilge Ceylan,F:eeb94ecd85af,director,6
Nuri Bilge Ceylan,F:3b027eac1618,director,5
Nuri Bilge Ceylan,F:461ce53274b8,director,4
Nuri Bilge Ceylan,F:93b853b9e717,director,3
Nuri Bilge Ceylan,F:36390770bdfc,director,1
Lina Chaabane,F:82f51bc15898,critic,6
Lina Chaabane,F:f96da45e774e,critic,7
Lina Chaabane,F:6ecc0679f466,critic,1
Lina Chaabane,F:be922adcc35a,critic,9
Lina Chaabane,F:f0003668a2c4,critic,8
Lina Chaabane,F:fe25f4434cab,critic,4
Lina Chaabane,F:1637cba8e345,critic,5
Lina Chaabane,F:8fe1bdde11ef,critic,10
Lina Chaabane,F:eeb61bd6c4d2,critic,2
Lina Chaabane,F:676843fc7e0c,critic,3
Anchalee Chaiworaporn,F:7b5d85393630,critic,10
Anchalee Chaiworaporn,F:b0360159539e,critic,5
Anchalee Chaiworaporn,F:c9a62b53f643,critic,3
Anchalee Chaiworaporn,F:ccb2d378f3ad,critic,1
Anchalee Chaiworaporn,F:bee09401fa7d,critic,9
Anchalee Chaiworaporn,F:03b3065dc545,critic,6
Anchalee Chaiworaporn,F:a5083fa04636,critic,7
Anchalee Chaiworaporn,F:93a1beda19cd,critic,4
Anchalee Chaiworaporn,F:09035fce59e3,critic,8
Anchalee Chaiworaporn,F:ed258bfa07e7,critic,2
Jenny Chamarette,F:83c734e30238,critic,10
Jenny Chamarette,F:e147c7e3e29c,critic,4
Jenny Chamarette,F:1961bdb691aa,critic,7
Jenny Chamarette,F:95cb5acf1ea2,critic,5
Jenny Chamarette,F:2bcbc58a252d,critic,9
Jenny Chamarette,F:e5c08e9f1271,critic,2
Jenny Chamarette,F:caabee7db5c9,critic,6
Jenny Chamarette,F:0565ff7fd56c,critic,8
Jenny Chamarette,F:6b2702a88b60,critic,1
Jenny Chamarette,F:413d2bed80fb,critic,3
Ernest Chan Chi-wa,F:eb6115735be9,critic,2
Ernest Chan Chi-wa,F:4acddf379d28,critic,8
Ernest Chan Chi-wa,F:838a18661382,critic,4
Ernest Chan Chi-wa,F:75046ffb9b38,critic,9
Ernest Chan Chi-wa,F:146ec1241d81,critic,5
Ernest Chan Chi-wa,F:b339d6c582f0,critic,6
Ernest Chan Chi-wa,F:29e8c2663329,critic,10
Ernest Chan Chi-wa,F:09e5d0244181,critic,1
Ernest Chan Chi-wa,F:aa65b1eedc05,critic,7
Ernest Chan Chi-wa,F:05d1730cfab5,critic,3
Andrew Chan,F:002c591e702f,critic,8
Andrew Chan,F:b7dbf64232a8,critic,7
Andrew Chan,F:15cebbda1cd1,critic,6
Andrew Chan,F:68095e4e33e8,critic,4
Andrew Chan,F:b5a06746734d,critic,9
Andrew Chan,F:83c734e30238,critic,10
Andrew Chan,F:432bbc185cbb,critic,5
Andrew Chan,F:8e930f89d440,critic,3
Andrew Chan,F:5a88b0270bda,critic,1
Andrew Chan,F:c16d8f291cd7,critic,2
Karen Chan,F:08966bbb6c53,critic,6
Karen Chan,F:79e927c6fa34,critic,2
Karen Chan,F:bf6387f2c8ae,critic,9
Karen Chan,F:9f96298e4d23,critic,7
Karen Chan,F:944ad783759e,critic,5
Karen Chan,F:bee09401fa7d,critic,4
Karen Chan,F:b5a06746734d,critic,10
Karen Chan,F:b132d89fef53,critic,8
Karen Chan,F:b0360159539e,critic,3
Karen Chan,F:e4d2292715f0,critic,1
Peter Ho-sun Chan,F:7fe15b05ccde,director,10
Peter Ho-sun Chan,F:f71879711b8f,director,8
Peter Ho-sun Chan,F:4856ae18c1cd,director,7
Peter Ho-sun Chan,F:d1d43bf4deff,director,6
Peter Ho-sun Chan,F:d6181801a9b7,director,1
Peter Ho-sun Chan,F:59ad7c389a61,director,9
Peter Ho-sun Chan,F:23da57c4aa71,director,2
Peter Ho-sun Chan,F:e3f9a5827411,director,4
Peter Ho-sun Chan,F:feada1db862a,director,3
Peter Ho-sun Chan,F:2a9843e83d75,director,5
Bryan Chang,F:1e3ff5e811fb,critic,8
Bryan Chang,F:30779c0ed030,critic,2
Bryan Chang,F:6ffcf833b768,critic,9
Bryan Chang,F:221a46a574d6,critic,5
Bryan Chang,F:a7d92e333282,critic,10
Bryan Chang,F:48f6f9148b34,critic,6
Bryan Chang,F:bdfa37bfed51,critic,3
Bryan Chang,F:f93a7a03dac9,critic,1
Bryan Chang,F:c247ad9469a4,critic,7
Bryan Chang,F:f4b76f7b06d0,critic,4
Justin Chang,F:2b8f2194d907,critic,4
Justin Chang,F:b9af680af33b,critic,1
Justin Chang,F:f71879711b8f,critic,5
Justin Chang,F:83c734e30238,critic,10
Justin Chang,F:4910ffd369f1,critic,2
Justin Chang,F:176166e412b4,critic,7
Justin Chang,F:4178c0f6fbb7,critic,8
Justin Chang,F:9f96298e4d23,critic,9
Justin Chang,F:7af3bfecc2a8,critic,3
Justin Chang,F:c78c6b97f980,critic,6
Felicity Chaplin,F:ef7f334d0255,critic,2
Felicity Chaplin,F:9c7d37d05b63,critic,5
Felicity Chaplin,F:d5b986a1147b,critic,4
Felicity Chaplin,F:e037a0ce1088,critic,8
Felicity Chaplin,F:9daa251a7795,critic,9
Felicity Chaplin,F:6ef9ec2a60f2,critic,10
Felicity Chaplin,F:8baf42c162f0,critic,1
Felicity Chaplin,F:7259f8cbba8e,critic,3
Felicity Chaplin,F:3870d5428078,critic,6
Felicity Chaplin,F:4910ffd369f1,critic,7
Llewella Chapman,F:b132d89fef53,critic,10
Llewella Chapman,F:878e28360f1f,critic,3
Llewella Chapman,F:8e45e1b86ff1,critic,2
Llewella Chapman,F:1e4add68afa4,critic,5
Llewella Chapman,F:69ee1e9bf06a,critic,7
Llewella Chapman,F:fb1858f30417,critic,6
Llewella Chapman,F:282026c7455c,critic,1
Llewella Chapman,F:f7f8305c1557,critic,4
Llewella Chapman,F:0a600f29226c,critic,9
Llewella Chapman,F:e9e268170b35,critic,8
Tom Charity,F:325075869126,critic,10
Tom Charity,F:2b8f2194d907,critic,5
Tom Charity,F:944ad783759e,critic,8
Tom Charity,F:e3db72878efa,critic,4
Tom Charity,F:69f5bed6f836,critic,9
Tom Charity,F:a974077eb9e0,critic,1
Tom Charity,F:d4937a407577,critic,3
Tom Charity,F:740786459d34,critic,2
Tom Charity,F:c78c6b97f980,critic,7
Tom Charity,F:002c591e702f,critic,6
Miryam Charles,F:cf4f8f54b4df,director,9
Miryam Charles,F:e4e5d0b8b474,director,10
Miryam Charles,F:c4e34698c643,director,8
Miryam Charles,F:fffca159f1c2,director,4
Miryam Charles,F:159d87fb63e0,director,3
Miryam Charles,F:c0755d53f91b,director,1
Miryam Charles,F:a30767e64789,director,5
Miryam Charles,F:21459be7cb3b,director,2
Miryam Charles,F:8c5eb94596d0,director,7
Miryam Charles,F:a9e6b3878b45,director,6
Susan Charlton,F:7b5d85393630,critic,10
Susan Charlton,F:1b50353487a6,critic,6
Susan Charlton,F:8082e9c53944,critic,7
Susan Charlton,F:c78c6b97f980,critic,9
Susan Charlton,F:f42d793e816c,critic,1
Susan Charlton,F:d2506ebeb73e,critic,8
Susan Charlton,F:65f242612f92,critic,4
Susan Charlton,F:4869214ea5b6,critic,5
Susan Charlton,F:0f3f57d01276,critic,2
Susan Charlton,F:4a63c7d35151,critic,3
Carlo Chatrian,F:1e8c36f50cef,critic,4
Carlo Chatrian,F:d47f5df68612,critic,1
Carlo Chatrian,F:8481529aa9c4,critic,5
Carlo Chatrian,F:83c734e30238,critic,10
Carlo Chatrian,F:e4e5d0b8b474,critic,8
Carlo Chatrian,F:dde6ffd9106a,critic,3
Carlo Chatrian,F:da8f9dbede74,critic,2
Carlo Chatrian,F:090832505b0f,critic,7
Carlo Chatrian,F:9f96298e4d23,critic,9
Carlo Chatrian,F:a5083fa04636,critic,6
Saibal Chatterjee,F:114ae73dd3a7,critic,5
Saibal Chatterjee,F:83c734e30238,critic,10
Saibal Chatterjee,F:cda1a8b3152c,critic,6
Saibal Chatterjee,F:8a7b215262e4,critic,1
Saibal Chatterjee,F:7fe15b05ccde,critic,7
Saibal Chatterjee,F:325075869126,critic,8
Saibal Chatterjee,F:9f96298e4d23,critic,9
Saibal Chatterjee,F:f0003668a2c4,critic,2
Saibal Chatterjee,F:b81ddc038404,critic,3
Saibal Chatterjee,F:3c781cd7cdf8,critic,4
Carlos Cháves Rodriguez,F:4856ae18c1cd,critic,8
Carlos Cháves Rodriguez,F:185593d4591d,critic,2
Carlos Cháves Rodriguez,F:ae24209c7310,critic,4
Carlos Cháves Rodriguez,F:e2bff7956338,critic,10
Carlos Cháves Rodriguez,F:6ff93b77cfca,critic,6
Carlos Cháves Rodriguez,F:63d46e5d8cef,critic,5
Carlos Cháves Rodriguez,F:069cda2e3235,critic,9
Carlos Cháves Rodriguez,F:ce2d5196e112,critic,1
Carlos Cháves Rodriguez,F:caf9aa22da03,critic,3
Carlos Cháves Rodriguez,F:71c7b9363133,critic,7
Joaquín Chazarreta,F:b5fac1879322,critic,6
Joaquín Chazarreta,F:f53416daf440,critic,9
Joaquín Chazarreta,F:63d46e5d8cef,critic,5
Joaquín Chazarreta,F:ef28514dc4e7,critic,7
Joaquín Chazarreta,F:71c7b9363133,critic,8
Joaquín Chazarreta,F:7fe15b05ccde,critic,10
Joaquín Chazarreta,F:15116cd4cb7a,critic,1
Joaquín Chazarreta,F:c79c561e7b8b,critic,3
Joaquín Chazarreta,F:33e3eab93092,critic,2
Joaquín Chazarreta,F:c7384eeb7b0e,critic,4
Didi Cheeka,F:bf6387f2c8ae,critic,10
Didi Cheeka,F:95bd800bd9e5,critic,8
Didi Cheeka,F:c22c42cd69b9,critic,7
Didi Cheeka,F:ca241fd9482a,critic,4
Didi Cheeka,F:624dc3cf17a7,critic,2
Didi Cheeka,F:146ec1241d81,critic,6
Didi Cheeka,F:02ded6e20b97,critic,9
Didi Cheeka,F:0e061101bdea,critic,5
Didi Cheeka,F:cf6cb2112728,critic,3
Didi Cheeka,F:0c8b157637a6,critic,1
Anthony Chen,F:aa65b1eedc05,director,3
Anthony Chen,F:a5083fa04636,director,4
Anthony Chen,F:9f96298e4d23,director,9
Anthony Chen,F:bf6387f2c8ae,director,10
Anthony Chen,F:29e8c2663329,director,6
Anthony Chen,F:944ad783759e,director,7
Anthony Chen,F:51644bbb0d9c,director,2
Anthony Chen,F:08966bbb6c53,director,8
Anthony Chen,F:cda1a8b3152c,director,5
Anthony Chen,F:4a6e9bfd13e1,director,1
Nick Chen,F:821bd3013e6d,critic,1
Nick Chen,F:d8b12c4efd31,critic,2
Nick Chen,F:d1188b34b03c,critic,10
Nick Chen,F:c5f22456b724,critic,8
Nick Chen,F:3bc7224ae260,critic,6
Nick Chen,F:3bef09611962,critic,5
Nick Chen,F:83532d3be249,critic,4
Nick Chen,F:933ec9beaa5b,critic,7
Nick Chen,F:652f85011483,critic,3
Nick Chen,F:f87b3c091815,critic,9
Phoebe Chen,F:2691120e9981,critic,1
Phoebe Chen,F:835b7b615f7a,critic,4
Phoebe Chen,F:c9caaff114b0,critic,5
Phoebe Chen,F:4e2bc3c14baa,critic,8
Phoebe Chen,F:7563724e051a,critic,2
Phoebe Chen,F:12578c3e4a3c,critic,3
Phoebe Chen,F:944ad783759e,critic,10
Phoebe Chen,F:aa65b1eedc05,critic,9
Phoebe Chen,F:d19468c67d4e,critic,6
Phoebe Chen,F:cf4f8f54b4df,critic,7
Paolo Cherchi-Usai,F:6d78c0ecb7e7,critic,10
Paolo Cherchi-Usai,F:160c0a7ef6ba,critic,6
Paolo Cherchi-Usai,F:eb38ff2949b1,critic,9
Paolo Cherchi-Usai,F:e52d48b1492d,critic,1
Paolo Cherchi-Usai,F:335a82ae62fd,critic,7
Paolo Cherchi-Usai,F:cb9710eaaac9,critic,8
Paolo Cherchi-Usai,F:45b4bf229219,critic,5
Paolo Cherchi-Usai,F:2965456fbf60,critic,3
Paolo Cherchi-Usai,F:b487b208ca9c,critic,4
Paolo Cherchi-Usai,F:892feeacf2d7,critic,2
Teesha Cherian,F:cd6c92d24d51,critic,4
Teesha Cherian,F:665eab0ab9d1,critic,6
Teesha Cherian,F:6b927993e1e1,critic,5
Teesha Cherian,F:cda1a8b3152c,critic,9
Teesha Cherian,F:04b8bacc209b,critic,1
Teesha Cherian,F:08966bbb6c53,critic,10
Teesha Cherian,F:176166e412b4,critic,7
Teesha Cherian,F:2c3a29085e12,critic,3
Teesha Cherian,F:edfb01f5a9d6,critic,8
Teesha Cherian,F:593fbbab1bb0,critic,2
V.K. Cherian,F:f454aedcb716,critic,1
V.K. Cherian,F:8df8e1c9d486,critic,2
V.K. Cherian,F:1a68aefe7ea1,critic,6
V.K. Cherian,F:0410cf77ff87,critic,3
V.K. Cherian,F:2907bfe31ad2,critic,8
V.K. Cherian,F:bee09401fa7d,critic,9
V.K. Cherian,F:6a2cf6c39785,critic,4
V.K. Cherian,F:740786459d34,critic,5
V.K. Cherian,F:6ff93b77cfca,critic,7
V.K. Cherian,F:7b5d85393630,critic,10
Godfrey Cheshire,F:096362e962d8,critic,1
Godfrey Cheshire,F:95bd800bd9e5,critic,5
Godfrey Cheshire,F:ec7726632ac1,critic,8
Godfrey Cheshire,F:f53416daf440,critic,7
Godfrey Cheshire,F:feaa04ac1109,critic,3
Godfrey Cheshire,F:87ddccd7c29d,critic,2
Godfrey Cheshire,F:b132d89fef53,critic,10
Godfrey Cheshire,F:10e86670da04,critic,6
Godfrey Cheshire,F:f71879711b8f,critic,4
Godfrey Cheshire,F:944ad783759e,critic,9
Luc Chessel,F:97912c5551c6,critic,1
Luc Chessel,F:83c734e30238,critic,10
Luc Chessel,F:ec983a6c1ee5,critic,3
Luc Chessel,F:008495919c65,critic,8
Luc Chessel,F:7a7c0ff849d4,critic,7
Luc Chessel,F:421a83c66257,critic,2
Luc Chessel,F:608e02fe3ca2,critic,5
Luc Chessel,F:ff478deae1ed,critic,4
Luc Chessel,F:b7dbf64232a8,critic,6
Luc Chessel,F:665eab0ab9d1,critic,9
Li Cheuk-To,F:341aefe6f409,critic,9
Li Cheuk-To,F:58f9e7707a27,critic,10
Li Cheuk-To,F:a7cef4d6d2d5,critic,6
Li Cheuk-To,F:68556b90b053,critic,1
Li Cheuk-To,F:37582b1b2b83,critic,5
Li Cheuk-To,F:1e3ff5e811fb,critic,8
Li Cheuk-To,F:2c9feb9e19e2,critic,2
Li Cheuk-To,F:7d9dae01016b,critic,3
Li Cheuk-To,F:c16d8f291cd7,critic,7
Li Cheuk-To,F:4b7c50819abf,critic,4
Allison Chhorn,F:29e8c2663329,director,8
Allison Chhorn,F:83c734e30238,director,9
Allison Chhorn,F:9609d2e67c50,director,5
Allison Chhorn,F:090832505b0f,director,7
Allison Chhorn,F:44d249fc6091,director,4
Allison Chhorn,F:dd6dcb6c983d,director,1
Allison Chhorn,F:6ffcf833b768,director,3
Allison Chhorn,F:aa65b1eedc05,director,6
Allison Chhorn,F:13928d934b6d,director,2
Peggy Chiao,F:b5a06746734d,critic,10
Peggy Chiao,F:bf6387f2c8ae,critic,9
Peggy Chiao,F:7b5d85393630,critic,4
Peggy Chiao,F:9f96298e4d23,critic,8
Peggy Chiao,F:002c591e702f,critic,3
Peggy Chiao,F:03774d8054b0,critic,6
Peggy Chiao,F:e2bff7956338,critic,7
Peggy Chiao,F:4c53a001a92c,critic,2
Peggy Chiao,F:c4fda376339f,critic,1
Peggy Chiao,F:d117472f572e,critic,5
Pip Chodorov,F:b132d89fef53,critic,10
Pip Chodorov,F:090832505b0f,critic,9
Pip Chodorov,F:9223c478b715,critic,6
Pip Chodorov,F:4a7fa7be8c87,critic,8
Pip Chodorov,F:e9309b2e7a6c,critic,4
Pip Chodorov,F:1b9a570555e5,critic,5
Pip Chodorov,F:8c93104a11a8,critic,7
Pip Chodorov,F:8509b531b601,critic,3
Pip Chodorov,F:9cf6e54aa851,critic,2
Pip Chodorov,F:dbdb551e2f68,critic,1
Adam Chodzko,EXPLODED,director,13
Adam Chodzko,F:65f242612f92,director,7
Adam Chodzko,F:2fad03e3ad97,director,8
Adam Chodzko,F:3d57bbc1680d,director,9
Adam Chodzko,F:31e3a3512a76,director,11
Adam Chodzko,F:4a931c545f02,director,6
Adam Chodzko,F:cda1a8b3152c,director,12
Adam Chodzko,F:ddcf681c3397,director,10
Adam Chodzko,F:a06a4a9b1354,director,3
Adam Chodzko,F:dfb01f9b56de,director,5
Edo Choi,F:e4e5d0b8b474,critic,10
Edo Choi,F:ca8ffa522783,critic,2
Edo Choi,F:9503b95b7798,critic,7
Edo Choi,F:d117472f572e,critic,9
Edo Choi,F:846c7466d39a,critic,3
Edo Choi,F:bd5b1d907d3a,critic,4
Edo Choi,F:97daacecacb1,critic,1
Edo Choi,F:cbb0587ba064,critic,8
Edo Choi,F:38b522b41810,critic,5
Edo Choi,F:9aa40df22c3e,critic,6
Anupama Chopra,F:0ea0e00d9fdc,critic,2
Anupama Chopra,F:7e850f7d03c6,critic,1
Anupama Chopra,F:bf6387f2c8ae,critic,10
Anupama Chopra,F:4178c0f6fbb7,critic,8
Anupama Chopra,F:e2bff7956338,critic,9
Anupama Chopra,F:bee09401fa7d,critic,5
Anupama Chopra,F:d472058d559a,critic,7
Anupama Chopra,F:edfb01f5a9d6,critic,4
Anupama Chopra,F:a5083fa04636,critic,3
Anupama Chopra,F:cda1a8b3152c,critic,6
Vidhu Vinod Chopra,F:83ebc8b43c9d,director,9
Vidhu Vinod Chopra,F:7b5d85393630,director,7
Vidhu Vinod Chopra,F:bf6387f2c8ae,director,10
Vidhu Vinod Chopra,F:b81ddc038404,director,4
Vidhu Vinod Chopra,F:7e850f7d03c6,director,3
Vidhu Vinod Chopra,F:cbca9660da1d,director,5
Vidhu Vinod Chopra,F:e6ac65b5f055,director,2
Vidhu Vinod Chopra,F:cda1a8b3152c,director,8
Vidhu Vinod Chopra,F:c53552675edb,director,1
Vidhu Vinod Chopra,F:bee09401fa7d,director,6
Davy Chou,F:240c3c3338a1,director,6
Davy Chou,F:6ffcf833b768,director,5
Davy Chou,F:1190a83ac033,director,2
Davy Chou,F:3b027eac1618,director,4
Davy Chou,F:cda1a8b3152c,director,9
Davy Chou,F:e3a29e728f76,director,7
Davy Chou,F:b1d5c192e56b,director,3
Davy Chou,F:f487433720d3,director,8
Davy Chou,F:08966bbb6c53,director,10
Davy Chou,F:1a7eb506ded7,director,1
Thomas C. Christensen,F:ec7726632ac1,critic,9
Thomas C. Christensen,F:d8e24aa1ab58,critic,7
Thomas C. Christensen,F:9f96298e4d23,critic,10
Thomas C. Christensen,F:a5083fa04636,critic,6
Thomas C. Christensen,F:ecd874fca144,critic,3
Thomas C. Christensen,F:72f08af90a6e,critic,2
Thomas C. Christensen,F:7dacc043e524,critic,8
Thomas C. Christensen,F:9a18e3b6deae,critic,1
Thomas C. Christensen,F:c41986eabc20,critic,5
Thomas C. Christensen,F:e50615c80a64,critic,4
Ian Christie,F:47f643b2246f,critic,1
Ian Christie,F:293a47368802,critic,2
Ian Christie,F:e4e5d0b8b474,critic,10
Ian Christie,F:090832505b0f,critic,8
Ian Christie,F:45b24d0baf76,critic,4
Ian Christie,F:b2910882a46d,critic,6
Ian Christie,F:8fe1bdde11ef,critic,7
Ian Christie,F:b65d32a21674,critic,3
Ian Christie,F:29e8c2663329,critic,9
Ian Christie,F:59e546399154,critic,5
Jaime N. Christley,F:ec8da976420b,critic,1
Jaime N. Christley,F:9e11436fa52a,critic,9
Jaime N. Christley,F:67bc0a420195,critic,2
Jaime N. Christley,F:501eb63a0c7a,critic,3
Jaime N. Christley,F:5eab4ff903f4,critic,4
Jaime N. Christley,F:5d99bc43562a,critic,8
Jaime N. Christley,F:d39d1b73d6fa,critic,10
Jaime N. Christley,F:b279f1309ad4,critic,5
Jaime N. Christley,F:8d24676f59f1,critic,6
Jaime N. Christley,F:dee40dc6521b,critic,7
Esther Jemila Chukwuma,F:cb8d44c3bf71,critic,2
Esther Jemila Chukwuma,F:68e3c00e317b,critic,3
Esther Jemila Chukwuma,F:f6ff4c164fbd,critic,4
Esther Jemila Chukwuma,F:e3e045b158eb,critic,5
Esther Jemila Chukwuma,F:e2bff7956338,critic,7
Esther Jemila Chukwuma,F:b0360159539e,critic,6
Esther Jemila Chukwuma,F:90b9323a71b2,critic,1
Graiwoot CHULPHONGSATHORN,F:090832505b0f,critic,8
Graiwoot CHULPHONGSATHORN,F:4a7fa7be8c87,critic,7
Graiwoot CHULPHONGSATHORN,F:1961bdb691aa,critic,5
Graiwoot CHULPHONGSATHORN,F:97b42f962368,critic,9
Graiwoot CHULPHONGSATHORN,F:853aa70a4537,critic,3
Graiwoot CHULPHONGSATHORN,F:83c734e30238,critic,10
Graiwoot CHULPHONGSATHORN,F:c3f4f3d3dda9,critic,4
Graiwoot CHULPHONGSATHORN,F:c6ea168b703a,critic,1
Graiwoot CHULPHONGSATHORN,F:f87b3c091815,critic,6
Graiwoot CHULPHONGSATHORN,F:0d39a7817f1f,critic,2
Mong-Hong Chung,F:ea8c30267045,director,6
Mong-Hong Chung,F:9f96298e4d23,director,10
Mong-Hong Chung,F:20afe757a6d1,director,5
Mong-Hong Chung,F:6d78c0ecb7e7,director,8
Mong-Hong Chung,F:beb1ee6ca406,director,1
Mong-Hong Chung,F:2b128693df8e,director,3
Mong-Hong Chung,F:83ebc8b43c9d,director,9
Mong-Hong Chung,F:11f597068baf,director,7
Mong-Hong Chung,F:86215fbfd4ef,director,2
Mong-Hong Chung,F:66e0b02405e2,director,4
Roberta Ciabarra,F:67386c7ab6f2,critic,3
Roberta Ciabarra,F:9aa40df22c3e,critic,5
Roberta Ciabarra,F:18634c22b226,critic,6
Roberta Ciabarra,F:edfb01f5a9d6,critic,10
Roberta Ciabarra,F:46f888a53f83,critic,1
Roberta Ciabarra,F:e11ad461be73,critic,2
Roberta Ciabarra,F:6585623dc6cf,critic,4
Roberta Ciabarra,F:ed09733fe458,critic,8
Roberta Ciabarra,F:41d225e6ff0b,critic,7
Roberta Ciabarra,F:ed913192d169,critic,9
Michel Ciment,F:46194e616618,critic,5
Michel Ciment,F:2bcbc58a252d,critic,8
Michel Ciment,F:5bef0b693d91,critic,4
Michel Ciment,F:b7dbf64232a8,critic,7
Michel Ciment,F:fa5e7f56ebee,critic,2
Michel Ciment,F:97b42f962368,critic,10
Michel Ciment,F:6d78c0ecb7e7,critic,9
Michel Ciment,F:75719b21d0aa,critic,3
