voter_name,canonical_id,sources,positions,voter_types
Elizabeth Spencer,OL:OL468485W,Top Ten Books,9,
Elizabeth Spencer,OL:OL733640W,Top Ten Books,4,
Elizabeth Spencer,OL:OL8721462W,Top Ten Books,1,
Ella Creamer,OL:OL116089W,Guardian Top 100,7,Journalist
Ella Creamer,OL:OL1449843W,Guardian Top 100,6,Journalist
Ella Creamer,OL:OL16520879W,Guardian Top 100,2,Journalist
Ella Creamer,OL:OL17873642W,Guardian Top 100,8,Journalist
Ella Creamer,OL:OL19740451W,Guardian Top 100,10,Journalist
Ella Creamer,OL:OL27778127W,Guardian Top 100,5,Journalist
Ella Creamer,OL:OL39396W,Guardian Top 100,1,Journalist
Ella Creamer,OL:OL42974304W,Guardian Top 100,9,Journalist
Ella Creamer,OL:OL50548W,Guardian Top 100,3,Journalist
Ella Creamer,OL:OL81293W,Guardian Top 100,4,Journalist
Emma Donoghue,K:0fb96ea874bc,Top Ten Books,10,
Emma Donoghue,K:45d423f10268,Top Ten Books,6,
Emma Donoghue,K:6c48d4f8f588,Top Ten Books,2,
Emma Donoghue,K:9bc0b5729601,Top Ten Books,7,
Emma Donoghue,K:ced3e731d0b5,Top Ten Books,8,
Emma Donoghue,K:ec3fd432acea,Top Ten Books,9,
Emma Donoghue,OL:OL1150725W,Top Ten Books,1,
Emma Donoghue,OL:OL1846845W,Top Ten Books,5,
Emma Donoghue,OL:OL190034W,Top Ten Books,3,
Emma Donoghue,OL:OL8721462W,Top Ten Books,4,
Emma Loffhagen,OL:OL1052133W,Guardian Top 100,7,Journalist
Emma Loffhagen,OL:OL17334243W,Guardian Top 100,8,Journalist
Emma Loffhagen,OL:OL190034W,Guardian Top 100,6,Journalist
Emma Loffhagen,OL:OL273644W,Guardian Top 100,1,Journalist
Emma Loffhagen,OL:OL27778127W,Guardian Top 100,5,Journalist
Emma Loffhagen,OL:OL34381078W,Guardian Top 100,10,Journalist
Emma Loffhagen,OL:OL37949460W,Guardian Top 100,9,Journalist
Emma Loffhagen,OL:OL481143W,Guardian Top 100,4,Journalist
Emma Loffhagen,OL:OL5731542W,Guardian Top 100,2,Journalist
Emma Loffhagen,OL:OL891786W,Guardian Top 100,3,Journalist
Erin McGraw,K:1dc9509e5ec7,Top Ten Books,2,
Erin McGraw,K:3b04f3eef439,Top Ten Books,10,
Erin McGraw,K:450eb07e587b,Top Ten Books,1,
Erin McGraw,K:d2d9f9b0f145,Top Ten Books,8,
Erin McGraw,K:d3e96a7e3439,Top Ten Books,4,
Erin McGraw,OL:OL10432709W,Top Ten Books,7,
Erin McGraw,OL:OL106084W,Top Ten Books,6,
Erin McGraw,OL:OL19350876W,Top Ten Books,5,
Erin McGraw,OL:OL34381078W,Top Ten Books,9,
Erin McGraw,OL:OL93082W,Top Ten Books,3,
Esi Edugyan,OL:OL103066W,Guardian Top 100,9,Author
Esi Edugyan,OL:OL103108W,Guardian Top 100,6,Author
Esi Edugyan,OL:OL1168083W,Guardian Top 100,3,Author
Esi Edugyan,OL:OL1230715W,Guardian Top 100,4,Author
Esi Edugyan,OL:OL15165350W,Guardian Top 100,1,Author
Esi Edugyan,OL:OL17081245W,Guardian Top 100,10,Author
Esi Edugyan,OL:OL20867W,Guardian Top 100,2,Author
Esi Edugyan,OL:OL40879W,Guardian Top 100,8,Author
Esi Edugyan,OL:OL50548W,Guardian Top 100,5,Author
Esi Edugyan,OL:OL53071W,Guardian Top 100,7,Author
Ethan Canin,K:1369db891f94,Top Ten Books,10,
Ethan Canin,K:63a6f8d4a3cf,Top Ten Books,8,
Ethan Canin,K:657587407b2f,Top Ten Books,6,
Ethan Canin,K:6d7a4faa0e0d,Top Ten Books,3,
Ethan Canin,K:906ffc5082cd,Top Ten Books,4,
Ethan Canin,K:a63cc765d5fe,Top Ten Books,1,
Ethan Canin,K:ca7944d7d49e,Top Ten Books,10,
Ethan Canin,K:e62e1fa9cb0f,Top Ten Books,5,
Ethan Canin,K:f3d3d81a13a1,Top Ten Books,9,
Ethan Canin,OL:OL21025633W,Top Ten Books,2,
Ethan Canin,OL:OL74666W,Top Ten Books,7,
Fiona Sampson,OL:OL100040W,Guardian Top 100,10,Author
Fiona Sampson,OL:OL1190289W,Guardian Top 100,1,Author
Fiona Sampson,OL:OL1980233W,Guardian Top 100,7,Author
Fiona Sampson,OL:OL258416W,Guardian Top 100,2,Author
Fiona Sampson,OL:OL26496349W,Guardian Top 100,6,Author
Fiona Sampson,OL:OL26743128W,Guardian Top 100,9,Author
Fiona Sampson,OL:OL26860869W,Guardian Top 100,3,Author
Fiona Sampson,OL:OL35358393W,Guardian Top 100,8,Author
Fiona Sampson,OL:OL39396W,Guardian Top 100,5,Author
Fiona Sampson,OL:OL48286W,Guardian Top 100,4,Author
Fiona Sturges,OL:OL1095427W,Guardian Top 100,4,Journalist
Fiona Sturges,OL:OL115647W,Guardian Top 100,7,Journalist
Fiona Sturges,OL:OL1682158W,Guardian Top 100,3,Journalist
Fiona Sturges,OL:OL1855944W,Guardian Top 100,6,Journalist
Fiona Sturges,OL:OL26437W,Guardian Top 100,8,Journalist
Fiona Sturges,OL:OL3140822W,Guardian Top 100,5,Journalist
Fiona Sturges,OL:OL36506504W,Guardian Top 100,9,Journalist
Fiona Sturges,OL:OL464512W,Guardian Top 100,2,Journalist
Fiona Sturges,OL:OL50548W,Guardian Top 100,1,Journalist
Fiona Sturges,OL:OL675783W,Guardian Top 100,10,Journalist
Florence Knapp,OL:OL1103203W,Guardian Top 100,5,Author
Florence Knapp,OL:OL16142094W,Guardian Top 100,10,Author
Florence Knapp,OL:OL17370186W,Guardian Top 100,2,Author
Florence Knapp,OL:OL20743965W,Guardian Top 100,7,Author
Florence Knapp,OL:OL23020966W,Guardian Top 100,9,Author
Florence Knapp,OL:OL2980902W,Guardian Top 100,1,Author
Florence Knapp,OL:OL3140822W,Guardian Top 100,8,Author
Florence Knapp,OL:OL37572547W,Guardian Top 100,6,Author
Florence Knapp,OL:OL5782000W,Guardian Top 100,4,Author
Florence Knapp,OL:OL77746W,Guardian Top 100,3,Author
Francine Prose,K:6b584d1b9428,Top Ten Books,4,
Francine Prose,K:969799e0bdc1,Top Ten Books,2,
Francine Prose,K:a54fc089b816,Top Ten Books,6,
Francine Prose,K:a63cc765d5fe,Top Ten Books,5,
Francine Prose,OL:OL102749W,Top Ten Books,7,
Francine Prose,OL:OL1190289W,Top Ten Books,3,
Francine Prose,OL:OL166894W,Top Ten Books,10,
Francine Prose,OL:OL20867W,Top Ten Books,8,
Francine Prose,OL:OL267096W,Top Ten Books,1,
Francine Prose,OL:OL274505W,Top Ten Books,9,
Fred Chappell,K:0b33bb451da1,Top Ten Books,7,
Fred Chappell,K:312f2e675a9c,Top Ten Books,10,
Fred Chappell,K:4915c4a456eb,Top Ten Books,4,
Fred Chappell,K:7d6f4598f836,Top Ten Books,9,
Fred Chappell,K:c70aa81a21ba,Top Ten Books,6,
Fred Chappell,K:d3e96a7e3439,Top Ten Books,3,
Fred Chappell,K:de8ae851971a,Top Ten Books,5,
Fred Chappell,K:ee34a6c50dbf,Top Ten Books,1,
Fred Chappell,OL:OL44222301W,Top Ten Books,2,
Fred Chappell,OL:OL53908W,Top Ten Books,8,
Freya Johnston,OL:OL11103938W,Guardian Top 100,8,Academic
Freya Johnston,OL:OL1400708W,Guardian Top 100,6,Academic
Freya Johnston,OL:OL19350876W,Guardian Top 100,2,Academic
Freya Johnston,OL:OL20867W,Guardian Top 100,3,Academic
Freya Johnston,OL:OL2435539W,Guardian Top 100,7,Academic
Freya Johnston,OL:OL267096W,Guardian Top 100,1,Academic
Freya Johnston,OL:OL40756300W,Guardian Top 100,4,Academic
Freya Johnston,OL:OL480955W,Guardian Top 100,10,Academic
Freya Johnston,OL:OL8662242W,Guardian Top 100,5,Academic
Freya Johnston,OL:OL890896W,Guardian Top 100,9,Academic
G.D. Gearino,K:0b5a2838b308,Top Ten Books,2,
G.D. Gearino,K:3e4c8a960300,Top Ten Books,1,
G.D. Gearino,K:5fcc86b529ea,series_explode,,
G.D. Gearino,K:d27ac1dd1b67,Top Ten Books,8,
G.D. Gearino,K:dc15508e1ca2,Top Ten Books,7,
G.D. Gearino,K:f0a6ce516e75,Top Ten Books,6,
G.D. Gearino,OL:OL11081469W,Top Ten Books,4,
G.D. Gearino,OL:OL23166W,Top Ten Books,5,
G.D. Gearino,OL:OL274518W,Top Ten Books,10,
G.D. Gearino,OL:OL42718662W,series_explode,,
G.D. Gearino,OL:OL463809W,series_explode,,
G.D. Gearino,OL:OL463820W,series_explode,,
G.D. Gearino,OL:OL82870W,Top Ten Books,3,
Gail Godwin,K:aaeea62a115f,Top Ten Books,9,
Gail Godwin,OL:OL106084W,Top Ten Books,6,
Gail Godwin,OL:OL1855944W,Top Ten Books,10,
Gail Godwin,OL:OL190034W,Top Ten Books,2,
Gail Godwin,OL:OL20867W,Top Ten Books,5,
Gail Godwin,OL:OL267096W,Top Ten Books,4,
Gail Godwin,OL:OL276365W,Top Ten Books,1,
Gail Godwin,OL:OL39108W,Top Ten Books,3,
Gail Godwin,OL:OL41225848W,Top Ten Books,8,
Gail Godwin,OL:OL724067W,Top Ten Books,7,
Geoff Dyer,OL:OL103066W,Guardian Top 100,7,Author
Geoff Dyer,OL:OL134601W,Guardian Top 100,2,Author
Geoff Dyer,OL:OL1858636W,Guardian Top 100,9,Author
Geoff Dyer,OL:OL1921184W,Guardian Top 100,8,Author
Geoff Dyer,OL:OL20867W,Guardian Top 100,1,Author
Geoff Dyer,OL:OL267171W,Guardian Top 100,3,Author
Geoff Dyer,OL:OL276365W,Guardian Top 100,4,Author
Geoff Dyer,OL:OL65906W,Guardian Top 100,10,Author
Geoff Dyer,OL:OL8721462W,Guardian Top 100,6,Author
Geoff Dyer,OL:OL98491W,Guardian Top 100,5,Author
George Pelecanos,K:46d79f6e7173,Top Ten Books,5,
George Pelecanos,K:4d4b9f43727e,Top Ten Books,1,
George Pelecanos,K:d36692a00746,Top Ten Books,7,
George Pelecanos,K:da7daa0a88e4,Top Ten Books,4,
George Pelecanos,K:dd4cd6f4f20e,Top Ten Books,9,
George Pelecanos,K:fa6d27467a77,Top Ten Books,6,
George Pelecanos,OL:OL23205W,Top Ten Books,3,
George Pelecanos,OL:OL40879W,Top Ten Books,8,
George Pelecanos,OL:OL4112928W,Top Ten Books,10,
George Pelecanos,OL:OL62979W,Top Ten Books,2,
George Saunders,K:1953ba5c8e84,Top Ten Books,1,
George Saunders,K:6b584d1b9428,Top Ten Books,7,
George Saunders,K:9582f8788134,Top Ten Books,9,
George Saunders,K:ef3be8623dfc,Top Ten Books,6,
George Saunders,K:fbe28ea907ef,Top Ten Books,5,
George Saunders,OL:OL267171W,Top Ten Books,3,
George Saunders,OL:OL32013322W,Top Ten Books,4,
George Saunders,OL:OL53908W,Top Ten Books,2,
George Saunders,OL:OL65906W,Top Ten Books,10,
George Saunders,OL:OL98459W,Top Ten Books,8,
Guy Gunaratne,OL:OL102389W,Guardian Top 100,10,Author
Guy Gunaratne,OL:OL10432709W,Guardian Top 100,2,Author
Guy Gunaratne,OL:OL20942111W,Guardian Top 100,4,Author
Guy Gunaratne,OL:OL228702W,Guardian Top 100,9,Author
Guy Gunaratne,OL:OL39316W,Guardian Top 100,3,Author
Guy Gunaratne,OL:OL46611W,Guardian Top 100,7,Author
Guy Gunaratne,OL:OL50564W,Guardian Top 100,5,Author
Guy Gunaratne,OL:OL506116W,Guardian Top 100,8,Author
Guy Gunaratne,OL:OL82929W,Guardian Top 100,6,Author
Guy Gunaratne,OL:OL86318W,Guardian Top 100,1,Author
Ha Jin,K:16e06883edc4,Top Ten Books,7,
Ha Jin,K:40880fd45ba7,Top Ten Books,10,
Ha Jin,K:6b584d1b9428,Top Ten Books,4,
Ha Jin,K:d2d9f9b0f145,Top Ten Books,6,
Ha Jin,OL:OL103108W,Top Ten Books,9,
Ha Jin,OL:OL10432709W,Top Ten Books,2,
Ha Jin,OL:OL1190289W,Top Ten Books,5,
Ha Jin,OL:OL267096W,Top Ten Books,1,
Ha Jin,OL:OL267171W,Top Ten Books,3,
Ha Jin,OL:OL44820011W,Top Ten Books,8,
Haven Kimmel,K:3dc75f99b576,Top Ten Books,6,
Haven Kimmel,K:9df5ca05129f,Top Ten Books,10,
Haven Kimmel,K:aafaa386e9f2,Top Ten Books,4,
Haven Kimmel,K:b38daef16aea,Top Ten Books,1,
Haven Kimmel,K:c70aa81a21ba,Top Ten Books,2,
Haven Kimmel,K:fbe28ea907ef,Top Ten Books,3,
Haven Kimmel,OL:OL39396W,Top Ten Books,5,
Haven Kimmel,OL:OL495470W,Top Ten Books,8,
Haven Kimmel,OL:OL50548W,Top Ten Books,9,
Haven Kimmel,OL:OL53908W,Top Ten Books,7,
Heidi Julavits,K:111bd5114ad8,Top Ten Books,6,
Heidi Julavits,K:1fbb54b59724,Top Ten Books,7,
Heidi Julavits,K:534ca77bf091,Top Ten Books,6,
Heidi Julavits,K:625b79762741,Top Ten Books,5,
Heidi Julavits,K:98c8438f910d,Top Ten Books,1,
Heidi Julavits,K:bd00376b9180,Top Ten Books,10,
Heidi Julavits,K:da7daa0a88e4,Top Ten Books,9,
Heidi Julavits,K:f8c105f058d5,Top Ten Books,6,
Heidi Julavits,OL:OL103113W,Top Ten Books,8,
Heidi Julavits,OL:OL1230613W,Top Ten Books,4,
Heidi Julavits,OL:OL20933W,Top Ten Books,2,
Heidi Julavits,OL:OL7180368W,Top Ten Books,3,
Hermione Lee,OL:OL112983W,Guardian Top 100,9,Author/Academic
Hermione Lee,OL:OL12791W,Guardian Top 100,4,Author/Academic
Hermione Lee,OL:OL166434W,Guardian Top 100,6,Author/Academic
Hermione Lee,OL:OL18020255W,Guardian Top 100,10,Author/Academic
Hermione Lee,OL:OL1863387W,Guardian Top 100,7,Author/Academic
Hermione Lee,OL:OL20769W,Guardian Top 100,5,Author/Academic
Hermione Lee,OL:OL276365W,Guardian Top 100,8,Author/Academic
Hermione Lee,OL:OL35382740W,Guardian Top 100,1,Author/Academic
Hermione Lee,OL:OL39396W,Guardian Top 100,2,Author/Academic
Hermione Lee,OL:OL98585W,Guardian Top 100,3,Author/Academic
Houman Barekat,OL:OL1326328W,Guardian Top 100,10,
Houman Barekat,OL:OL19350876W,Guardian Top 100,1,
Houman Barekat,OL:OL20867W,Guardian Top 100,3,
Houman Barekat,OL:OL2399772W,Guardian Top 100,9,
Houman Barekat,OL:OL26733889W,Guardian Top 100,7,
Houman Barekat,OL:OL38700W,Guardian Top 100,4,
Houman Barekat,OL:OL506111W,Guardian Top 100,8,
Houman Barekat,OL:OL5721565W,Guardian Top 100,5,
Houman Barekat,OL:OL627081W,Guardian Top 100,6,
Houman Barekat,OL:OL86318W,Guardian Top 100,2,
Iain Pears,K:0230eeaf324c,Top Ten Books,10,
Iain Pears,K:225e0e2f049d,Top Ten Books,2,
Iain Pears,K:276c1877072e,Top Ten Books,7,
Iain Pears,K:2d245b5f48f1,Top Ten Books,10,
Iain Pears,K:50d0889fba0e,Top Ten Books,4,
Iain Pears,K:524993036073,Top Ten Books,8,
Iain Pears,K:80f80a40eeab,Top Ten Books,10,
Iain Pears,K:8f7a8603bc7a,Top Ten Books,3,
Iain Pears,K:bc4aa7549271,Top Ten Books,1,
Iain Pears,K:d4f54d0b665c,Top Ten Books,9,
Iain Pears,OL:OL15165350W,Top Ten Books,6,
Iain Pears,OL:OL842158W,Top Ten Books,5,
Ian McEwan,OL:OL1230715W,Guardian Top 100,4,Author
Ian McEwan,OL:OL14866824W,Guardian Top 100,8,Author
Ian McEwan,OL:OL15165350W,Guardian Top 100,6,Author
Ian McEwan,OL:OL19350876W,Guardian Top 100,7,Author
Ian McEwan,OL:OL20867W,Guardian Top 100,3,Author
Ian McEwan,OL:OL267096W,Guardian Top 100,2,Author
Ian McEwan,OL:OL41368739W,Guardian Top 100,9,Author
Ian McEwan,OL:OL463809W,Guardian Top 100,10,Author
Ian McEwan,OL:OL498556W,Guardian Top 100,5,Author
Ian McEwan,OL:OL86318W,Guardian Top 100,1,Author
Ian Patterson,OL:OL10429255W,Guardian Top 100,7,Author/Academic
Ian Patterson,OL:OL1190289W,Guardian Top 100,1,Author/Academic
Ian Patterson,OL:OL1206495W,Guardian Top 100,9,Author/Academic
Ian Patterson,OL:OL1330246W,Guardian Top 100,6,Author/Academic
Ian Patterson,OL:OL15210983W,Guardian Top 100,5,Author/Academic
Ian Patterson,OL:OL190034W,Guardian Top 100,3,Author/Academic
Ian Patterson,OL:OL2085293W,Guardian Top 100,8,Author/Academic
Ian Patterson,OL:OL26099415W,Guardian Top 100,2,Author/Academic
Ian Patterson,OL:OL32013322W,Guardian Top 100,4,Author/Academic
Ian Patterson,OL:OL724067W,Guardian Top 100,10,Author/Academic
Ian Rankin,K:9b6c22f83dd1,Top Ten Books,8,
Ian Rankin,K:bc4aa7549271,Top Ten Books,1,
Ian Rankin,OL:OL102749W,Top Ten Books,10,
Ian Rankin,OL:OL14868508W,Guardian Top 100;Top Ten Books,1;6,Author
Ian Rankin,OL:OL15165350W,Top Ten Books,9,
Ian Rankin,OL:OL15400582W,Guardian Top 100,4,Author
Ian Rankin,OL:OL166894W,Guardian Top 100;Top Ten Books,4;5,Author
Ian Rankin,OL:OL16810448W,Guardian Top 100,10,Author
Ian Rankin,OL:OL16847W,Guardian Top 100,8,Author
Ian Rankin,OL:OL2074162W,Guardian Top 100,6,Author
Ian Rankin,OL:OL24156W,Guardian Top 100;Top Ten Books,2;7,Author
Ian Rankin,OL:OL2466637W,Guardian Top 100,9,Author
Ian Rankin,OL:OL26437W,Guardian Top 100,3,Author
Ian Rankin,OL:OL267171W,Top Ten Books,3,
Ian Rankin,OL:OL276798W,Top Ten Books,2,
Ian Rankin,OL:OL50564W,Guardian Top 100,7,Author
Ian Rankin,OL:OL86318W,Top Ten Books,5,
Imogen Russell Williams,OL:OL1095427W,Guardian Top 100,6,
Imogen Russell Williams,OL:OL1930756W,Guardian Top 100,5,
Imogen Russell Williams,OL:OL20026655W,Guardian Top 100,3,
Imogen Russell Williams,OL:OL28988W,Guardian Top 100,9,
Imogen Russell Williams,OL:OL35616W,Guardian Top 100,4,
Imogen Russell Williams,OL:OL35730490W,Guardian Top 100,8,
Imogen Russell Williams,OL:OL457172W,Guardian Top 100,10,
Imogen Russell Williams,OL:OL50548W,Guardian Top 100,7,
Imogen Russell Williams,OL:OL59798W,Guardian Top 100,1,
Imogen Russell Williams,OL:OL60148W,Guardian Top 100,2,
Irvine Welsh,K:1735e32fc58c,Top Ten Books,7,
Irvine Welsh,K:61c9c451d3cd,Top Ten Books,7,
Irvine Welsh,K:87dd2eb9156a,Top Ten Books,7,
Irvine Welsh,K:a7dff9c2e44e,Top Ten Books,5,
Irvine Welsh,K:f78f2190768a,Top Ten Books,4,
Irvine Welsh,OL:OL10432709W,Top Ten Books,6,
Irvine Welsh,OL:OL1921185W,Top Ten Books,2,
Irvine Welsh,OL:OL24156W,Top Ten Books,10,
Irvine Welsh,OL:OL2466637W,Top Ten Books,8,
Irvine Welsh,OL:OL40879W,Top Ten Books,3,
Irvine Welsh,OL:OL468485W,Top Ten Books,9,
Irvine Welsh,OL:OL86318W,Top Ten Books,1,
Ishmael Reed,K:501f494331a3,Top Ten Books,5,
Ishmael Reed,K:61ba8d737730,Top Ten Books,9,
Ishmael Reed,K:9cc5b917e8b7,Top Ten Books,7,
Ishmael Reed,K:a03d515550d1,Top Ten Books,3,
Ishmael Reed,K:a17eec71ce8a,Top Ten Books,8,
Ishmael Reed,K:b13d439ea66c,Top Ten Books,4,
Ishmael Reed,K:b5d527740304,Top Ten Books,6,
Ishmael Reed,K:c49562153000,Top Ten Books,1,
Ishmael Reed,OL:OL228705W,Top Ten Books,10,
Ishmael Reed,OL:OL275946W,Top Ten Books,2,
Jack Edwards,OL:OL1052133W,Guardian Top 100,6,
Jack Edwards,OL:OL1168083W,Guardian Top 100,3,
Jack Edwards,OL:OL17370186W,Guardian Top 100,5,
Jack Edwards,OL:OL1858668W,Guardian Top 100,9,
Jack Edwards,OL:OL190034W,Guardian Top 100,2,
Jack Edwards,OL:OL37505411W,Guardian Top 100,10,
Jack Edwards,OL:OL39396W,Guardian Top 100,8,
Jack Edwards,OL:OL50567W,Guardian Top 100,1,
Jack Edwards,OL:OL509889W,Guardian Top 100,4,
Jack Edwards,OL:OL8193416W,Guardian Top 100,7,
Jacqueline Rose,OL:OL1190289W,Guardian Top 100,1,Author/Academic
Jacqueline Rose,OL:OL19344016W,Guardian Top 100,8,Author/Academic
Jacqueline Rose,OL:OL20494708W,Guardian Top 100,7,Author/Academic
Jacqueline Rose,OL:OL20933W,Guardian Top 100,2,Author/Academic
Jacqueline Rose,OL:OL2527681W,Guardian Top 100,10,Author/Academic
Jacqueline Rose,OL:OL26099415W,Guardian Top 100,5,Author/Academic
Jacqueline Rose,OL:OL27778127W,Guardian Top 100,9,Author/Academic
Jacqueline Rose,OL:OL39316W,Guardian Top 100,6,Author/Academic
Jacqueline Rose,OL:OL50548W,Guardian Top 100,4,Author/Academic
Jacqueline Rose,OL:OL86318W,Guardian Top 100,3,Author/Academic
James Lee Burke,K:04ef5684be62,Top Ten Books,2,
James Lee Burke,K:3b04f3eef439,Top Ten Books,5,
James Lee Burke,K:3b31f95c4a6f,Top Ten Books,7,
James Lee Burke,K:3c196dac60d1,Top Ten Books,6,
James Lee Burke,K:4d4b9f43727e,Top Ten Books,4,
James Lee Burke,K:95d47d6a83b3,Top Ten Books,9,
James Lee Burke,K:bf8d0f88d122,Top Ten Books,8,
James Lee Burke,K:c34e51144bbc,Top Ten Books,3,
James Lee Burke,OL:OL34381078W,Top Ten Books,10,
James Lee Burke,OL:OL82870W,Top Ten Books,1,
James Meek,OL:OL109724W,Guardian Top 100,4,Author/Journalist
James Meek,OL:OL14866824W,Guardian Top 100,8,Author/Journalist
James Meek,OL:OL15297W,Guardian Top 100,5,Author/Journalist
James Meek,OL:OL17873642W,Guardian Top 100,7,Author/Journalist
James Meek,OL:OL20867W,Guardian Top 100,2,Author/Journalist
James Meek,OL:OL500451W,Guardian Top 100,1,Author/Journalist
James Meek,OL:OL60979W,Guardian Top 100,3,Author/Journalist
James Meek,OL:OL66530W,Guardian Top 100,9,Author/Journalist
James Meek,OL:OL724067W,Guardian Top 100,10,Author/Journalist
James Meek,OL:OL86318W,Guardian Top 100,6,Author/Journalist
James Salter,K:1953ba5c8e84,Top Ten Books,7,
James Salter,K:450eb07e587b,Top Ten Books,1,
James Salter,K:511f77d53adb,Top Ten Books,4,
James Salter,K:96f5809e4069,Top Ten Books,2,
James Salter,K:98c8438f910d,Top Ten Books,3,
James Salter,K:a452f45af6bc,Top Ten Books,10,
James Salter,K:d20e64b8c042,Top Ten Books,5,
James Salter,K:ef3be8623dfc,Top Ten Books,9,
James Salter,OL:OL19350876W,Top Ten Books,6,
James Salter,OL:OL267096W,Top Ten Books,8,
Jan Carson,OL:OL106073W,Guardian Top 100,10,Author
Jan Carson,OL:OL17635834W,Guardian Top 100,7,Author
Jan Carson,OL:OL1888776W,Guardian Top 100,9,Author
Jan Carson,OL:OL19690272W,Guardian Top 100,4,Author
Jan Carson,OL:OL21170W,Guardian Top 100,3,Author
Jan Carson,OL:OL37832922W,Guardian Top 100,6,Author
Jan Carson,OL:OL457179W,Guardian Top 100,1,Author
Jan Carson,OL:OL471565W,Guardian Top 100,8,Author
Jan Carson,OL:OL50548W,Guardian Top 100,2,Author
Jan Carson,OL:OL85892W,Guardian Top 100,5,Author
Jane Mendelsohn,K:6b584d1b9428,Top Ten Books,4,
Jane Mendelsohn,K:77a9e9d519f7,Top Ten Books,1,
Jane Mendelsohn,K:bc4aa7549271,Top Ten Books,2,
Jane Mendelsohn,OL:OL15165350W,Top Ten Books,3,
Jane Mendelsohn,OL:OL20867W,Top Ten Books,6,
Jane Mendelsohn,OL:OL2636675W,Top Ten Books,10,
Jane Mendelsohn,OL:OL267171W,Top Ten Books,5,
Jane Mendelsohn,OL:OL276365W,Top Ten Books,7,
Jane Mendelsohn,OL:OL39316W,Top Ten Books,9,
Jane Mendelsohn,OL:OL498556W,Top Ten Books,8,
Jeet Thayil,OL:OL1884862W,Guardian Top 100,10,Author
Jeet Thayil,OL:OL24364471W,Guardian Top 100,1,Author
Jeet Thayil,OL:OL274505W,Guardian Top 100,4,Author
Jeet Thayil,OL:OL457179W,Guardian Top 100,7,Author
Jeet Thayil,OL:OL481143W,Guardian Top 100,8,Author
Jeet Thayil,OL:OL627081W,Guardian Top 100,6,Author
Jeet Thayil,OL:OL63250W,Guardian Top 100,9,Author
Jeet Thayil,OL:OL712025W,Guardian Top 100,5,Author
Jeet Thayil,OL:OL86318W,Guardian Top 100,3,Author
Jeet Thayil,OL:OL93082W,Guardian Top 100,2,Author
Jem Calder,OL:OL1999221W,Guardian Top 100,10,Author
Jem Calder,OL:OL20867W,Guardian Top 100,1,Author
Jem Calder,OL:OL2435538W,Guardian Top 100,8,Author
Jem Calder,OL:OL267171W,Guardian Top 100,2,Author
Jem Calder,OL:OL276365W,Guardian Top 100,3,Author
Jem Calder,OL:OL2943602W,Guardian Top 100,9,Author
Jem Calder,OL:OL40756300W,Guardian Top 100,6,Author
Jem Calder,OL:OL4082696W,Guardian Top 100,7,Author
Jem Calder,OL:OL40885W,Guardian Top 100,4,Author
Jem Calder,OL:OL9362446W,Guardian Top 100,5,Author
Jennifer Egan,K:1d1ae492ede5,Top Ten Books,10,
Jennifer Egan,OL:OL103066W,Top Ten Books,2,
Jennifer Egan,OL:OL109724W,Guardian Top 100,9,Author/Journalist
Jennifer Egan,OL:OL1150725W,Guardian Top 100,3,Author/Journalist
Jennifer Egan,OL:OL118986W,Top Ten Books,9,
Jennifer Egan,OL:OL15165350W,Guardian Top 100,2,Author/Journalist
Jennifer Egan,OL:OL1858631W,Top Ten Books,4,
Jennifer Egan,OL:OL1921185W,Guardian Top 100;Top Ten Books,8,Author/Journalist
Jennifer Egan,OL:OL20867W,Guardian Top 100;Top Ten Books,1;5,Author/Journalist
Jennifer Egan,OL:OL31259W,Top Ten Books,1,
Jennifer Egan,OL:OL32013322W,Guardian Top 100;Top Ten Books,5;7,Author/Journalist
Jennifer Egan,OL:OL39396W,Guardian Top 100,6,Author/Journalist
Jennifer Egan,OL:OL495470W,Guardian Top 100;Top Ten Books,4;6,Author/Journalist
Jennifer Egan,OL:OL50565W,Guardian Top 100,7,Author/Journalist
Jennifer Egan,OL:OL98587W,Guardian Top 100;Top Ten Books,10;3,Author/Journalist
Jennifer Gilmore,K:d2d9f9b0f145,Top Ten Books,4,
Jennifer Gilmore,K:e75a67015493,Top Ten Books,3,
Jennifer Gilmore,K:fa57ad62d5c6,Top Ten Books,9,
Jennifer Gilmore,OL:OL1095427W,Top Ten Books,1,
Jennifer Gilmore,OL:OL1865528W,Top Ten Books,10,
Jennifer Gilmore,OL:OL19350876W,Top Ten Books,2,
Jennifer Gilmore,OL:OL228715W,Top Ten Books,5,
Jennifer Gilmore,OL:OL41225848W,Top Ten Books,6,
Jennifer Gilmore,OL:OL44927W,Top Ten Books,8,
Jennifer Gilmore,OL:OL74666W,Top Ten Books,7,
Jennifer Weiner,K:1fd1f5c65114,Top Ten Books,4,
Jennifer Weiner,K:657b2b4a5716,Top Ten Books,9,
Jennifer Weiner,K:8cc7ecd87308,Top Ten Books,3,
Jennifer Weiner,K:99a15e609eba,Top Ten Books,5,
Jennifer Weiner,K:9dba8bbf7481,Top Ten Books,6,
Jennifer Weiner,K:c22e8571b3fc,Top Ten Books,1,
Jennifer Weiner,K:f3bd7d9cd95b,Top Ten Books,7,
Jennifer Weiner,K:f495c2bbe6aa,Top Ten Books,3,
