row_index,voter_name,raw_title,raw_year,raw_director,canonical_id,resolved_year,flag_types
17062,Aaron Schimberg,Cet Obscur Objet Du Désir,1977,Luis Buñuel,F:fe031910e1c0,1977,
17063,Aaron Schimberg,Lo SCEICCO BIANCO,1952,Federico Fellini,F:998fd54b6573,1952,
17064,Dan Schindel,Meshes of the Afternoon,1943,"Maya Deren, Alexander Hackenschmied",F:090832505b0f,1943,
17065,Dan Schindel,Daisies,1966,Věra Chytilová,F:d2ac8fced14e,1966,
17066,Dan Schindel,El Mumia,1970,Shadi Abdelsalam,F:f4e217197597,1970,
17067,Dan Schindel,News from Home,1976,Chantal Akerman,F:a9519db91181,1976,
17068,Dan Schindel,Shao Lin Sa Liu Fang,1977,Liu Chia-liang,F:39cfcfa4e115,1977,
17069,Dan Schindel,Kanehsatake: 270 Years of Resistance,1993,Alanis Obomsawin,F:0dfe58c65ddc,1993,
17070,Dan Schindel,Princess Mononoke,1997,Hayao Miyazaki,F:1174009b97fe,1997,
17071,Dan Schindel,回路,2001,Kiyoshi Kurosawa,F:cc12c509527e,2001,
17072,Dan Schindel,Miami Vice,2006,Michael Mann,F:b1d5c192e56b,2006,
17073,Dan Schindel,Uncle Boonmee Who Can Recall His Past Lives,2010,Apichatpong Weerasethakul,F:77324d1d150c,2010,
17074,Regina Schlagnitweit,Sherlock Jr.,1924,Buster Keaton,F:03809811ea9b,1924,
17075,Regina Schlagnitweit,Man with a Movie Camera,1929,Dziga Vertov,F:69f5bed6f836,1929,
17076,Regina Schlagnitweit,Red River,1947,Howard Hawks,F:62f2866d3bb5,1947,
17077,Regina Schlagnitweit,Rentrée des classes,1956,Jacques Rozier,F:a3da129161b5,1956,
17078,Regina Schlagnitweit,Saute Ma Ville,1968,Chantal Akerman,F:ea2d25186893,1968,
17079,Regina Schlagnitweit,Eika Katappa,1969,Werner Schroeter,F:007b3f685d29,1969,
17080,Regina Schlagnitweit,A Touch of Zen,1969,King Hu,F:68095e4e33e8,1969,
17081,Regina Schlagnitweit,Zdravi Ljudi Za Razonodu (Litany of Healthy People),1971,Karpo Godina,F:8e3215cfe35d,1971,
17082,Regina Schlagnitweit,Two-lane Blacktop,1971,Monte Hellman,F:d63f22c37e98,1971,
17083,Regina Schlagnitweit,Amore,1978,Klaus Lemke,F:1a00d4758115,1978,
17084,Volker Schlöndorff,Pather Panchali,1955,Satyajit Ray,F:cda1a8b3152c,1955,
17085,Volker Schlöndorff,La Règle du jeu,1939,Jean Renoir,F:4178c0f6fbb7,1939,
17086,Volker Schlöndorff,On the Waterfront,1954,Elia Kazan,F:cd2b19d5e1ca,1954,
17087,Volker Schlöndorff,Army of Shadows,1969,Jean-Pierre Melville,F:ef039f7a68b5,1969,
17088,Volker Schlöndorff,Amarcord,1972,Federico Fellini,F:4c53a001a92c,1972,
17089,Volker Schlöndorff,Ivan the Terrible,1945,Sergei M. Eisenstein,F:e152a2918678,1945,
17090,Volker Schlöndorff,Greed,1923,Erich von Stroheim,F:98aa847a19fe,1923,
17091,Volker Schlöndorff,Ikiru,1952,Akira Kurosawa,F:e50615c80a64,1952,
17092,Volker Schlöndorff,Ossessione,1943,Luchino Visconti,F:3f586a95ab42,1943,
17093,Volker Schlöndorff,Il grido,1957,Michelangelo Antonioni,F:817ba6891011,1957,
17094,AJ Schnack,Salesman,1969,Albert and David Maysles and Charlotte Zwerin,F:4326441d5975,1969,
17095,AJ Schnack,Double Indemnity,1944,Billy Wilder,F:20afe757a6d1,1944,
17096,AJ Schnack,Koyaanisqatsi: Life out of Balance,1983,Godfrey Reggio,F:3aac5db12b12,1983,
17097,AJ Schnack,Some Like It Hot,1959,Billy Wilder,F:f44713a09e4d,1959,
17098,AJ Schnack,Broadcast News,1987,James L. Brooks,F:8c2419d1eecf,1987,
17099,AJ Schnack,Tootsie,1982,Sydney Pollack,F:988c32e8ba52,1982,
17100,AJ Schnack,North by Northwest,1959,Alfred Hitchcock,F:176166e412b4,1959,
17101,AJ Schnack,Star Wars  Episode V  The Empire Strikes Back,1980,Irvin Kershner,F:61afc2a946ee,1980,
17102,AJ Schnack,Portrait of Jason,1967,Shirley Clarke,F:c80392c9829c,1967,
17103,AJ Schnack,Harlan County USA,1976,Barbara Kopple,F:89bca25c2226,1976,
17104,Alexandra Schneider,Cléo from 5 to 7,1962,Agnès Varda,F:cb689f3e2a97,1962,
17105,Alexandra Schneider,Mare,2020,Andrea Staka,F:8344268ce8d7,2020,
17106,Alexandra Schneider,"Dance, Girl, Dance",1940,Dorothy Arzner,F:67e4464eabeb,1940,
17107,Alexandra Schneider,Bend it Like Beckham,2002,Gurinder Chadha,F:a19d99d04572,2002,
17108,Alexandra Schneider,Film D'Amore E D'Anarchia,1973,Lina Wertmüller,F:8802ae18c66c,1973,
17109,Alexandra Schneider,Suspense,1913,"Lois Weber, Phillips Smalley",F:1ec59921ffd0,1913,
17110,Alexandra Schneider,Daughters of the Dust,1991,Julie Dash,F:32f33617395c,1991,
17111,Alexandra Schneider,Crazy,1991,Heddy Honigmann,F:b0781ee531f4,1991,
17112,Alexandra Schneider,Om Shanti Om,2007,Farah Khan,F:b5489ad65bfa,2007,
17113,Alexandra Schneider,Das HÖCHSTE GUT EINER FRAU IST IHR SCHWEIGEN,1980,Gertrud Pinkus,F:cd4a0d93045b,1980,
17114,Beat Schneider,À bout de souffle,1960,Jean-Luc Godard,F:7b5d85393630,1960,
17115,Beat Schneider,Smog,1962,Franco Rossi,F:2987b29cda2b,1962,
17116,Beat Schneider,Rizi,2020,Tsai Ming-Liang,F:a3b1c5701dcf,2020,
17117,Beat Schneider,Feng Guilai De Ren,1983,Hou Hsiao-Hsien,F:60e8472973df,1983,
17118,Beat Schneider,Wendy and Lucy,2008,Kelly Reichardt,F:1df71d95bd96,2008,
17119,Beat Schneider,Eltávozott Nap,1968,Márta Mészáros,F:a7e30a1be4c1,1968,
17120,Beat Schneider,"Right Now, Wrong Then",2015,Hong Sangsoo,F:2accb1bdefd9,2015,
17121,Beat Schneider,Ang panahon ng halimaw,2018,Lav Diaz,F:5400b755f08f,2018,
17122,Beat Schneider,Annie Hall,1977,Woody Allen,F:7c54b4356371,1977,
17123,Beat Schneider,Amarcord,1972,Federico Fellini,F:4c53a001a92c,1972,
17124,Jane Schoenbrun,Meshes of the Afternoon,1943,"Maya Deren, Alexander Hackenschmied",F:090832505b0f,1943,
17125,Jane Schoenbrun,Where Is the Friend's House?,1987,Abbas Kiarostami,F:951e168add74,1987,
17126,Jane Schoenbrun,The Quince Tree Sun,1992,Víctor Erice,F:8db25a4797e8,1992,
17127,Jane Schoenbrun,Hyènes,1992,Djibril Diop Mambéty,F:a2a1ef5c6f47,1992,
17128,Jane Schoenbrun,Totally F***Ed Up,1993,Gregg Araki,F:4044970b5557,1993,
17129,Jane Schoenbrun,Welcome II the Terrordome,1993,Ngozi Onwurah,F:0d7cff918e0a,1993,
17130,Jane Schoenbrun,Mizu No Naka No Hachigatsu,1995,Sogo Ishii,F:821bd3013e6d,1995,
17131,Jane Schoenbrun,Speed Racer,2008,"Lana Wachowski, Lilly Wachowski",F:933ec9beaa5b,2008,
17132,Jane Schoenbrun,Uncle Boonmee Who Can Recall His Past Lives,2010,Apichatpong Weerasethakul,F:77324d1d150c,2010,
17133,Jane Schoenbrun,Twin Peaks: The Return,2017,David Lynch,F:f00e3c45dd9d,2017,
17134,Pablo O. Scholz,Citizen Kane,1941,Orson Welles,F:bf6387f2c8ae,1941,
17135,Pablo O. Scholz,The Godfather,1972,Francis Ford Coppola,F:e2bff7956338,1972,
17136,Pablo O. Scholz,Psycho,1960,Alfred Hitchcock,F:09035fce59e3,1960,
17137,Pablo O. Scholz,Metropolis,1927,Fritz Lang,F:6b927993e1e1,1927,
17138,Pablo O. Scholz,Seven Samurai,1954,Akira Kurosawa,F:03774d8054b0,1954,
17139,Pablo O. Scholz,It's a Wonderful Life,1947,Frank Capra,F:6ae8c10ff551,1947,
17140,Pablo O. Scholz,2001: A Space Odyssey,1968,Stanley Kubrick,F:b132d89fef53,1968,
17141,Pablo O. Scholz,The Seventh Seal,1957,Ingmar Bergman,F:cdb76db94f02,1957,
17142,Pablo O. Scholz,Apocalypse Now,1979,Francis Ford Coppola,F:7fe15b05ccde,1979,
17143,Pablo O. Scholz,Taxi Driver,1976,Martin Scorsese,F:d472058d559a,1976,
17144,Paul Schrader,Pickpocket,1959,Robert Bresson,F:9e103f641ac9,1959,
17145,Paul Schrader,Tokyo Story,1953,Yasujirō Ozu,F:9f96298e4d23,1953,
17146,Paul Schrader,Persona,1966,Ingmar Bergman,F:97b42f962368,1966,
17147,Paul Schrader,La Règle du jeu,1939,Jean Renoir,F:4178c0f6fbb7,1939,
17148,Paul Schrader,The Conformist,1970,Bernardo Bertolucci,F:ed09733fe458,1970,
17149,Paul Schrader,Vertigo,1958,Alfred Hitchcock,F:b5a06746734d,1958,
17150,Paul Schrader,The Wild Bunch,1969,Sam Peckinpah,F:fbfc282cbfbb,1969,
17151,Paul Schrader,Metropolis,1927,Fritz Lang,F:6b927993e1e1,1927,
17152,Paul Schrader,The Godfather,1972,Francis Ford Coppola,F:e2bff7956338,1972,
17153,Paul Schrader,The Lady Eve,1941,Preston Sturges,F:c5f22456b724,1941,
17154,Stanley Schtinter,"John C. Depp, II v. Amber Laura Heard",2022,"Depp, Heard",F:7553e3f06d7c,2022,
17155,Stanley Schtinter,Tchekiste,1992,Aleksandr Rogozhkin,F:99148fd3b78a,1992,
17156,Stanley Schtinter,The Head,2003,Svetlana Baskova,F:7c84263d0266,2003,
17157,Stanley Schtinter,Edvard Munch,1976,Peter Watkins,F:d3259e8689ca,1976,
17158,Stanley Schtinter,Rudy Wurlitzer,1994,Chris Petit,F:f05c581c7e8b,1994,
17159,Stanley Schtinter,Earth II,2021,Anti-Banality Union,F:f8aee5c0b383,2021,
17160,Stanley Schtinter,Alice in Russialand,1995,Ken Russell,F:3e73088768b6,1995,
17161,Stanley Schtinter,Pig,2020,Michael Sarnoski,F:7a5b8729b307,2020,
17162,Stanley Schtinter,(At) The Lock-In (WIP),2022,Therese Henningsen,F:eea8fc74d2e9,2022,
17163,Stanley Schtinter,No Sex Last Night,1996,Sophie Calle,F:5da3257fe36e,1996,
17164,Stefanie Schulte Strathaus,L'invitation au voyage,1927,Germaine Dulac,F:c24a8c59baf0,1927,
17165,Stefanie Schulte Strathaus,Daisies,1966,Věra Chytilová,F:d2ac8fced14e,1966,
17166,Stefanie Schulte Strathaus,Portrait of Jason,1967,Shirley Clarke,F:c80392c9829c,1967,
17167,Stefanie Schulte Strathaus,Saute Ma Ville,1968,Chantal Akerman,F:ea2d25186893,1968,
17168,Stefanie Schulte Strathaus,One Way or Another,1977,Sara Gómez,F:646ea2ac9f18,1977,
17169,Stefanie Schulte Strathaus,Letter from my Village,1976,Safi Faye,F:3835bb9280cf,1976,
17170,Stefanie Schulte Strathaus,Bildnis Einer Trinkerin,1979,Ulrike Ottinger,F:f1f6b7b257fc,1979,
17171,Stefanie Schulte Strathaus,Born in Flames,1983,Lizzie Borden,F:b5b8d610e881,1983,
17172,Stefanie Schulte Strathaus,"My Country, My Country",2006,Laura Poitras,F:2f2fd13c98da,2006,
17173,Stefanie Schulte Strathaus,Al-khoroug lel-nahar,2012,Hala Lofty,F:ee0b9f39a1bf,2012,
17174,Michael Schultz,The Godfather,1972,Francis Ford Coppola,F:e2bff7956338,1972,
17175,Michael Schultz,Citizen Kane,1941,Orson Welles,F:bf6387f2c8ae,1941,
17176,Michael Schultz,Life of Pi,2012,Ang Lee,F:5741b4cbd70a,2012,
17177,Michael Schultz,La Nuit américaine,1973,François Truffaut,F:35eee092a1be,1973,
17178,Michael Schultz,The Shawshank Redemption,1994,Frank Darabont,F:3cee3c945b46,1994,
17179,Michael Schultz,Seven Samurai,1954,Akira Kurosawa,F:03774d8054b0,1954,
17180,Michael Schultz,Parasite,2019,Bong Joon-ho,F:b0360159539e,2019,
17181,Michael Schultz,The Exorcist,1973,William Friedkin,F:eb18f3fa5ada,1973,
17182,Michael Schultz,The Seventh Seal,1957,Ingmar Bergman,F:cdb76db94f02,1957,
17183,Michael Schultz,Star Wars,1977,George Lucas,F:ae24209c7310,1977,
17184,Hannes Schüpbach,Meshes of the Afternoon,1943,"Maya Deren, Alexander Hackenschmied",F:090832505b0f,1943,
17185,Hannes Schüpbach,A Man Escaped,1956,Robert Bresson,F:feaa04ac1109,1956,
17186,Hannes Schüpbach,Wild Strawberries,1957,Ingmar Bergman,F:2907bfe31ad2,1957,
17187,Hannes Schüpbach,Free Radicals,1958,Len Lye,F:9cf6e54aa851,1958,
17188,Hannes Schüpbach,Last Year at Marienbad,1961,Alain Resnais,F:0df7362f710e,1961,
17189,Hannes Schüpbach,"Je, tu, il, elle",1974,Chantal Akerman,F:8082e9c53944,1974,
17190,Hannes Schüpbach,"Paris, Texas",1984,Wim Wenders,F:17fcc038144d,1984,
17191,Hannes Schüpbach,"Dancers, Buildings and People in the Street",1986,Rudy (Rudolph) Burckhardt,F:0e45b5280024,1986,
17192,Hannes Schüpbach,Friendship's Death,1987,Peter Wollen,F:ea899ea7b89b,1987,
17193,Hannes Schüpbach,At Sea,2007,Peter Hutton,F:6362b3718c32,2007,
17194,Sheila Schvarzman,Rear Window,1954,Alfred Hitchcock,F:f53416daf440,1954,
17195,Sheila Schvarzman,Deus E O Diabo Na Terra Do Sol,1964,Glauber Rocha,F:31ccba01f02e,1964,
17196,Sheila Schvarzman,Notre Musique,2004,Jean-Luc Godard,F:4744dc9e8011,2004,
17197,Sheila Schvarzman,The Night of the Hunter,1955,Charles Laughton,F:4acddf379d28,1955,
17198,Sheila Schvarzman,Daisies,1966,Věra Chytilová,F:d2ac8fced14e,1966,
17199,Sheila Schvarzman,An Autumn Afternoon,1962,Yasujirō Ozu,F:d39d1b73d6fa,1962,
17200,Sheila Schvarzman,Seven Chances,1925,Buster Keaton,F:8f681498cddb,1925,
17201,Sheila Schvarzman,La Règle du jeu,1939,Jean Renoir,F:4178c0f6fbb7,1939,
17202,Sheila Schvarzman,The Leopard,1963,Luchino Visconti,F:078c56f7dec6,1963,
17203,Sheila Schvarzman,Um FILME FALADO,2003,Manoel de Oliveira,F:dd6f85ed219b,2003,
17204,Dietmar Schwärzler,Mr Bachmann and His Class,2021,Maria Speth,F:56530a4902d0,2021,
17205,Dietmar Schwärzler,Amor Natural,1996,Heddy Honigmann,F:a48d291bcc13,1996,
17206,Dietmar Schwärzler,Unsichtbare Gegner,1978,Valie Export,F:bc0918f58467,1978,
17207,Dietmar Schwärzler,Talking about Trees,2019,Suhaib Gasmelbari,F:b4a04d9cb609,2019,
17208,Dietmar Schwärzler,L' Inconnu du lac,2013,Alain Guiraudie,F:dabe2aa1ef74,2013,
17209,Dietmar Schwärzler,Toni Erdmann,2016,Maren Ade,F:df99a097e950,2016,
17210,Dietmar Schwärzler,Outer Space,1999,Peter Tscherkassky,F:49abeb5047ea,1999,
17211,Dietmar Schwärzler,The House Is Black,1962,Forough Farokhzad,F:caabee7db5c9,1962,
17212,Dietmar Schwärzler,Y'a qu'à pas baiser (Just Don't Fuck),1971,Carole Roussopoulos,F:4d447e233c20,1971,
17213,Dietmar Schwärzler,Get Out,2017,Jordan Peele,F:f8abdb2ec9d8,2017,
17214,Ariel Schweitzer,Greed,1923,Erich von Stroheim,F:98aa847a19fe,1923,
17215,Ariel Schweitzer,La Règle du jeu,1939,Jean Renoir,F:4178c0f6fbb7,1939,
17216,Ariel Schweitzer,"Germania, Anno Zero",1948,Roberto Rossellini,F:ee5e85aa2619,1948,
17217,Ariel Schweitzer,Vivre sa vie,1962,Jean-Luc Godard,F:20a0a276094a,1962,
17218,Ariel Schweitzer,2001: A Space Odyssey,1968,Stanley Kubrick,F:b132d89fef53,1968,
17219,Ariel Schweitzer,La Maman et la Putain,1973,Jean Eustache,F:f487433720d3,1973,
17220,Ariel Schweitzer,Mirror,1975,Andrei Tarkovsky,F:29e8c2663329,1975,
17221,Ariel Schweitzer,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,F:83c734e30238,1975,
17222,Ariel Schweitzer,Shoah,1985,Claude Lanzmann,F:cbb0587ba064,1985,
17223,Ariel Schweitzer,Close-up,1989,Abbas Kiarostami,F:944ad783759e,1989,
17224,Barbara Schweizerhof,2001: A Space Odyssey,1968,Stanley Kubrick,F:b132d89fef53,1968,
17225,Barbara Schweizerhof,Le Charme discret de la bourgeoisie,1972,Luis Buñuel,F:d210c0d5f689,1972,
17226,Barbara Schweizerhof,Some Like It Hot,1959,Billy Wilder,F:f44713a09e4d,1959,
17227,Barbara Schweizerhof,To Be or Not to Be,1942,Ernst Lubitsch,F:8481529aa9c4,1942,
17228,Barbara Schweizerhof,La dolce vita,1960,Federico Fellini,F:069cda2e3235,1960,
17229,Barbara Schweizerhof,Bringing Up Baby,1938,Howard Hawks,F:2af5c5bcacdf,1938,
17230,Barbara Schweizerhof,Mirror,1975,Andrei Tarkovsky,F:29e8c2663329,1975,
17231,Barbara Schweizerhof,Le Signe du lion,1962,Eric Rohmer,F:99238937c9c1,1962,
17232,Barbara Schweizerhof,Moonlight,2016,Barry Jenkins,F:16913ba1d831,2016,
17233,Barbara Schweizerhof,Melancholia,2011,Lars von Trier,F:9daa251a7795,2011,
17234,Robert Schwentke,2001: A Space Odyssey,1968,Stanley Kubrick,F:b132d89fef53,1968,
17235,Robert Schwentke,Kagemusha,1980,Akira Kurosawa,F:ba59f912c906,1980,
17236,Robert Schwentke,Narayama Bushi-Kô,1983,Shohei Imamura,F:44e85b14693b,1983,
17237,Robert Schwentke,L' Amour Fou,1968,Jacques Rivette,F:b5288e127311,1968,
17238,Robert Schwentke,Na srebrnym globie,1988,Andrzej Zulawski,F:3deebe327b41,1988,
17239,Robert Schwentke,3 Women,1977,Robert Altman,F:68f067eb3cf7,1977,
17240,Robert Schwentke,M,1931,Fritz Lang,F:c0891d475a49,1931,
17241,Robert Schwentke,In einem Jahr mit 13 Monden,1978,Rainer Werner Fassbinder,F:4bbcec7d0753,1978,
17242,Robert Schwentke,A Torinói Ió,2011,Béla Tarr,F:d2c81bee4c02,2011,
17243,Robert Schwentke,The Parallax View,1974,Alan J. Pakula,F:a74f4a56d682,1974,
17244,Martin Scorsese,2001: A Space Odyssey,1968,Stanley Kubrick,F:b132d89fef53,1968,
17245,Martin Scorsese,8 1/2,1963,Federico Fellini,F:83ebc8b43c9d,1963,
17246,Martin Scorsese,Popiol I Diament,1958,Andrzej Wajda,F:6c5a28405e28,1958,
17247,Martin Scorsese,Citizen Kane,1941,Orson Welles,F:bf6387f2c8ae,1941,
17248,Martin Scorsese,Journal D'Un Curé De Campagne,1951,Robert Bresson,F:fd39b1974fc7,1951,
17249,Martin Scorsese,Ikiru,1952,Akira Kurosawa,F:e50615c80a64,1952,
17250,Martin Scorsese,The Leopard,1963,Luchino Visconti,F:078c56f7dec6,1963,
17251,Martin Scorsese,Ordet,1955,Carl Th. Dreyer,F:d8e24aa1ab58,1955,
17252,Martin Scorsese,Paisan,1946,Roberto Rossellini,F:1e8c36f50cef,1946,
17253,Martin Scorsese,The Red Shoes,1948,"Michael Powell, Emeric Pressburger",F:0a600f29226c,1948,
17254,Martin Scorsese,The River,1951,Jean Renoir,F:6c6d0bc5ce49,1951,
17255,Martin Scorsese,Salvatore Giuliano,1962,Francesco Rosi,F:fa5e7f56ebee,1962,
17256,Martin Scorsese,The Searchers,1956,John Ford,F:d117472f572e,1956,
17257,Martin Scorsese,Ugetsu Monogatari,1953,Kenji Mizoguchi,F:c34fe68dc6cf,1953,
17258,Martin Scorsese,Vertigo,1958,Alfred Hitchcock,F:b5a06746734d,1958,
17259,Adam Scovell,The Night of the Hunter,1955,Charles Laughton,F:4acddf379d28,1955,
17260,Adam Scovell,F for Fake,1973,Orson Welles,F:f88f86b2bb29,1973,
17261,Adam Scovell,Stalker,1979,Andrei Tarkovsky,F:125061f190de,1979,
17262,Adam Scovell,The Wicker Man,1973,Robin Hardy,F:a250f5c6593b,1973,
17263,Adam Scovell,Blowup,1966,Michelangelo Antonioni,F:db803e57874f,1966,
17264,Adam Scovell,The Time Machine,1960,George Pal,F:e6e4486a660d,1960,
17265,Adam Scovell,Rear Window,1954,Alfred Hitchcock,F:f53416daf440,1954,
17266,Adam Scovell,Whistle and I'll Come to You,1968,Jonathan Miller,F:23af051e6fc9,1968,
17267,Adam Scovell,Série Noire,1979,Alain Corneau,F:07e84e2031ae,1979,
17268,Adam Scovell,Cléo from 5 to 7,1962,Agnès Varda,F:cb689f3e2a97,1962,
17269,Jourdain Searles,The Night of the Hunter,1955,Charles Laughton,F:4acddf379d28,1955,
17270,Jourdain Searles,The Women,1939,George Cukor,F:c4794e337d6b,1939,
17271,Jourdain Searles,Losing Ground,1982,Kathleen Collins,F:c4e34698c643,1982,
17272,Jourdain Searles,Sennen Joyu,2001,Satoshi Kon,F:e7dac9257c72,2001,
17273,Jourdain Searles,Nowhere,1997,Gregg Araki,F:4731d71323f6,1997,
17274,Jourdain Searles,"L' une chante, l'autre pas",1976,Agnès Varda,F:0491346a52ca,1976,
17275,Jourdain Searles,"They Shoot Horses, Don't They?",1969,Sydney Pollack,F:83957e3ef145,1969,
17276,Jourdain Searles,Reds,1981,Warren Beatty,F:dcef20282bc9,1981,
17277,Jourdain Searles,Twin Peaks: Fire Walk With Me,1992,David Lynch,F:9000c8f0eb34,1992,
17278,Jourdain Searles,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,F:83c734e30238,1975,
17279,Isabel Seguí,Land Without Evil,n/d,Beatriz Palacios,UNRESOLVED:F:ab4358e095b9,,YEAR_AMBIGUOUS
17280,Isabel Seguí,The Missing Picture,2013,Rithy Panh,F:77d4a467398a,2013,
17281,Isabel Seguí,One Way or Another,1977,Sara Gómez,F:646ea2ac9f18,1977,
17282,Isabel Seguí,El CORAJE DEL PUEBLO,1971,Jorge Sanjinés,F:ac76db9e6dd7,1971,
17283,Isabel Seguí,Unfinished Diary,1982,Marilú Mallet,F:30afb961f70c,1982,
17284,Isabel Seguí,The Disenchantment,1976,Jaime Chávarri,F:82de015c6008,1976,
17285,Isabel Seguí,Llacquiy Huata,1983,Magdaleno Nina,F:7652d18b6435,1983,
17286,Isabel Seguí,Nice Coloured Girls,1987,Tracey Moffatt,F:2b020e80204f,1987,
17287,Isabel Seguí,Cosas de Mujeres,1978,Rosa Martha Fernández,F:13484cb828d1,1978,
17288,Isabel Seguí,Metal & Melancolia,1994,Heddy Honigmann,F:abb860cb5a92,1994,
17289,Louis Séguin,The Umbrellas of Cherbourg,1964,Jacques Demy,F:28d41c264f9a,1964,
17290,Louis Séguin,La Maman et la Putain,1973,Jean Eustache,F:f487433720d3,1973,
17291,Louis Séguin,Mulholland Dr.,2001,David Lynch,F:653f45346bcc,2001,
17292,Louis Séguin,Sherlock Jr.,1924,Buster Keaton,F:03809811ea9b,1924,
17293,Louis Séguin,Imitation of Life,1959,Douglas Sirk,F:008495919c65,1959,
17294,Louis Séguin,The Godfather Part III,1990,Francis Ford Coppola,F:fb7348cafc70,1990,
17295,Louis Séguin,Melancholia,2011,Lars von Trier,F:9daa251a7795,2011,
17296,Louis Séguin,Sunrise: A Song of Two Humans,1927,F.W. Murnau,F:e4e5d0b8b474,1927,
17297,Louis Séguin,Le DIABLE PROBABLEMENT,1977,Robert Bresson,F:47f7b6f61804,1977,
17298,Louis Séguin,Vertigo,1958,Alfred Hitchcock,F:b5a06746734d,1958,
17299,Pedro Emilio Segura Bernal,Lemon,1969,Hollis Frampton,F:cd66c2933c27,1969,
17300,Pedro Emilio Segura Bernal,Toute Une Nuit,1982,Chantal Akerman,F:265ff24c9602,1982,
17301,Pedro Emilio Segura Bernal,Bringing Up Baby,1938,Howard Hawks,F:2af5c5bcacdf,1938,
17302,Pedro Emilio Segura Bernal,Frágil Como O Mundo,2001,Rita Azevedo Gomes,F:7b979ac7465c,2001,
17303,Pedro Emilio Segura Bernal,Nicht Löschbares Feuer,1969,Harun Farocki,F:1b49ab4d65b8,1969,
17304,Pedro Emilio Segura Bernal,Louisiana Story,1948,Robert Flaherty,F:5115ddbe3df6,1948,
17305,Pedro Emilio Segura Bernal,Bamui Haebyeoneseo Honja,2017,Hong Sangsoo,F:6a3a71642aee,2017,
17306,Pedro Emilio Segura Bernal,The Girl Chewing Gum,1976,John Smith,F:15a0d8d8fb5b,1976,
17307,Pedro Emilio Segura Bernal,Pierrot le fou,1965,Jean-Luc Godard,F:5094c1da4d65,1965,
17308,Pedro Emilio Segura Bernal,Showgirls,1995,Paul Verhoeven,F:8398f4e890ff,1995,
17309,Steve Seid,Mean Streets,1973,Martin Scorsese,F:cebe5457b5ce,1973,
17310,Steve Seid,Stalker,1979,Andrei Tarkovsky,F:125061f190de,1979,
17311,Steve Seid,Badlands,1973,Terrence Malick,F:e067866bf78e,1973,
17312,Steve Seid,The Battle of Algiers,1966,Gillo Pontecorvo,F:02ded6e20b97,1966,
17313,Steve Seid,Los olvidados,1950,Luis Buñuel,F:2320d0b9141c,1950,
17314,Steve Seid,Yojimbo,1961,Akira Kurosawa,F:5f9daceb0454,1961,
17315,Steve Seid,Ride the High Country,1962,Sam Peckinpah,F:c1619db26d60,1962,
17316,Steve Seid,Sherlock Jr.,1924,Buster Keaton,F:03809811ea9b,1924,
17317,Steve Seid,La Jetée,1962,Chris Marker,F:4a7fa7be8c87,1962,
17318,Steve Seid,Weather Diary 1,1986,George Kuchar,F:4ef8c456cc84,1986,
17319,Amy Seimetz,All the President's Men,1976,Alan J. Pakula,F:8b59f9e5c592,1976,
17320,Amy Seimetz,A Woman under the Influence,1974,John Cassavetes,F:c78c6b97f980,1974,
17321,Amy Seimetz,Wanda,1970,Barbara Loden,F:15bcedf51ef8,1970,
17322,Amy Seimetz,The Exorcist,1973,William Friedkin,F:eb18f3fa5ada,1973,
17323,Amy Seimetz,Point Break,1991,Kathryn Bigelow,F:b0ababe3b667,1991,
17324,Amy Seimetz,Giant,1956,George Stevens,F:b73822cfb14f,1956,
17325,Amy Seimetz,Boogie Nights,1997,Paul Thomas Anderson,F:f82430c94120,1997,
17326,Amy Seimetz,Moonlight,2016,Barry Jenkins,F:16913ba1d831,2016,
17327,Amy Seimetz,Vagabond,1985,Agnès Varda,F:dd03c7ae8bd4,1985,
17328,Amy Seimetz,Miryang,2007,Lee Chang-dong,F:177b2b045021,2007,
17329,Virginie Sélavy,The Holy Mountain,1973,Alejandro Jodorowsky,F:993081619bf4,1973,
17330,Virginie Sélavy,Vampyr,1932,Carl Th. Dreyer,F:833cd8b378fb,1932,
17331,Virginie Sélavy,Moju,1969,Yasuzo Masumura,F:54d8c3afbf4e,1969,
17332,Virginie Sélavy,The Devils,1971,Ken Russell,F:9c648373383b,1971,
17333,Virginie Sélavy,La Planète Sauvage,1973,René Laloux,F:b2183728e8f6,1973,
17334,Virginie Sélavy,Évolution,2015,Lucile Hadzihalilovic,F:e7fa46f350b7,2015,
17335,Virginie Sélavy,Profondo Rosso,1975,Dario Argento,F:d6f557bc2e5d,1975,
17336,Virginie Sélavy,Sweet Sweetback's Baad Asssss Song,1971,Melvin Van Peebles,F:11c0441e7010,1971,
17337,Virginie Sélavy,Spalovac Mrtvol,1968,Juraj Herz,F:9398c1c968eb,1968,
17338,Virginie Sélavy,Venus in Furs,1969,Jesús Franco,F:6153b3edb5e6,1969,
17339,Lucía Seles,Berlin Alexanderplatz,,,UNRESOLVED:F:e17d00ec9516,,BLANK_YEAR
17340,Lucía Seles,"Ich will doch nur, daß ihr mich liebt",1976,Rainer Werner Fassbinder,F:9832f3db44de,1976,
