row_index,voter_name,raw_title,raw_year,raw_director,canonical_id,resolved_year,flag_types
976,Philippe Azoury,La Maman et la Putain,1973,Jean Eustache,F:f487433720d3,1973,
977,Philippe Azoury,L'Atalante,1934,Jean Vigo,F:2bcbc58a252d,1934,
978,Philippe Azoury,Ugetsu Monogatari,1953,Kenji Mizoguchi,F:c34fe68dc6cf,1953,
979,Philippe Azoury,Vivre sa vie,1962,Jean-Luc Godard,F:20a0a276094a,1962,
980,Philippe Azoury,Crash,1996,David Cronenberg,F:f85c54efe544,1996,
981,Philippe Azoury,News from Home,1976,Chantal Akerman,F:a9519db91181,1976,
982,Philippe Azoury,The Night of the Hunter,1955,Charles Laughton,F:4acddf379d28,1955,
983,Philippe Azoury,Tropical Malady,2004,Apichatpong Weerasethakul,F:f87b3c091815,2004,
984,Philippe Azoury,The Unknown,1927,Tod Browning,F:269fc98283c3,1927,
985,Anna Babos,Uccellacci e uccellini,1966,Pier Paolo Pasolini,F:bef1d4864b29,1966,
986,Anna Babos,Barres,1984,Luc Moullet,F:5abf26686957,1984,
987,Anna Babos,Elena Et Les Hommes,1956,Jean Renoir,F:bc755870a771,1956,
988,Anna Babos,Letter from an Unknown Woman,1948,Max Ophuls,F:122fb2de00e8,1948,
989,Anna Babos,Die BITTEREN TRÄNEN DER PETRA VON KANT,1972,Rainer Werner Fassbinder,F:c48b24faa9f1,1972,
990,Anna Babos,"Je, tu, il, elle",1974,Chantal Akerman,F:8082e9c53944,1974,
991,Anna Babos,La Petite Vendeuse de 'Soleil',1999,Djibril Diop Mambéty,F:c0fb0aee874a,1999,
992,Anna Babos,Mit csinálnak a cigánygyerekek?,1974,Schiffer Pál,F:5214210e6b88,1974,
993,Anna Babos,Rentrée des classes,1956,Jacques Rozier,F:a3da129161b5,1956,
994,Anna Babos,L' albero degli zoccoli,1978,Ermanno Olmi,F:7be38868e0ce,1978,
995,Alejandro Bachmann,Razor Blades,1968,Paul Sharits,F:5de6c4a1f227,1968,
996,Alejandro Bachmann,Beau travail,1998,Claire Denis,F:325075869126,1998,
997,Alejandro Bachmann,Material,2009,Thomas Heise,F:c530af7c9513,2009,
998,Alejandro Bachmann,Soleil Ô,1970,Med Hondo,F:3607e9f1675c,1970,
999,Alejandro Bachmann,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,F:83c734e30238,1975,
1000,Alejandro Bachmann,American Honey,2016,Andrea Arnold,F:d270087b657a,2016,
1001,Alejandro Bachmann,Die allseitig reduzierte Persönlichkeit - Redupers,1978,Helke Sander,F:9b395645bb4f,1978,
1002,Alejandro Bachmann,Standard Gauge,1984,Morgan Fisher,F:1342123c8f62,1984,
1003,Alejandro Bachmann,Man with a Movie Camera,1929,Dziga Vertov,F:69f5bed6f836,1929,
1004,Alejandro Bachmann,Vaters Garten - Die Liebe meiner Eltern,2013,Peter Liechti,F:b7f3bdbe57c3,2013,
1005,Anna Backman Rogers,The Virgin Suicides,1999,Sofia Coppola,F:9c7d37d05b63,1999,
1006,Anna Backman Rogers,Wanda,1970,Barbara Loden,F:15bcedf51ef8,1970,
1007,Anna Backman Rogers,In the Cut,2003,Jane Campion,F:4a156fefa5cb,2003,
1008,Anna Backman Rogers,Born in Flames,1983,Lizzie Borden,F:b5b8d610e881,1983,
1009,Anna Backman Rogers,Picnic at Hanging Rock,1975,Peter Weir,F:3870d5428078,1975,
1010,Anna Backman Rogers,Trouble Every Day,2001,Claire Denis,F:f1f9458aedc5,2001,
1011,Anna Backman Rogers,3 Women,1977,Robert Altman,F:68f067eb3cf7,1977,
1012,Anna Backman Rogers,Daisies,1966,Věra Chytilová,F:d2ac8fced14e,1966,
1013,Anna Backman Rogers,Possession,1981,Andrzej Zulawski,F:37bbd65ea51f,1981,
1014,Anna Backman Rogers,Harold and Maude,1971,Hal Ashby,F:424f6f84bc29,1971,
1015,Nicholas Baer,Beau travail,1998,Claire Denis,F:325075869126,1998,
1016,Nicholas Baer,Close-up,1989,Abbas Kiarostami,F:944ad783759e,1989,
1017,Nicholas Baer,Lift to the Scaffold,1958,Louis Malle,F:06fdbc95a00e,1958,
1018,Nicholas Baer,Happy Together,1997,Wong Kar Wai,F:c9a62b53f643,1997,
1019,Nicholas Baer,I Am Not Your Negro,2016,Raoul Peck,F:64ab12e0c6ea,2016,
1020,Nicholas Baer,Journey to Italy,1954,Roberto Rossellini,F:2ec8e3a6b8aa,1954,
1021,Nicholas Baer,The Last Laugh,1924,F.W. Murnau,F:3af703bb3bf8,1924,
1022,Nicholas Baer,Man with a Movie Camera,1929,Dziga Vertov,F:69f5bed6f836,1929,
1023,Nicholas Baer,Paris Is Burning,1990,Jennie Livingston,F:af9e3551238b,1990,
1024,Nicholas Baer,Singin' in the Rain,1951,"Gene Kelly, Stanley Donen",F:38ccb3d447c3,1951,
1025,Peter Bagrov,Sunrise: A Song of Two Humans,1927,F.W. Murnau,F:e4e5d0b8b474,1927,
1026,Peter Bagrov,The Wedding March,1928,Erich von Stroheim,F:25344d9e0b31,1928,
1027,Peter Bagrov,Le Crime de M. Lange,1935,Jean Renoir,F:a5d0909bfd7e,1935,
1028,Peter Bagrov,The Shop around the Corner,1940,Ernst Lubitsch,F:3e7a3a8f8433,1940,
1029,Peter Bagrov,Le PLAISIR,1951,Max Ophuls,F:f88fe6fb9a21,1951,
1030,Peter Bagrov,Sommarnattens Leende,1955,Ingmar Bergman,F:9a8cc9360314,1955,
1031,Peter Bagrov,A Man Escaped,1956,Robert Bresson,F:feaa04ac1109,1956,
1032,Peter Bagrov,Le notti di Cabiria,1957,Federico Fellini,F:d82151d9c18c,1957,
1033,Peter Bagrov,The Leopard,1963,Luchino Visconti,F:078c56f7dec6,1963,
1034,Peter Bagrov,Dolgie Provody,1987,Kira Muratova,F:308c0cf38e58,1987,
1035,Neil Bahadur,Artificial Intelligence  A.I.,2001,Steven Spielberg,F:cd8b74b7b5a9,2001,
1036,Neil Bahadur,October,1928,Sergei M. Eisenstein,F:d98efec4c557,1928,
1037,Neil Bahadur,La notte,1961,Michelangelo Antonioni,F:296c885895bb,1961,
1038,Neil Bahadur,Bambi,1942,"David Hand, Perce Pearce",F:141c47593aaa,1942,
1039,Neil Bahadur,L' Empire Des Sens,1976,Nagisa Oshima,F:ed258bfa07e7,1976,
1040,Neil Bahadur,Ivan Grozni Ii  Boyarski Zagorov,1958,Sergei M. Eisenstein,F:45b24d0baf76,1958,
1041,Neil Bahadur,A Brighter Summer Day,1991,Edward Yang,F:aa65b1eedc05,1991,
1042,Neil Bahadur,Crash,1996,David Cronenberg,F:f85c54efe544,1996,
1043,Neil Bahadur,Sansho the Bailiff,1954,Kenji Mizoguchi,F:b7dbf64232a8,1954,
1044,Neil Bahadur,Histoire(s) du Cinéma,1988,Jean-Luc Godard,F:7a7c0ff849d4,1988,
1045,Abbas Baharloo,Tokyo Story,1953,Yasujirō Ozu,F:9f96298e4d23,1953,
1046,Abbas Baharloo,Citizen Kane,1941,Orson Welles,F:bf6387f2c8ae,1941,
1047,Abbas Baharloo,2001: A Space Odyssey,1968,Stanley Kubrick,F:b132d89fef53,1968,
1048,Abbas Baharloo,The Godfather,1972,Francis Ford Coppola,F:e2bff7956338,1972,
1049,Abbas Baharloo,8 1/2,1963,Federico Fellini,F:83ebc8b43c9d,1963,
1050,Abbas Baharloo,Bicycle Thieves,1948,Vittorio De Sica,F:edfb01f5a9d6,1948,
1051,Abbas Baharloo,Rear Window,1954,Alfred Hitchcock,F:f53416daf440,1954,
1052,Abbas Baharloo,The Passion of Joan of Arc,1927,Carl Th. Dreyer,F:ec7726632ac1,1927,
1053,Abbas Baharloo,Seven Samurai,1954,Akira Kurosawa,F:03774d8054b0,1954,
1054,Abbas Baharloo,Ugetsu Monogatari,1953,Kenji Mizoguchi,F:c34fe68dc6cf,1953,
1055,Prano Bailey-Bond,Blue Velvet,1986,David Lynch,F:11f597068baf,1986,
1056,Prano Bailey-Bond,The Unknown,1927,Tod Browning,F:269fc98283c3,1927,
1057,Prano Bailey-Bond,The Passion of Joan of Arc,1927,Carl Th. Dreyer,F:ec7726632ac1,1927,
1058,Prano Bailey-Bond,Meshes of the Afternoon,1943,"Maya Deren, Alexander Hackenschmied",F:090832505b0f,1943,
1059,Prano Bailey-Bond,Wake in Fright,1971,Ted Kotcheff,F:5da49dcce857,1971,
1060,Prano Bailey-Bond,The Elephant Man,1980,David Lynch,F:8d16a29854c9,1980,
1061,Prano Bailey-Bond,Angst,1983,Gerald Kargl,F:52e69edc134a,1983,
1062,Prano Bailey-Bond,The Fly,1986,David Cronenberg,F:42055019662f,1986,
1063,Prano Bailey-Bond,Hidden,2004,Michael Haneke,F:11fff6d5f45a,2004,
1064,Prano Bailey-Bond,You Were Never Really Here,2017,Lynne Ramsay,F:1a5144262bc4,2017,
1065,Cameron Bailey,Vertigo,1958,Alfred Hitchcock,F:b5a06746734d,1958,
1066,Cameron Bailey,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,F:83c734e30238,1975,
1067,Cameron Bailey,In the Mood for Love,2000,Wong Kar Wai,F:08966bbb6c53,2000,
1068,Cameron Bailey,Cléo from 5 to 7,1962,Agnès Varda,F:cb689f3e2a97,1962,
1069,Cameron Bailey,Touki Bouki,1973,Djibril Diop Mambéty,F:c22c42cd69b9,1973,
1070,Cameron Bailey,Yi Yi,1999,Edward Yang,F:002c591e702f,1999,
1071,Cameron Bailey,The Matrix,1999,The Wachowskis,F:57a1bf06a3b8,1999,
1072,Cameron Bailey,Moonlight,2016,Barry Jenkins,F:16913ba1d831,2016,
1073,Cameron Bailey,Man with a Movie Camera,1929,Dziga Vertov,F:69f5bed6f836,1929,
1074,Cameron Bailey,Beau travail,1998,Claire Denis,F:325075869126,1998,
1075,Colm Bairéad,Ikiru,1952,Akira Kurosawa,F:e50615c80a64,1952,
1076,Colm Bairéad,Citizen Kane,1941,Orson Welles,F:bf6387f2c8ae,1941,
1077,Colm Bairéad,Saikaku Ichidai Onna,1952,Kenji Mizoguchi,F:a454d3354c22,1952,
1078,Colm Bairéad,2001: A Space Odyssey,1968,Stanley Kubrick,F:b132d89fef53,1968,
1079,Colm Bairéad,In the Mood for Love,2000,Wong Kar Wai,F:08966bbb6c53,2000,
1080,Colm Bairéad,Ivanovo Detstvo,1962,Andrei Tarkovsky,F:024fe592458e,1962,
1081,Colm Bairéad,Salvatore Giuliano,1962,Francesco Rosi,F:fa5e7f56ebee,1962,
1082,Colm Bairéad,The Spirit of the Beehive,1973,Víctor Erice,F:b339d6c582f0,1973,
1083,Colm Bairéad,GoodFellas,1990,Martin Scorsese,F:59ad7c389a61,1990,
1084,Colm Bairéad,Amator,1979,Krzysztof Kieslowski,F:b128d01eb660,1979,
1085,Djordje Bajić,Vertigo,1958,Alfred Hitchcock,F:b5a06746734d,1958,
1086,Djordje Bajić,The Thing,1982,John Carpenter,F:74869694acb1,1982,
1087,Djordje Bajić,Body Heat,1981,Lawrence Kasdan,F:78c121ec85ec,1981,
1088,Djordje Bajić,Basic Instinct,1992,Paul Verhoeven,F:93a306d86cc1,1992,
1089,Djordje Bajić,Aliens,1986,James Cameron,F:fdbc5f598a2d,1986,
1090,Djordje Bajić,Carrie,1976,Brian De Palma,F:ba2ff6c9eac4,1976,
1091,Djordje Bajić,Suspiria,1977,Dario Argento,F:9d5f6e82448b,1977,
1092,Djordje Bajić,Mulholland Dr.,2001,David Lynch,F:653f45346bcc,2001,
1093,Djordje Bajić,Dawn of the Dead,1978,George A. Romero,F:14731d2d5e4b,1978,
1094,Djordje Bajić,Il Était Une Fois Un Pays,1995,Emir Kusturica,F:1637cba8e345,1995,
1095,Imruh Bakari,Napoléon,1927,Abel Gance,F:ed7d59c56f5d,1927,
1096,Imruh Bakari,Bicycle Thieves,1948,Vittorio De Sica,F:edfb01f5a9d6,1948,
1097,Imruh Bakari,Pather Panchali,1955,Satyajit Ray,F:cda1a8b3152c,1955,
1098,Imruh Bakari,Black Girl,1965,Ousmane Sembène,F:1961bdb691aa,1965,
1099,Imruh Bakari,The Battle of Algiers,1966,Gillo Pontecorvo,F:02ded6e20b97,1966,
1100,Imruh Bakari,The Godfather,1972,Francis Ford Coppola,F:e2bff7956338,1972,
1101,Imruh Bakari,Mirror,1975,Andrei Tarkovsky,F:29e8c2663329,1975,
1102,Imruh Bakari,West Indies: The Fugitive Slaves of Liberty,1979,Med Hondo,F:b7b17347ab6a,1979,
1103,Imruh Bakari,La Rue Cases-Nègres,1983,Euzhan Palcy,F:f9781fc86d8b,1983,
1104,Imruh Bakari,Hyènes,1992,Djibril Diop Mambéty,F:a2a1ef5c6f47,1992,
1105,Robin Baker,Earth,1930,Alexander Dovzhenko,F:83d479d3ae29,1930,
1106,Robin Baker,I Know Where I'm Going!,1945,"Michael Powell, Emeric Pressburger",F:24dc6c8040d9,1945,
1107,Robin Baker,Journey to Italy,1954,Roberto Rossellini,F:2ec8e3a6b8aa,1954,
1108,Robin Baker,Imitation of Life,1959,Douglas Sirk,F:008495919c65,1959,
1109,Robin Baker,Kangchenjunga,1962,Satyajit Ray,F:e63e93a3cfee,1962,
1110,Robin Baker,Touki Bouki,1973,Djibril Diop Mambéty,F:c22c42cd69b9,1973,
1111,Robin Baker,Scener ur ett äktenskap,1974,Ingmar Bergman,F:e074ce2e38fe,1974,
1112,Robin Baker,Shatranj-e Baad,1976,Mohammad-Reza Aslani,F:92271c7dc38d,1976,
1113,Robin Baker,Johanna D'Arc Of Mongolia,1989,Ulrike Ottinger,F:3dcbf66b11b8,1989,
1114,Robin Baker,Aruitemo Aruitemo,2008,Hirokazu Koreeda,F:a7dc5420f605,2008,
1115,Rose Baker,The Apartment,1960,Billy Wilder,F:ed913192d169,1960,
1116,Rose Baker,Le Bonheur,1965,Agnès Varda,F:e147c7e3e29c,1965,
1117,Rose Baker,Dawson City: Frozen Time,2016,Bill Morrison,F:aee812d4faf1,2016,
1118,Rose Baker,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,F:83c734e30238,1975,
1119,Rose Baker,Maeve,1981,"Pat Murphy, John Davies",F:1919c799d0d7,1981,
1120,Rose Baker,Shoah,1985,Claude Lanzmann,F:cbb0587ba064,1985,
1121,Rose Baker,Monkey Business,1931,Norman Z. McLeod,F:f443749dc74b,1931,
1122,Rose Baker,The Souvenir,2018,Joanna Hogg,F:219f0fe7d6f9,2018,
1123,Rose Baker,The Godfather,1972,Francis Ford Coppola,F:e2bff7956338,1972,
1124,Rose Baker,Man with a Movie Camera,1929,Dziga Vertov,F:69f5bed6f836,1929,
1125,Miriam Balanescu,8 1/2,1963,Federico Fellini,F:83ebc8b43c9d,1963,
1126,Miriam Balanescu,Wings of Desire,1987,Wim Wenders,F:69ee1e9bf06a,1987,
1127,Miriam Balanescu,Portrait of a Lady on Fire,2019,Céline Sciamma,F:6744994f98f6,2019,
1128,Miriam Balanescu,Pulp Fiction,1994,Quentin Tarantino,F:93a1beda19cd,1994,
1129,Miriam Balanescu,Phoenix,2014,Christian Petzold,F:4b31ed223bb7,2014,
1130,Miriam Balanescu,All about My Mother,1999,Pedro Almodóvar,F:c4fda376339f,1999,
1131,Miriam Balanescu,The Time That Remains,2009,Elia Suleiman,F:b78d23ce6435,2009,
1132,Miriam Balanescu,12 Years a Slave,2013,Steve McQueen,F:1629ef12b31b,2013,
1133,Miriam Balanescu,Vertigo,1958,Alfred Hitchcock,F:b5a06746734d,1958,
1134,Miriam Balanescu,Parasite,2019,Bong Joon-ho,F:b0360159539e,2019,
1135,Jessica Balanzategui,The Lord of the Rings  The Fellowship of the Ring,2001,Peter Jackson,F:9f5b0931a0e5,2001,
1136,Jessica Balanzategui,The Ring,2002,Gore Verbinski,F:959253940ffd,2002,
1137,Jessica Balanzategui,El ESPINAZO DEL DIABLO,2001,Guillermo del Toro,F:b9dd1388a8cf,2001,
1138,Jessica Balanzategui,The Spirit of the Beehive,1973,Víctor Erice,F:b339d6c582f0,1973,
1139,Jessica Balanzategui,The Changeling,1979,Peter Medak,F:58447afb0cb8,1979,
1140,Jessica Balanzategui,The Babadook,2013,Jennifer Kent,F:f6207652a130,2013,
1141,Jessica Balanzategui,Honogurai Mizuno Sokokara,2002,Hideo Nakata,F:2a63f2c4c77f,2002,
1142,Jessica Balanzategui,Kaidan,1964,Masaki Kobayashi,F:2c14d43a37f4,1964,
1143,Jessica Balanzategui,Mad Max: Fury Road,2015,George Miller,F:e4c949fb454a,2015,
1144,Jessica Balanzategui,Mulholland Dr.,2001,David Lynch,F:653f45346bcc,2001,
1145,Miriam Bale,Vertigo,1958,Alfred Hitchcock,F:b5a06746734d,1958,
1146,Miriam Bale,Red Desert,1964,Michelangelo Antonioni,F:34cf774aeffe,1964,
1147,Miriam Bale,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,Chantal Akerman,F:83c734e30238,1975,
1148,Miriam Bale,Johnny Guitar,1954,Nicholas Ray,F:608e02fe3ca2,1954,
1149,Miriam Bale,Love Streams,1984,John Cassavetes,F:1876b26426fa,1984,
1150,Miriam Bale,Gone to Earth,1950,"Michael Powell, Emeric Pressburger",F:b4c2515d2391,1950,
1151,Miriam Bale,Ugetsu Monogatari,1953,Kenji Mizoguchi,F:c34fe68dc6cf,1953,
1152,Miriam Bale,Losing Ground,1982,Kathleen Collins,F:c4e34698c643,1982,
1153,Miriam Bale,Giulietta degli spiriti,1965,Federico Fellini,F:0bb32bae027b,1965,
1154,Karan Bali,Citizen Kane,1941,Orson Welles,F:bf6387f2c8ae,1941,
1155,Karan Bali,Letyat Zhuravli,1957,Mikhail Kalatozov,F:e0fa4f112d72,1957,
1156,Karan Bali,La Nuit américaine,1973,François Truffaut,F:35eee092a1be,1973,
1157,Karan Bali,La Ronde,1950,Max Ophuls,F:55202a75e489,1950,
1158,Karan Bali,Ostre Sledované Vlaky,1966,Jirí Menzel,F:04b8bacc209b,1966,
1159,Karan Bali,Pyaasa,1957,Guru Dutt,F:0ea0e00d9fdc,1957,
1160,Karan Bali,Rear Window,1954,Alfred Hitchcock,F:f53416daf440,1954,
1161,Karan Bali,Tokyo Story,1953,Yasujirō Ozu,F:9f96298e4d23,1953,
1162,Karan Bali,Faces Places,2017,"Agnès Varda, JR",F:d5b986a1147b,2017,
1163,Karan Bali,Cinema Paradiso,1988,Giuseppe Tornatore,F:cd6c92d24d51,1988,
1164,César Ballester,Persona,1966,Ingmar Bergman,F:97b42f962368,1966,
1165,César Ballester,L'avventura,1960,Michelangelo Antonioni,F:15298623ef1f,1960,
1166,César Ballester,Ma nuit chez Maud,1969,Eric Rohmer,F:ece757e25684,1969,
1167,César Ballester,The Spirit of the Beehive,1973,Víctor Erice,F:b339d6c582f0,1973,
1168,César Ballester,The Last Laugh,1924,F.W. Murnau,F:3af703bb3bf8,1924,
1169,César Ballester,Intimní Osvetlení,1965,Ivan Passer,F:674a68c0910c,1965,
1170,César Ballester,The Conversation,1974,Francis Ford Coppola,F:6e92bae17de8,1974,
1171,César Ballester,Ninotchka,1939,Ernst Lubitsch,F:3bef09611962,1939,
1172,César Ballester,Mirror,1975,Andrei Tarkovsky,F:29e8c2663329,1975,
1173,César Ballester,The Searchers,1956,John Ford,F:d117472f572e,1956,
1174,James Balmont,In the Mood for Love,2000,Wong Kar Wai,F:08966bbb6c53,2000,
1175,James Balmont,Yi Yi,1999,Edward Yang,F:002c591e702f,1999,
1176,James Balmont,Jurassic Park,1992,Steven Spielberg,F:ee2a2cfc2fc7,1992,
1177,James Balmont,Blade Runner,1982,Ridley Scott,F:4434c6705bd6,1982,
1178,James Balmont,The Thing,1982,John Carpenter,F:74869694acb1,1982,
1179,James Balmont,Mulholland Dr.,2001,David Lynch,F:653f45346bcc,2001,
1180,James Balmont,Parasite,2019,Bong Joon-ho,F:b0360159539e,2019,
1181,James Balmont,Peppermint Candy,1999,Lee Chang-dong,F:ab0418e0ad1e,1999,
1182,James Balmont,Alien,1979,Ridley Scott,F:3779236f3701,1979,
1183,James Balmont,Oldboy,2003,Park Chan-wook,F:b7d2e3d83208,2003,
1184,Erika Balsom,Ten Skies,2004,James Benning,F:494bd1954a2a,2004,
1185,Erika Balsom,Variety,1984,Bette Gordon,F:1122a3f5fe74,1984,
1186,Erika Balsom,Peggy and Fred in Hell,1984-2016,Leslie Thornton,F:de8e6242d3f5,2016,YEAR_RANGE_LONG
1187,Erika Balsom,"Goodbye, Dragon Inn",2003,Tsai Ming-liang,F:cf4f8f54b4df,2003,
1188,Erika Balsom,West Indies: The Fugitive Slaves of Liberty,1979,Med Hondo,F:b7b17347ab6a,1979,
1189,Erika Balsom,Au hasard Balthazar,1966,Robert Bresson,F:813bde6e3053,1966,
1190,Erika Balsom,Sans Soleil,1982,Chris Marker,F:8fc32725b37f,1982,
1191,Erika Balsom,Die REISE NACH LYON,1980,Claudia von Alemann,F:292862bc953d,1980,
1192,Erika Balsom,Interview,1970,Mrinal Sen,F:e47d5d74eac7,1970,
1193,Erika Balsom,Soft Fiction,1979,Chick Strand,F:115f9dfb2b72,1979,
1194,Upekha Bandaranayake,Mädchen In Uniform,1931,Leontine Sagan,F:2a5f669472bc,1931,
1195,Upekha Bandaranayake,Zéro De Conduite,1933,Jean Vigo,F:eb6115735be9,1933,
1196,Upekha Bandaranayake,Trade Tattoo  The Rhythm of work-a-day Britain,1937,Len Lye,F:c468303bbc88,1937,
1197,Upekha Bandaranayake,Listen to Britain,1942,"Humphrey Jennings, Stewart McAllister",F:b4d61a735aa6,1942,
1198,Upekha Bandaranayake,Salt of the Earth,1953,Herbert J. Biberman,F:223b127b6a31,1953,
1199,Upekha Bandaranayake,Killer of Sheep,1977,Charles Burnett,F:0565ff7fd56c,1977,
1200,Upekha Bandaranayake,Hannah and Her Sisters,1986,Woody Allen,F:dc69230484fa,1986,
1201,Upekha Bandaranayake,Happy Together,1997,Wong Kar Wai,F:c9a62b53f643,1997,
1202,Upekha Bandaranayake,Yi Yi,1999,Edward Yang,F:002c591e702f,1999,
1203,Upekha Bandaranayake,Rocks,2019,Sarah Gavron,F:2335731a89eb,2019,
1204,Vasco Baptista Marques,Sunrise: A Song of Two Humans,1927,F.W. Murnau,F:e4e5d0b8b474,1927,
1205,Vasco Baptista Marques,Modern Times,1936,Charles Chaplin,F:665eab0ab9d1,1936,
1206,Vasco Baptista Marques,La Règle du jeu,1939,Jean Renoir,F:4178c0f6fbb7,1939,
1207,Vasco Baptista Marques,Citizen Kane,1941,Orson Welles,F:bf6387f2c8ae,1941,
1208,Vasco Baptista Marques,"Germania, Anno Zero",1948,Roberto Rossellini,F:ee5e85aa2619,1948,
1209,Vasco Baptista Marques,Sansho the Bailiff,1954,Kenji Mizoguchi,F:b7dbf64232a8,1954,
1210,Vasco Baptista Marques,Ordet,1955,Carl Th. Dreyer,F:d8e24aa1ab58,1955,
1211,Vasco Baptista Marques,L' eclisse,1962,Michelangelo Antonioni,F:eeb94ecd85af,1962,
1212,Vasco Baptista Marques,Cries and Whispers,1972,Ingmar Bergman,F:0c208843518d,1972,
1213,Vasco Baptista Marques,Kárhozat,1988,Béla Tarr,F:7432f1a2f974,1988,
1214,Nicolas Barbano,King Kong,1933,"Ernest B. Schoedsack, Merian C. Cooper",F:88f068b796c4,1933,
1215,Nicolas Barbano,Fantasia,1940,"Ben Sharpsteen, Samuel Armstrong, Samuel Armstrong, James Algar, Bill Roberts, Paul Satterfield, Hamilton Luske, Jim Handley, Ford Beebe, T. Hee, Norman Ferguson, Wilfred Jackson",F:000c71b9b4be,1940,
1216,Nicolas Barbano,Henry V,1944,Laurence Olivier,F:284ff710c1ee,1944,
1217,Nicolas Barbano,The Third Man,1949,Carol Reed,F:e9e268170b35,1949,
1218,Nicolas Barbano,Seven Samurai,1954,Akira Kurosawa,F:03774d8054b0,1954,
1219,Nicolas Barbano,Dracula,1958,Terence Fisher,F:8275a97fb793,1958,
1220,Nicolas Barbano,Jason and the Argonauts,1963,Don Chaffey,F:47da073d72b9,1963,
1221,Nicolas Barbano,2001: A Space Odyssey,1968,Stanley Kubrick,F:b132d89fef53,1968,
1222,Nicolas Barbano,The Wicker Man,1973,Robin Hardy,F:a250f5c6593b,1973,
1223,Nicolas Barbano,My Neighbour Totoro,1988,Hayao Miyazaki,F:c41986eabc20,1988,
1224,Grace Barber-Plentie,Singin' in the Rain,1951,"Gene Kelly, Stanley Donen",F:38ccb3d447c3,1951,
1225,Grace Barber-Plentie,Moonlight,2016,Barry Jenkins,F:16913ba1d831,2016,
1226,Grace Barber-Plentie,Tongues Untied,1989,Marlon Riggs,F:c2e492d52d62,1989,
1227,Grace Barber-Plentie,Killer of Sheep,1977,Charles Burnett,F:0565ff7fd56c,1977,
1228,Grace Barber-Plentie,Do the Right Thing,1989,Spike Lee,F:d1188b34b03c,1989,
1229,Grace Barber-Plentie,The Watermelon Woman,1997,Cheryl Dunye,F:95cb5acf1ea2,1997,
1230,Grace Barber-Plentie,Phantom Thread,2017,Paul Thomas Anderson,F:c7384eeb7b0e,2017,
1231,Grace Barber-Plentie,Morvern Callar,2001,Lynne Ramsay,F:65393b2ac77a,2001,
1232,Grace Barber-Plentie,La Haine,1995,Mathieu Kassovitz,F:002dd21bef36,1995,
1233,Grace Barber-Plentie,Compensation,2000,Zeinabu irene Davis,F:3c3dceaf4169,2000,
1234,Rebecca Barden,Rebecca,1940,Alfred Hitchcock,F:5d90d1f80509,1940,
1235,Rebecca Barden,Casablanca,1942,Michael Curtiz,F:4856ae18c1cd,1942,
1236,Rebecca Barden,Went the Day Well?,1942,Alberto Cavalcanti,F:50458ccd979f,1942,
1237,Rebecca Barden,The Red Shoes,1948,"Michael Powell, Emeric Pressburger",F:0a600f29226c,1948,
1238,Rebecca Barden,Tokyo Story,1953,Yasujirō Ozu,F:9f96298e4d23,1953,
1239,Rebecca Barden,Some Like It Hot,1959,Billy Wilder,F:f44713a09e4d,1959,
1240,Rebecca Barden,Cléo from 5 to 7,1962,Agnès Varda,F:cb689f3e2a97,1962,
1241,Rebecca Barden,Klute,1971,Alan J. Pakula,F:f41890e514d6,1971,
1242,Rebecca Barden,Chinatown,1974,Roman Polanski,F:1c8565784f6c,1974,
1243,Rebecca Barden,An Angel at My Table,1990,Jane Campion,F:2018d336cc28,1990,
1244,Janet Baris,La notte,1961,Michelangelo Antonioni,F:296c885895bb,1961,
1245,Janet Baris,Topio Stin Omichli,1988,Theo Angelopoulos,F:b270f6c2406f,1988,
1246,Janet Baris,The Battle of Algiers,1966,Gillo Pontecorvo,F:02ded6e20b97,1966,
1247,Janet Baris,Il POSTO,1961,Ermanno Olmi,F:bec332d8ab3d,1961,
1248,Janet Baris,Vivre sa vie,1962,Jean-Luc Godard,F:20a0a276094a,1962,
1249,Janet Baris,Pickpocket,1959,Robert Bresson,F:9e103f641ac9,1959,
1250,Janet Baris,Tokyo Story,1953,Yasujirō Ozu,F:9f96298e4d23,1953,
1251,Janet Baris,1900,1976,Bernardo Bertolucci,F:ea17efa06fad,1976,
1252,Janet Baris,"Salò, or the 120 Days of Sodom",1975,Pier Paolo Pasolini,F:f3a8723d695d,1975,
1253,Janet Baris,Paths of Glory,1957,Stanley Kubrick,F:54b0cbd18bbb,1957,
1254,Luciano Barisone,Stagecoach,1939,John Ford,F:a5770030b496,1939,
1255,Luciano Barisone,Battleship Potemkin,1925,Sergei M. Eisenstein,F:95bd800bd9e5,1925,
1256,Luciano Barisone,Citizen Kane,1941,Orson Welles,F:bf6387f2c8ae,1941,
1257,Luciano Barisone,Tokyo Story,1953,Yasujirō Ozu,F:9f96298e4d23,1953,
1258,Luciano Barisone,Viridiana,1961,Luis Buñuel,F:4bbf32d00fd9,1961,
