row_id,source,voter_name,position,book_title,book_author,year,openLibraryId,canonical_id,canonical_title
c844f8d5764f8240,Top Ten Books,Julian Barnes,7,The Good Soldier,Ford Madox Ford,1915,,OL:OL509889W,The Good Soldier
e4f20729bee2cc66,Top Ten Books,Julian Barnes,8,The Leopard,Giuseppe Tomasi di Lampedusa,1958,,OL:OL2386322W,The Leopard
04e5c1d34aaa017e,Top Ten Books,Julian Barnes,9,Rabbit Angstrom,John Updike,,,K:b9e39aa2c2ee,Rabbit Angstrom
5d906f82f06d13b3,Top Ten Books,Julian Barnes,9,"Rabbit, Run",John Updike,1960,,OL:OL42718662W,"Rabbit, Run"
66370d003d1ece42,Top Ten Books,Julian Barnes,9,Rabbit Redux,John Updike,1971,,K:5fcc86b529ea,Rabbit Redux
ccacb9691fa01969,Top Ten Books,Julian Barnes,9,Rabbit Is Rich,John Updike,1981,,OL:OL463820W,Rabbit Is Rich
ee48dcc8b5433595,Top Ten Books,Julian Barnes,9,Rabbit at Rest,John Updike,1990,,OL:OL463809W,Rabbit at Rest
24ec41e97d380c94,Top Ten Books,Julian Barnes,10,Amours de Voyage,Arthur Hugh Clough,1858,,K:20121da40aef,Amours de Voyage
90dfc1fb8522d474,Top Ten Books,Karen Joy Fowler,1,Middlemarch,George Eliot,1871-72,,OL:OL20867W,Middlemarch
acb0b2bc6a0c189b,Top Ten Books,Karen Joy Fowler,2,The Tempest,William Shakespeare,1610,,K:ef6aa2e15e06,The Tempest
fe59eb807225ceb4,Top Ten Books,Karen Joy Fowler,3,Don Quixote,Miguel de Cervantes,,,OL:OL44222301W,Don Quixote
5c019ad6b8d92660,Top Ten Books,Karen Joy Fowler,4,The Tale of Genji,Shikibu Murasaki,,,K:7ccdaf0c7636,The Tale of Genji
bf6a735b3a7c620b,Top Ten Books,Karen Joy Fowler,5,A Midsummer Night’s Dream,William Shakespeare,1595,,K:58e8ae773c4c,A Midsummer Night’s Dream
8d34ed16cdd00907,Top Ten Books,Karen Joy Fowler,6,Emma,Jane Austen,1816,,OL:OL190034W,Emma
104287f1add9ab90,Top Ten Books,Karen Joy Fowler,7,Jane Eyre,Charlotte Brontë,1847,,OL:OL1095427W,Jane Eyre
e192e37cfc480d4e,Top Ten Books,Karen Joy Fowler,8,Mrs. Dalloway,Virginia Woolf,1925,,OL:OL26733889W,Mrs Dalloway
ad0d2fee3396772e,Top Ten Books,Karen Joy Fowler,9,One Hundred Years of Solitude,Gabriel García Márquez,1967,,OL:OL274505W,One Hundred Years of Solitude
9af756aa73a33b2d,Top Ten Books,Karen Joy Fowler,10,Dubliners,James Joyce,1916,,K:04ef5684be62,Dubliners
64de0ddf14dc6dd8,Top Ten Books,Kathryn Harrison,1,The Woman in the Dunes,Kobo Abe,1962,,K:4c52ca01da6f,The Woman in the Dunes
372f1f00ff644d95,Top Ten Books,Kathryn Harrison,2,The Master and Margarita,Mikhail Bulgakov,1966,,OL:OL676009W,The Master and Margarita
d211a55a53799a66,Top Ten Books,Kathryn Harrison,3,Life & Times of Michael K,J. M. Coetzee,1983,,K:bf7805dad43e,Life & Times of Michael K
02dd3ec3c1d665d6,Top Ten Books,Kathryn Harrison,4,David Copperfield,Charles Dickens,1849-50,,OL:OL8662242W,David Copperfield
ab53445b9a706ade,Top Ten Books,Kathryn Harrison,5,Stones for Ibarra,Harriet Doerr,1984,,K:fbee4c090e26,Stones for Ibarra
2ba9ae240798e4d3,Top Ten Books,Kathryn Harrison,6,The Lover,Marguerite Duras,1984,,OL:OL159382W,The Lover
9ec717cc6faacfe9,Top Ten Books,Kathryn Harrison,7,Middlemarch,George Eliot,1871-72,,OL:OL20867W,Middlemarch
5f11b65d02b5ca86,Top Ten Books,Kathryn Harrison,8,Madame Bovary,Gustave Flaubert,1857,,OL:OL19350876W,Madame Bovary
35a598e77a82ab2d,Top Ten Books,Kathryn Harrison,9,Midnight’s Children,Salman Rushdie,1981,,OL:OL457179W,Midnight's Children
9a1ba0a9b6b10dda,Top Ten Books,Kathryn Harrison,10,The House of Mirth,Edith Wharton,1905,,OL:OL98587W,The House of Mirth
4d045d1bdde8f5cd,Top Ten Books,Ken Kalfus,1,The Odyssey,Homer,,,K:de8ae851971a,The Odyssey
88f162130c25d7a2,Top Ten Books,Ken Kalfus,2,Hamlet,William Shakespeare,1600,,K:fbe28ea907ef,Hamlet
d5eee29e13e13f1a,Top Ten Books,Ken Kalfus,3,War and Peace,Leo Tolstoy,1869,,OL:OL267171W,War and Peace
6752c7281f699858,Top Ten Books,Ken Kalfus,4,Ulysses,James Joyce,1922,,OL:OL86318W,Ulysses
c9bcf7df3ee5318e,Top Ten Books,Ken Kalfus,5,The Magic Mountain,Thomas Mann,1924,,OL:OL14866824W,The Magic Mountain
efd4b33a266245f3,Top Ten Books,Ken Kalfus,6,Ficciones,Jorge Luis Borges,1944,,K:969b47058d9c,Ficciones
2a6996bd0bd58d8c,Top Ten Books,Ken Kalfus,7,Rabbit Angstrom,John Updike,,,K:b9e39aa2c2ee,Rabbit Angstrom
a880b90dbd51cc51,Top Ten Books,Ken Kalfus,7,"Rabbit, Run",John Updike,1960,,OL:OL42718662W,"Rabbit, Run"
4db4fba58a1b1522,Top Ten Books,Ken Kalfus,7,Rabbit Redux,John Updike,1971,,K:5fcc86b529ea,Rabbit Redux
00aba2d0d1d11f9d,Top Ten Books,Ken Kalfus,7,Rabbit Is Rich,John Updike,1981,,OL:OL463820W,Rabbit Is Rich
5e047ffe53c6480e,Top Ten Books,Ken Kalfus,7,Rabbit at Rest,John Updike,1990,,OL:OL463809W,Rabbit at Rest
4f9e86f020ccd044,Top Ten Books,Ken Kalfus,8,Dead Souls,Nikolai Gogol,1842,,K:1953ba5c8e84,Dead Souls
d959b39e97ad7510,Top Ten Books,Ken Kalfus,9,Native Son,Richard Wright,1945,,K:30993508b211,Native Son
0e22694280be28a6,Top Ten Books,Ken Kalfus,10,The Grapes of Wrath,John Steinbeck,1939,,OL:OL23205W,The Grapes of Wrath
b98bced5efcd8ac9,Top Ten Books,Kent Haruf,1,The Sound and the Fury,William Faulkner,1929,,OL:OL82870W,The Sound and the Fury
164df1ee68fbb30b,Top Ten Books,Kent Haruf,2,Stories of Anton Chekhov,,1860-1904,,K:6b584d1b9428,Stories of Anton Chekhov
ebae094fa9e43aca,Top Ten Books,Kent Haruf,3,Hamlet,William Shakespeare,1600,,K:fbe28ea907ef,Hamlet
cae7dfa18dc299bc,Top Ten Books,Kent Haruf,4,The Hamlet,William Faulkner,1940,,K:017afa232b50,The Hamlet
89f4adc32987245d,Top Ten Books,Kent Haruf,5,Stories of Ernest Hemingway,,1899-1961,,K:2ecba695b7ae,Stories of Ernest Hemingway
f3dd0d46daf468d4,Top Ten Books,Kent Haruf,6,Adventures of Huckleberry Finn,Mark Twain,1884,,K:696b5912f345,Adventures of Huckleberry Finn
8e7c4e25ac9a4d0d,Top Ten Books,Kent Haruf,7,Stories of Flannery O’Connor,,1925-64,,K:3b04f3eef439,Stories of Flannery O'Connor
3dacef0594ecf3d7,Top Ten Books,Kent Haruf,8,Waiting for Godot,Samuel Beckett,1953,,K:9582f8788134,Waiting for Godot
66709a1df6cc4172,Top Ten Books,Kent Haruf,9,The Stranger,Albert Camus,1942,,OL:OL1230613W,The Outsider
9f1ce7b062d2f7d5,Top Ten Books,Kent Haruf,10,The Grapes of Wrath,John Steinbeck,1939,,OL:OL23205W,The Grapes of Wrath
3879348501899eea,Top Ten Books,Kevin O'Malley,1,Mike Mulligan and His Steam Shovel,Virginia Lee Burton,1939,,K:72452c900a94,Mike Mulligan and His Steam Shovel
3eb0c1024206c198,Top Ten Books,Kevin O'Malley,2,The Monster at the End of this Book,Jon Stone and Mike Smollin,1971,,K:b7e02ad45061,The Monster at the End of this Book
fd3cd546ee20ba26,Top Ten Books,Kevin O'Malley,3,Sylvester and the Magic Pebble,William Steig,1969,,K:1e0203a3004c,Sylvester and the Magic Pebble
3e7a1298351ae29f,Top Ten Books,Kevin O'Malley,4,The Story of the Little Mole Who Went in Search of Whodunit,Werner Holzwarth and Wolf Erlbruch,1993,,K:ab6325032b46,The Story of the Little Mole Who Went in Search of Whodunit
96a9d1f2a14fa8cd,Top Ten Books,Kevin O'Malley,5,Charlie the Tramp,Russell Hoban and Lillian Russell,1966,,K:f5b2e8ed7aaf,Charlie the Tramp
21bd845912398eab,Top Ten Books,Kevin O'Malley,6,In the Night Kitchen,Maurice Sendak,1970,,K:a32b529baa70,In the Night Kitchen
aded255226220de0,Top Ten Books,Kevin O'Malley,8,"Bark, George",Jules Feiffer,2000,,K:e58ea2747551,"Bark, George"
155bc3b0f043658d,Top Ten Books,Kevin O'Malley,9,Friday Night At Hodges' Café,Tim Egan,1996,,K:f5c7d89b5b99,Friday Night At Hodges' Café
6ddfd389064ae6ff,Top Ten Books,Kevin O'Malley,10,Frog and Toad,Arnold Lobel,1970-79,,K:3217b8f0ad67,Frog and Toad
201a5d214b681097,Top Ten Books,Laila Lalami,1,Waiting for the Barbarians,J. M. Coetzee,1980,,OL:OL500388W,Waiting for the Barbarians
0893ecbcad335f18,Top Ten Books,Laila Lalami,2,Song of Solomon,Toni Morrison,1977,,OL:OL50564W,Song of Solomon
1fa97e885b0c6d5c,Top Ten Books,Laila Lalami,3,A Man of the People,Chinua Achebe,1966,,K:711ea85aabb6,A Man of the People
2ddb6af6064ae978,Top Ten Books,Laila Lalami,4,The Lover,Marguerite Duras,1984,,OL:OL159382W,The Lover
b865b0f0dfecef56,Top Ten Books,Laila Lalami,5,For Bread Alone,Mohamed Choukri,1973,,K:0ebceaccfbc5,For Bread Alone
f58ee5384d6f54d4,Top Ten Books,Laila Lalami,6,The Handmaid's Tale,Margaret Atwood,1986,,OL:OL675783W,The Handmaid's Tale
b1e3f28e1726c439,Top Ten Books,Laila Lalami,7,A House for Mr. Biswas,V. S. Naipaul,1961,,OL:OL103113W,A House for Mr Biswas
405b2f8f0190ca5f,Top Ten Books,Laila Lalami,8,Invisible Man,Ralph Ellison,1952,,OL:OL495470W,Invisible Man
b6134b4f8c08e29b,Top Ten Books,Laila Lalami,9,One Hundred Years of Solitude,Gabriel García Márquez,1967,,OL:OL274505W,One Hundred Years of Solitude
0b650de9b0d95db6,Top Ten Books,Laila Lalami,10,Love Medicine,Louise Erdrich,1984,,OL:OL479009W,Love Medicine
ae1aeaa5d753312f,Top Ten Books,Leah Stewart,1,Middlemarch,George Eliot,1871-72,,OL:OL20867W,Middlemarch
3b760778980fb975,Top Ten Books,Leah Stewart,2,Pride and Prejudice,Jane Austen,1813,,OL:OL15165350W,Pride and Prejudice
0bc24757e48c53c3,Top Ten Books,Leah Stewart,3,The Great Gatsby,F. Scott Fitzgerald,1925,,OL:OL34381078W,The Great Gatsby
c3a83bfee49eaa5a,Top Ten Books,Leah Stewart,4,Alias Grace,Margaret Atwood,1996,,K:028967a6b1e9,Alias Grace
b1c6a89a5448bc88,Top Ten Books,Leah Stewart,5,David Copperfield,Charles Dickens,1849-50,,OL:OL8662242W,David Copperfield
38ae947feec513fa,Top Ten Books,Leah Stewart,6,A Wrinkle in Time,Madeline L'Engle,1962,,K:a643b2fb24c7,A Wrinkle in Time
6b796c8e3c0b8a81,Top Ten Books,Leah Stewart,7,Jesus' Son,Denis Johnson,1992,,K:2484db8decc1,Jesus' Son
adf6167978597488,Top Ten Books,Leah Stewart,8,The Remains of the Day,Kazuo Ishiguro,1989,,OL:OL59048W,The Remains of the Day
73b12a3ef25e52e2,Top Ten Books,Leah Stewart,9,Lucky Jim,Kingsley Amis,1954,,OL:OL1863530W,Lucky Jim
05b212a1f6c1333a,Top Ten Books,Leah Stewart,10,The Wind-Up Bird Chronicle,Haruki Murakami,1994,,K:338581d02713,The Wind-Up Bird Chronicle
a2f2310c4155dcdc,Top Ten Books,Lee K. Abbott,1,Heart of Darkness,Joseph Conrad,1899,,OL:OL38663W,Heart of Darkness
28ed7866c93929e6,Top Ten Books,Lee K. Abbott,2,Adventures of Huckleberry Finn,Mark Twain,1884,,K:696b5912f345,Adventures of Huckleberry Finn
a85cc60222474b59,Top Ten Books,Lee K. Abbott,3,Nine Stories,J. D. Salinger,1953,,K:751bbe356d28,Nine Stories
8e6acdfd648c61c9,Top Ten Books,Lee K. Abbott,4,"So Long, See You Tomorrow",William Maxwell,1979,,OL:OL1503886W,"So Long, See You Tomorrow"
4255665040eee040,Top Ten Books,Lee K. Abbott,5,The Ponder Heart,Eudora Welty,1954,,K:67787770c51b,The Ponder Heart
578285f6ef521943,Top Ten Books,Lee K. Abbott,6,Rabbit Angstrom,John Updike,,,K:b9e39aa2c2ee,Rabbit Angstrom
631b312487438ed8,Top Ten Books,Lee K. Abbott,6,"Rabbit, Run",John Updike,1960,,OL:OL42718662W,"Rabbit, Run"
b2e8da2d8358362d,Top Ten Books,Lee K. Abbott,6,Rabbit Redux,John Updike,1971,,K:5fcc86b529ea,Rabbit Redux
b78f1f0ae5d1df00,Top Ten Books,Lee K. Abbott,6,Rabbit Is Rich,John Updike,1981,,OL:OL463820W,Rabbit Is Rich
46e9e7acedc377a2,Top Ten Books,Lee K. Abbott,6,Rabbit at Rest,John Updike,1990,,OL:OL463809W,Rabbit at Rest
3d482604aff79308,Top Ten Books,Lee K. Abbott,7,The stories of Andre Dubus,,1936-99,,K:3c196dac60d1,The stories of Andre Dubus
a7330908016d3a5d,Top Ten Books,Lee K. Abbott,8,The Sound and the Fury,William Faulkner,1929,,OL:OL82870W,The Sound and the Fury
8966b5ae76e90f13,Top Ten Books,Lee K. Abbott,9,The stories of John Cheever,,1912-82,,K:a63cc765d5fe,Stories of John Cheever
49c76078b0ef1a3a,Top Ten Books,Lee K. Abbott,10,One Hundred Years of Solitude,Gabriel García Márquez,1967,,OL:OL274505W,One Hundred Years of Solitude
6c78bc6f41460293,Top Ten Books,Lee Smith,1,Dubliners,James Joyce,1916,,K:04ef5684be62,Dubliners
384a8ecace0158c0,Top Ten Books,Lee Smith,2,Kristin Lavransdatter,Sigrid Undset,1920-22,,K:1a7a36a0d16e,Kristin Lavransdatter
16fa36856af10a97,Top Ten Books,Lee Smith,3,The Sheltered Life,Ellen Glasgow,1932,,K:341323661942,The Sheltered Life
91bd807a4187daf6,Top Ten Books,Lee Smith,4,"Absalom, Absalom!",William Faulkner,1936,,K:d2d9f9b0f145,"Absalom, Absalom!"
1aa2439943163860,Top Ten Books,Lee Smith,5,To the Lighthouse,Virginia Woolf,1927,,OL:OL39396W,To the Lighthouse
9c997e6166723678,Top Ten Books,Lee Smith,6,Stories of Eudora Welty,,1909-2001,,K:86720a12eae7,Stories of Eudora Welty
d4d1cf49004d8d17,Top Ten Books,Lee Smith,7,Stories of Flannery O'Connor,,1925-64,,K:3b04f3eef439,Stories of Flannery O'Connor
a1559da60210afc6,Top Ten Books,Lee Smith,8,River of Earth,James Still,1940,,K:a16808037043,River of Earth
3aad16732afa279a,Top Ten Books,Lee Smith,9,Jane Eyre,Charlotte Brontë,1847,,OL:OL1095427W,Jane Eyre
8654284fa5a63acb,Top Ten Books,Lee Smith,10,Madame Bovary,Gustave Flaubert,1857,,OL:OL19350876W,Madame Bovary
c48d8258981f2f79,Top Ten Books,Lev Grossman,1,Madame Bovary,Gustave Flaubert,1857,,OL:OL19350876W,Madame Bovary
711aa9847bc17887,Top Ten Books,Lev Grossman,2,Mrs. Dalloway,Virginia Woolf,1925,,OL:OL26733889W,Mrs Dalloway
2f2808d528ca038f,Top Ten Books,Lev Grossman,3,Arcadia,Tom Stoppard,1993,,K:375a9e07d437,Arcadia
96b8205818fbc790,Top Ten Books,Lev Grossman,4,Ulysses,James Joyce,1922,,OL:OL86318W,Ulysses
dbce9dd1997f506f,Top Ten Books,Lev Grossman,5,The Trial,Franz Kafka,1925,,OL:OL498463W,The Trial
6a5342f45ef7dd06,Top Ten Books,Lev Grossman,6,The Chronicles of Narnia,C.S. Lewis,1950-56,,K:10471e0b18f2,The Chronicles of Narnia
08c63bdb4acc56ad,Top Ten Books,Lev Grossman,7,The Once and Future King,T.H. White,1958,,K:096e7d480771,The Once and Future King
de7315dbdcec8875,Top Ten Books,Lev Grossman,8,Brideshead Revisited,Evelyn Waugh,1945,,OL:OL5721394W,Brideshead Revisited
1451f694b91a1d98,Top Ten Books,Lev Grossman,9,Troilus and Criseyde,Geoffrey Chaucer,1381,,K:8a974c3db91a,Troilus and Criseyde
63b4fa3b2465ac54,Top Ten Books,Lev Grossman,10,Dead Souls,Nikolai Gogol,1842,,K:1953ba5c8e84,Dead Souls
5af00f8dc55e816b,Top Ten Books,Lionel Shriver,1,For Whom the Bell Tolls,Ernest Hemingway,1940,,K:c34e51144bbc,For Whom the Bell Tolls
36e724f158feee4a,Top Ten Books,Lionel Shriver,2,"Absalom, Absalom!",William Faulkner,1936,,K:d2d9f9b0f145,"Absalom, Absalom!"
8c32083264e2ef8a,Top Ten Books,Lionel Shriver,3,Anna Karenina,Leo Tolstoy,1877,,OL:OL267096W,Anna Karenina
82d3c0ce26f92ffe,Top Ten Books,Lionel Shriver,4,The Heart of the Matter,Graham Greene,1948,,K:aa9d8baf7d95,The Heart of the Matter
96400da2ec109882,Top Ten Books,Lionel Shriver,5,Revolutionary Road,Richard Yates,1961,,OL:OL501911W,Revolutionary Road
deba5999fcaaaa6c,Top Ten Books,Lionel Shriver,6,The Age of Innocence,Edith Wharton,1920,,OL:OL98491W,The Age of Innocence
7c822dd5166f84b9,Top Ten Books,Lionel Shriver,7,In Cold Blood,Truman Capote,1966,,OL:OL1992198W,In Cold Blood
10428278d2fa7cfd,Top Ten Books,Lionel Shriver,8,The Idiot,Fyodor Dostoevsky,1868,,OL:OL166973W,The Idiot
59188730755fb376,Top Ten Books,Lionel Shriver,9,Jude the Obscure,Thomas Hardy,1895,,OL:OL44986W,Jude the Obscure
15e71d4c23592641,Top Ten Books,Lionel Shriver,10,Paris Trout,Pete Dexter,1988,,K:0fca861b17e1,Paris Trout
9d98d59145a9b679,Top Ten Books,Madison Smartt Bell,1,The Book of Leviathan,Peter Blegvad,2001,,K:78a38f583c34,The Book of Leviathan
cfc6c49ad0f6b478,Top Ten Books,Madison Smartt Bell,2,"1982, Janine",Alasdair Gray,1984,,K:1e0a4d7bcb95,"1982, Janine"
fbad60389b619893,Top Ten Books,Madison Smartt Bell,3,Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,1985,,OL:OL40879W,Blood Meridian
f1893251780b4d5e,Top Ten Books,Madison Smartt Bell,4,"The Beans of Egypt, Maine",Carolyn Chute,1985,,K:f3f337c3afb6,"The Beans of Egypt, Maine"
7ad9b7849650d8e2,Top Ten Books,Madison Smartt Bell,4,Letourneau's Used Auto Parts,Carolyn Chute,1988,,K:51e6b95a9cd3,Letourneau's Used Auto Parts
774b3e05a31d0957,Top Ten Books,Madison Smartt Bell,4,Merry Men,Carolyn Chute,1994,,K:1add81b78f3d,Merry Men
947d52fc0f3e3aae,Top Ten Books,Madison Smartt Bell,5,The Horse's Mouth,Joyce Cary,1944,,K:46a4b1d05491,The Horse's Mouth
10a760314c964f6a,Top Ten Books,Madison Smartt Bell,6,Death of the Fox,George Garrett,1971,,K:55139e036082,Death of the Fox
19c8eea9afd4e79a,Top Ten Books,Madison Smartt Bell,6,The Succession,George Garrett,1983,,K:2472ca9a8402,The Succession
2d703121ca8c6724,Top Ten Books,Madison Smartt Bell,6,Entered from the Sun,George Garrett,1990,,K:9f73cdf60017,Entered from the Sun
f8ea2ee884d642fa,Top Ten Books,Madison Smartt Bell,7,Continental Drift,Russell Banks,1985,,K:c984175795c3,Continental Drift
fb7832c9cc4659fd,Top Ten Books,Madison Smartt Bell,8,Street of Lost Footsteps,Lyonel Trouillot,1998,,K:87301aefcad9,Street of Lost Footsteps
82effbe0f443aa4d,Top Ten Books,Madison Smartt Bell,9,Adventures of Huckleberry Finn,Mark Twain,1884,,K:696b5912f345,Adventures of Huckleberry Finn
acbb44d0ea0c0c1e,Top Ten Books,Madison Smartt Bell,10,The Conference of the Birds,Farid ud,,,K:326fa432a334,The Conference of the Birds
c22ce92b7bf8213e,Top Ten Books,Maile Meloy,1,Anna Karenina,Leo Tolstoy,1877,,OL:OL267096W,Anna Karenina
7cdb6e1a10a1848d,Top Ten Books,Maile Meloy,2,One Hundred Years of Solitude,Gabriel García Márquez,1967,,OL:OL274505W,One Hundred Years of Solitude
ac0b1a5a9091139e,Top Ten Books,Maile Meloy,3,American Pastoral,Philip Roth,1997,,OL:OL74666W,American Pastoral
970b6e4fc18a35c9,Top Ten Books,Maile Meloy,4,Lolita,Vladimir Nabokov,1955,,OL:OL627084W,Lolita
fcc98ba38ff67cb2,Top Ten Books,Maile Meloy,5,Nine Stories,J. D. Salinger,1953,,K:751bbe356d28,Nine Stories
7abc69d98a695a71,Top Ten Books,Maile Meloy,6,The Complete Aubrey/Maturin Novels,Patrick O'Brian,1914-2000,,K:f8d2878ae6e1,The Complete Aubrey/Maturin Novels
fc7032f36f1ebf02,Top Ten Books,Maile Meloy,7,Stories of Flannery O'Connor,,1925-64,,K:3b04f3eef439,Stories of Flannery O'Connor
ddc60bb52cd1837e,Top Ten Books,Maile Meloy,8,Brideshead Revisited,Evelyn Waugh,1945,,OL:OL5721394W,Brideshead Revisited
be4972f59ab442de,Top Ten Books,Maile Meloy,9,Jonathan Strange & Mr. Norrell,Susanna Clarke,2004,,OL:OL5703422W,Jonathan Strange & Mr. Norrell
c8bea132777dd191,Top Ten Books,Maile Meloy,10,Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,1985,,OL:OL40879W,Blood Meridian
8d43ceac7fb15450,Top Ten Books,Margaret Drabble,1,Antony and Cleopatra,William Shakespeare,1606,,K:abe0b2fd942d,Antony and Cleopatra
ed3d3b388d544a81,Top Ten Books,Margaret Drabble,2,Emma,Jane Austen,1816,,OL:OL190034W,Emma
156afa60247667f7,Top Ten Books,Margaret Drabble,3,Madame Bovary,Gustave Flaubert,1857,,OL:OL19350876W,Madame Bovary
e6c6bfada3d4b6a7,Top Ten Books,Margaret Drabble,4,The Three Sisters,Anton Chekhov,1901,,K:f4a7c850e2d0,The Three Sisters
e5158b5d221270cf,Top Ten Books,Margaret Drabble,5,The Aeneid,Virgil,,,K:c70aa81a21ba,The Aeneid
b200947c04c86c23,Top Ten Books,Margaret Drabble,6,The Divine Comedy,Dante Alighieri,1321,,OL:OL93082W,The Divine Comedy
b82a82fade4ce43a,Top Ten Books,Margaret Drabble,7,Germinal,Émile Zola,1884,,OL:OL118986W,Germinal
29ce97bd634d2660,Top Ten Books,Margaret Drabble,8,The Golden Notebook,Doris Lessing,1962,,OL:OL31259W,The Golden Notebook
c9cef9cc7ee2de89,Top Ten Books,Margaret Drabble,9,To the Lighthouse,Virginia Woolf,1927,,OL:OL39396W,To the Lighthouse
87a5a1c2290cbf20,Top Ten Books,Margaret Drabble,10,The Old Wives' Tale,Arnold Bennett,1908,,K:318a64542de6,The Old Wives' Tale
d4ae0adddc74fe34,Top Ten Books,Margot Livesey,1,Jane Eyre,Charlotte Brontë,1847,,OL:OL1095427W,Jane Eyre
c2b9caaaa30496f2,Top Ten Books,Margot Livesey,2,Sunset Song,Lewis Grassic Gibbon,1932,,K:2640473d9825,Sunset Song
a21d9eee04959e2e,Top Ten Books,Margot Livesey,3,Parade's End,Ford Madox Ford,1928,,OL:OL509919W,Parade's End
c1ff5c6d21652ae3,Top Ten Books,Margot Livesey,4,The Fountain Overflows,Rebecca West,1956,,K:f547ea8e2ecf,The Fountain Overflows
8ddb92cf883f2013,Top Ten Books,Margot Livesey,5,Invisible Cities,Italo Calvino,1972,,OL:OL15297W,Invisible Cities
a4c2a329b82033c6,Top Ten Books,Margot Livesey,6,Memoirs of Hadrian,Marguerite Yourcenar,1951,,OL:OL106837W,Memoirs of Hadrian
0c9685c3540c9db6,Top Ten Books,Margot Livesey,7,Lolita,Vladimir Nabokov,1955,,OL:OL627084W,Lolita
5b371a14d2f16b00,Top Ten Books,Margot Livesey,8,A Simple Heart,Gustave Flaubert,1877,,K:82d873c938c3,A Simple Heart
5a5acd7dd84951a8,Top Ten Books,Margot Livesey,9,Stories of Mavis Gallant,,,,K:a54fc089b816,Stories of Mavis Gallant
3f3145df8bb05853,Top Ten Books,Margot Livesey,10,Stories of William Trevor,,,,K:0cedd0859856,Stories of William Trevor
58b2b3c23d27d17f,Top Ten Books,Martha McPhee,1,The Grapes of Wrath,John Steinbeck,1939,,OL:OL23205W,The Grapes of Wrath
dc5d251600c66a3f,Top Ten Books,Martha McPhee,2,Middlemarch,George Eliot,1871-72,,OL:OL20867W,Middlemarch
be1a3c163cc8e2fd,Top Ten Books,Martha McPhee,3,The House of Mirth,Edith Wharton,1905,,OL:OL98587W,The House of Mirth
b32741e106962fd1,Top Ten Books,Martha McPhee,4,The Prime of Miss Jean Brodie,Muriel Spark,1961,,OL:OL26437W,The Prime of Miss Jean Brodie
78d28de73025aaad,Top Ten Books,Martha McPhee,5,Vanity Fair,William Makepeace Thackeray,1847-48,,OL:OL16313W,Vanity Fair
55bf60035d6e396f,Top Ten Books,Martha McPhee,6,Anna Karenina,Leo Tolstoy,1877,,OL:OL267096W,Anna Karenina
ccd35f8fc8621654,Top Ten Books,Martha McPhee,7,Far from the Madding Crowd,Thomas Hardy,1874,,K:c44bc6707def,Far from the Madding Crowd
60cbd97338986174,Top Ten Books,Martha McPhee,8,A Suitable Boy,Vikram Seth,1993,,OL:OL43037384W,A Suitable Boy
1edd2cbfbc51b306,Top Ten Books,Martha McPhee,9,The Things They Carried,Tim O'Brien,1990,,K:936c038de83f,The Things They Carried
f5ec58abf177b372,Top Ten Books,Martha McPhee,10,Charming Billy,Alice McDermott,1998,,K:4c8daf6025b8,Charming Billy
36879216ba83d4c1,Top Ten Books,Martha Southgate,1,The Remains of the Day,Kazuo Ishiguro,1989,,OL:OL59048W,The Remains of the Day
13488c3d1377c489,Top Ten Books,Martha Southgate,2,The Bluest Eye,Toni Morrison,1970,,OL:OL50565W,The Bluest Eye
5189c3154a72e99e,Top Ten Books,Martha Southgate,3,Song of Solomon,Toni Morrison,1977,,OL:OL50564W,Song of Solomon
868763a9164530ea,Top Ten Books,Martha Southgate,4,The Amazing Adventures of Kavalier & Clay,Michael Chabon,2000,,OL:OL119436W,The Amazing Adventures of Kavalier and Clay
0714e0c5ac378ac4,Top Ten Books,Martha Southgate,5,Stories of John Cheever,,1912-82,,K:a63cc765d5fe,Stories of John Cheever
6180ff7c72cc82f0,Top Ten Books,Martha Southgate,6,The Age of Grief,Jane Smiley,1987,,K:93826f95527b,The Age of Grief
e414c39308e3e1ab,Top Ten Books,Martha Southgate,7,The Feast of Love,Charles Baxter,2000,,K:551d456e5736,The Feast of Love
52d897eeaaed2eb3,Top Ten Books,Martha Southgate,8,As I Lay Dying,William Faulkner,1930,,OL:OL82929W,As I Lay Dying
bfbeaf2792293aa8,Top Ten Books,Martha Southgate,9,Harriet the Spy,Louise Fitzhugh,1964,,K:8536b3d2e012,Harriet the Spy
4bbfc894df493314,Top Ten Books,Martha Southgate,10,A Visit from the Goon Squad,Jennifer Egan,2010,,OL:OL15026613W,A Visit From the Goon Squad
3fc0a6ad32ce7bb5,Top Ten Books,Mary Gaitskill,1,Ulysses,James Joyce,1922,,OL:OL86318W,Ulysses
84f7664634d614aa,Top Ten Books,Mary Gaitskill,2,Lolita,Vladimir Nabokov,1955,,OL:OL627084W,Lolita
ebcc913af6cc8d73,Top Ten Books,Mary Gaitskill,3,Pale Fire,Vladimir Nabokov,1962,,OL:OL627081W,Pale Fire
ce0830b6e54b3114,Top Ten Books,Mary Gaitskill,4,Bleak House,Charles Dickens,1853,,OL:OL14868508W,Bleak House
