canonical_id,canonical_title,canonical_author,canonical_year,n_rows,n_voters,source_olids,derived_from
K:a66bfb050c76,The Oedipus trilogy,Sophocles,,2,2,,title_author_exact
OL:OL1337129W,"Right Ho, Jeeves",P. G. Wodehouse,1934,2,2,OL1337129W,olid_anchor
K:c157e7e9d2a1,The Regeneration trilogy,Pat Barker,1995,2,2,,title_author_exact
K:3dfab6fbfe3b,One Day in the Life of Ivan Denisovich,Alexander Solzhenitsyn,1962,2,2,,title_author_exact
K:5f7b8a8855e8,Airships,Barry Hannah,1978,2,2,,title_author_exact
OL:OL20938W,Mill on the Floss,George Eliot,1860,2,2,OL20938W,olid_anchor
OL:OL644386W,The Betrothed,Alessandro Manzoni,1827,2,2,OL644386W,olid_anchor
K:30993508b211,Native Son,Richard Wright,1945,2,2,,title_author_exact
K:aad10973ad30,An American Tragedy,Theodore Dreiser,1925,2,2,,title_author_exact
K:72452c900a94,Mike Mulligan and His Steam Shovel,Virginia Lee Burton,1939,2,2,,title_author_exact
K:b7e02ad45061,The Monster at the End of this Book,Jon Stone and Mike Smollin,1971,2,2,,title_author_exact
K:1e0203a3004c,Sylvester and the Magic Pebble,William Steig,1969,2,2,,title_author_exact
K:ab6325032b46,The Story of the Little Mole Who Went in Search of Whodunit,Werner Holzwarth and Wolf Erlbruch,1993,2,2,,title_author_exact
K:f5b2e8ed7aaf,Charlie the Tramp,Russell Hoban and Lillian Russell,1966,2,2,,title_author_exact
K:a32b529baa70,In the Night Kitchen,Maurice Sendak,1970,2,2,,title_author_exact
K:e58ea2747551,"Bark, George",Jules Feiffer,2000,2,2,,title_author_exact
K:f5c7d89b5b99,Friday Night At Hodges' Café,Tim Egan,1996,2,2,,title_author_exact
K:3217b8f0ad67,Frog and Toad,Arnold Lobel,,2,2,,title_author_exact
OL:OL15322W,The Baron in the Trees,Italo Calvino,1957,2,2,OL15322W,olid_anchor
OL:OL112623W,A High Wind in Jamaica,Richard Hughes,1929,2,2,OL112623W,olid_anchor
OL:OL463834W,Couples,John Updike,1968,2,2,OL463834W,olid_anchor
OL:OL2005224W,At Swim-Two-Birds,Flann O'Brien,1939,2,2,OL2005224W,olid_anchor
OL:OL240077W,The Private Memoirs and Confessions of a Justified Sinner,James Hogg,1824,2,2,OL240077W,olid_anchor
OL:OL2536262W,The Slaves of Solitude,Patrick Hamilton,1947,2,2,OL2536262W,olid_anchor
OL:OL457175W,The Satanic Verses,Salman Rushdie,1988,3,2,OL457175W,olid_anchor
K:8f7a8603bc7a,The Bacchae,Euripides,,2,2,,title_author_exact
OL:OL2276498W,Confessions of Zeno,Italo Svevo,1923,2,2,OL2276498W,olid_anchor
OL:OL2399772W,The Loser,Thomas Bernhard,1983,2,2,OL2399772W,olid_anchor
OL:OL1707618W,Oscar & Lucinda,Peter Carey,1988,2,2,OL1707618W,olid_anchor
OL:OL928455W,The Famished Road,Ben Okri,1991,2,2,OL928455W,olid_anchor
OL:OL2096536W,Watership Down,Richard Adams,1972,2,2,OL2096536W,olid_anchor
K:6782b3c089d0,The Screwtape Letters,C. S. Lewis,1942,2,2,,title_author_exact
K:111bd5114ad8,Nothing,Henry Green,1926,2,2,,title_author_exact
K:9a0ea9d7f91e,The Professor's House,Willa Cather,1925,2,2,,title_author_exact
K:050b9552feae,Clarissa,Samuel Richardson,,2,2,,title_author_exact
OL:OL1846845W,The Poisonwood Bible,Barbara Kingsolver,1998,2,2,OL1846845W,olid_anchor
OL:OL21025633W,Notes From the Underground,Fyodor Dostoevsky,1864,2,2,OL21025633W,olid_anchor
K:a54fc089b816,Stories of Mavis Gallant,,,1,2,,title_author_exact
OL:OL39108W,The Secret Agent,Joseph Conrad,1907,2,2,OL39108W,olid_anchor
OL:OL1855944W,Atonement,Ian McEwan,2001,2,2,OL1855944W,olid_anchor
OL:OL275946W,Black Boy,Richard Wright,1945,2,2,OL275946W,olid_anchor
K:3c196dac60d1,The stories of Andre Dubus,,,1,2,,title_author_exact
K:3b31f95c4a6f,Mildred Pierce,James M. Cain,1941,2,2,,title_author_exact
OL:OL14858723W,A Prayer for Owen Meany,John Irving,1989,2,2,OL14858723W,olid_anchor
K:1deae2d6a81c,Tropic of Cancer,Henry Miller,1934,2,2,,title_author_exact
K:c539f3784713,The Life of Pi,Yann Martel,2001,2,2,,title_author_exact
K:fed4131b3954,Doctor Faustus,Thomas Mann,1947,2,2,,title_author_exact
K:9b18dd743820,The Mayor of Casterbridge,Thomas Hardy,1886,2,2,,title_author_exact
OL:OL1326328W,The Black Prince,Iris Murdoch,1973,2,2,OL1326328W,olid_anchor
OL:OL506115W,Seize the Day,Saul Bellow,1956,2,2,OL506115W,olid_anchor
OL:OL847902W,I Served the King of England,Bohumil Hrabal,1971,2,2,OL847902W,olid_anchor
K:0ed1a323eb37,The Marquise of O— and Other Stories,Heinrich von Kleist,,2,2,,title_author_exact
OL:OL98585W,The Custom of the Country,Edith Wharton,1913,2,2,OL98585W,olid_anchor
K:fbee4c090e26,Stones for Ibarra,Harriet Doerr,1984,2,2,,title_author_exact
K:028967a6b1e9,Alias Grace,Margaret Atwood,1996,2,2,,title_author_exact
OL:OL1863530W,Lucky Jim,Kingsley Amis,1954,2,2,OL1863530W,olid_anchor
K:096e7d480771,The Once and Future King,T.H. White,1958,2,2,,title_author_exact
OL:OL5703422W,Jonathan Strange & Mr. Norrell,Susanna Clarke,2004,2,2,OL5703422W,olid_anchor
OL:OL43037384W,A Suitable Boy,Vikram Seth,1993,2,2,OL43037384W,olid_anchor
K:1cb501ee1776,The U.S.A. trilogy,John Dos Passos,1938,2,2,,title_author_exact
OL:OL498434W,The Castle,Franz Kafka,1926,2,2,OL498434W,olid_anchor
K:0bcd22fa5600,Hedda Gabler,Henrik Ibsen,1890,2,2,,title_author_exact
OL:OL47266W,The Maltese Falcon,Dashiell Hammett,1930,2,2,OL47266W,olid_anchor
K:79eacb04d3c3,London Fields,Martin Amis,1989,2,2,,title_author_exact
K:5ea8a38b90a2,The Raj Quartet,Paul Scott,,2,2,,title_author_exact
OL:OL798425W,The Time of the Doves,Mercè Rodoreda,1962,2,2,OL798425W,olid_anchor
OL:OL120601W,Two Serious Ladies,Jane Bowles,1943,2,2,OL120601W,olid_anchor
OL:OL17081245W,Those Who Leave and Those Who Stay,Elena Ferrante,2014,2,2,OL17081245W,olid_anchor
K:b21d24bb8eed,Either/Or: A Fragment of Life,Soren Kierkegaard,1843,2,2,,title_author_exact
OL:OL19667678W,Wise Blood,Flannery O'Connor,1952,2,2,OL19667678W,olid_anchor
OL:OL32195W,House of Leaves,Mark Z. Danielewski,2000,2,2,OL32195W,olid_anchor
OL:OL505439W,Under the Volcano,Malcolm Lowry,1947,2,2,OL505439W,olid_anchor
OL:OL74676W,Portnoy's Complaint,Philip Roth,1969,2,2,OL74676W,olid_anchor
OL:OL16547664W,Bring up the Bodies,Hilary Mantel,,2,2,OL16547664W,olid_anchor
OL:OL18020255W,Nora Webster,Colm Tóibín,,2,2,OL18020255W,olid_anchor
OL:OL26496349W,Tamarisk Row,Gerald Murnane,,2,2,OL26496349W;OL3128703W,olid_anchor
OL:OL23020966W,Small Things Like These,Claire Keegan,,2,2,OL23020966W,olid_anchor
OL:OL1308096W,Suite Française,Irène Némirovsky,,2,2,OL1308096W,olid_anchor
OL:OL8640095W,Pather Panchali,Bibhutibhushan Bandopadhyay,,2,2,OL8640095W,olid_anchor
OL:OL59798W,A Wizard of Earthsea,Ursula K. Le Guin,,2,2,OL59798W,olid_anchor
OL:OL35730490W,The Dark Is Rising,Susan Cooper,,2,2,OL35730490W;OL894245W,olid_anchor
OL:OL28988W,Northern Lights,Philip Pullman,,2,2,OL28988W,olid_anchor
OL:OL4321141W,The Secret History,Donna Tartt,,2,2,OL4321141W,olid_anchor
OL:OL16032925W,The Buddha of Suburbia,Hanif Kureishi,,2,2,OL16032925W;OL921378W,olid_anchor
OL:OL16607777W,Nw,Zadie Smith,,2,2,OL16607777W,olid_anchor
OL:OL17202418W,Station Eleven,Emily St. John Mandel,,2,2,OL17202418W,olid_anchor
OL:OL88877W,Maurice,E. M. Forster,,2,2,OL88877W,olid_anchor
OL:OL27052926W,Demon Copperhead,Barbara Kingsolver,,2,2,OL27052926W,olid_anchor
OL:OL1835957W,Fun Home,Alison Bechdel,,2,2,OL1835957W,olid_anchor
OL:OL573193W,Hunger,Knut Hamsun,,2,2,OL573193W,olid_anchor
OL:OL21784995W,If on a Winter's Night a Traveller,Italo Calvino,,2,2,OL21784995W;OL34026241W,olid_anchor
OL:OL3942386W,Palm-Wine Drinkard,Amos Tutuola,,2,2,OL3942386W,olid_anchor
OL:OL712025W,2666,Roberto Bolaño,,2,2,OL712025W,olid_anchor
OL:OL77746W,Anne of Green Gables,Lucy Maud Montgomery,,2,2,OL77746W,olid_anchor
OL:OL17616758W,The Sellout,Paul Beatty,,2,2,OL17616758W,olid_anchor
OL:OL53071W,The English Patient,Michael Ondaatje,,2,2,OL53071W,olid_anchor
OL:OL115647W,Possession,A. S. Byatt,,2,2,OL115647W,olid_anchor
OL:OL464517W,A Place of Greater Safety,Hilary Mantel,,2,2,OL464517W,olid_anchor
OL:OL25451958W,Eugene Onegin,Alexander Pushkin,,2,2,OL25451958W;OL623499W,olid_anchor
OL:OL81295W,Sons and Lovers,D. H. Lawrence,,2,2,OL81295W,olid_anchor
OL:OL20893680W,Piranesi,Susanna Clarke,,2,2,OL20893680W,olid_anchor
OL:OL482454W,Cloud Atlas,David Mitchell,,2,2,OL482454W,olid_anchor
OL:OL16805415W,Americanah,Chimamanda Ngozi Adichie,,2,2,OL16805415W,olid_anchor
OL:OL697431W,Wise Children,Angela Carter,,2,2,OL697431W,olid_anchor
OL:OL37832922W,We Have Always Lived in the Castle,Shirley Jackson,,2,2,OL37832922W,olid_anchor
OL:OL1888776W,The Millstone,Margaret Drabble,,2,2,OL1888776W,olid_anchor
OL:OL19663905W,Commonwealth,Ann Patchett,,2,2,OL19663905W,olid_anchor
OL:OL24314402W,Matrix,Lauren Groff,,2,2,OL24314402W,olid_anchor
OL:OL3991459W,The Bone People,Keri Hulme,,2,2,OL3991459W,olid_anchor
OL:OL2625431W,Kafka on the Shore,Haruki Murakami,,2,2,OL2625431W,olid_anchor
OL:OL1057179W,Swami and Friends,R. K. Narayan,,2,2,OL1057179W;OL43348053W,olid_anchor
OL:OL37582070W,Praiseworthy,Alexis Wright,,2,2,OL37582070W,olid_anchor
OL:OL2163649W,The Hitch Hiker's Guide to the Galaxy,Douglas Adams,,2,2,OL2163649W,olid_anchor
OL:OL26435W,The Girls of Slender Means,Muriel Spark,,2,2,OL26435W;OL43044532W,olid_anchor
OL:OL74293W,Riddley Walker,Russell Hoban,,2,2,OL74293W,olid_anchor
OL:OL3958403W,Paradise,Abdulrazak Gurnah,,2,2,OL3958403W,olid_anchor
OL:OL931688W,Lives of Girls and Women,Alice Munro,,2,2,OL931688W,olid_anchor
OL:OL39379W,A Room of One's Own,Virginia Woolf,,2,2,OL39379W,olid_anchor
OL:OL107195W,The Pilgrim's Progress,John Bunyan,,2,2,OL107195W,olid_anchor
OL:OL17764836W,Human Acts,Han Kang,,2,2,OL17764836W,olid_anchor
OL:OL21678662W,Afterlives,Abdulrazak Gurnah,,2,2,OL21678662W,olid_anchor
OL:OL1875009W,Gilead,Marilynne Robinson,,2,2,OL1875009W,olid_anchor
OL:OL1449782W,All Our Yesterdays,Natalia Ginzburg,,2,2,OL1449782W,olid_anchor
OL:OL1103093W,Cranford,Elizabeth Gaskell,,2,2,OL1103093W,olid_anchor
OL:OL506116W,The Adventures of Augie March,Saul Bellow,,2,2,OL506116W,olid_anchor
OL:OL11728724W,Too Loud a Solitude,Bohumil Hrabal,,2,2,OL11728724W;OL25110842W,olid_anchor
OL:OL11690127W,The Memory Police,Yoko Ogawa,,2,2,OL11690127W,olid_anchor
OL:OL1715276W,"Life, a User's Manual",Georges Perec,,2,2,OL1715276W,olid_anchor
OL:OL17370186W,A Little Life,Hanya Yanagihara,,2,2,OL17370186W,olid_anchor
OL:OL27905681W,Siddhartha,Hermann Hesse,,2,2,OL27905681W;OL872932W,olid_anchor
OL:OL112769W,"Lolly Willowes, Or, the Loving Huntsman",Sylvia Townsend Warner,,2,2,OL112769W,olid_anchor
OL:OL32028W,Who Will Run the Frog Hospital?,Lorrie Moore,,2,2,OL32028W,olid_anchor
OL:OL16810448W,Life After Life,Kate Atkinson,,2,2,OL16810448W,olid_anchor
OL:OL1437339W,The Tartar Steppe,Dino Buzzati,,2,2,OL1437339W,olid_anchor
OL:OL26427W,Loitering With Intent,Muriel Spark,,2,2,OL26427W,olid_anchor
OL:OL15196311W,The Piano Teacher,Elfriede Jelinek,,2,2,OL15196311W,olid_anchor
OL:OL23199W,Cannery Row,John Steinbeck,,2,2,OL23199W,olid_anchor
OL:OL20877028W,Restoration,Rose Tremain,,2,2,OL20877028W;OL477540W,olid_anchor
OL:OL37572547W,The Safekeep,Yael van der Wouden,,2,2,OL37572547W,olid_anchor
OL:OL55238W,The Book of Daniel,E. L. Doctorow,,2,2,OL55238W,olid_anchor
OL:OL1244914W,La Princesse De Cleves,Madame de La Fayette,,2,2,OL1244914W;OL12854838W,olid_anchor
OL:OL17873642W,Outline,Rachel Cusk,,2,2,OL17873642W,olid_anchor
OL:OL671818W,The Dirty Dust,Máirtín Ó Cadhain,,2,2,OL671818W,olid_anchor
K:cc83b0188ed4,The Confidence-Man: His Masquerade,Herman Melville,1857,1,1,,title_author_exact
K:d47d8cd099f0,The Book of Evidence,John Banville,1989,1,1,,title_author_exact
K:8a9c82a087df,The Lost Father,Mona Simpson,1992,1,1,,title_author_exact
K:ffa3f721b881,Sergeant Getulio,João Ubaldo Ribeiro,1971,1,1,,title_author_exact
K:1a0c06d3d2a9,Closely Watched Trains,Bohumil Hrabal,1965,1,1,,title_author_exact
K:d5233d03a440,Olive Kitteridge,Elizabeth Strout,2008,1,1,,title_author_exact
K:3514747cc632,Edwin Mullhouse : The Life and Death of an American Writer 1943-1954 by Jeffrey Cartwright,Steven Millhauser,1972,1,1,,title_author_exact
K:4887539c2e6c,Anywhere but Here,Mona Simpson,1986,1,1,,title_author_exact
K:8af4cd2c59d0,Save Me the Waltz,Zelda Fitzgerald,1934,1,1,,title_author_exact
K:79ce80bb8360,The World According to Garp,John Irving,1978,1,1,,title_author_exact
K:7caeae871bb0,A Sportsman's Notebook,Ivan Turgenev,1852,1,1,,title_author_exact
K:fc982ab632c4,A Personal Matter,Kenzaburo Oë,1969,1,1,,title_author_exact
K:0b5a2838b308,Henry V,William Shakespeare,1599,1,1,,title_author_exact
K:f0a6ce516e75,Hombre,Elmore Leonard,1961,1,1,,title_author_exact
K:dc15508e1ca2,Oryx and Crake,Margaret Atwood,2003,1,1,,title_author_exact
K:d27ac1dd1b67,Montana 1948,Larry Watson,1993,1,1,,title_author_exact
K:46d79f6e7173,A Fan’s Notes,Frederick Exley,1968,1,1,,title_author_exact
K:d36692a00746,True Grit,Charles Portis,1968,1,1,,title_author_exact
K:dd4cd6f4f20e,Clockers,Richard Price,1992,1,1,,title_author_exact
K:efbff58fd7a8,Pricksongs & Descants,Robert Coover,1969,1,1,,title_author_exact
K:6417f1b08a9e,The Railway Children,E. Nesbit,1906,1,1,,title_author_exact
K:4c60eb382dfb,JR,William Gaddis,1975,1,1,,title_author_exact
K:dc6a20c417be,Voyage of the 'Dawn Treader',C. S. Lewis,1952,1,1,,title_author_exact
K:6e30a694fd3c,The Lorax,Dr,1971,1,1,,title_author_exact
K:8ef0f612f76c,The War with the Newts,Karel Capek,1936,1,1,,title_author_exact
K:6a5199e9f862,Auto-da-Fé,Elias Canetti,1935,1,1,,title_author_exact
K:896212b4cae6,Red the Fiend,Gilbert Sorrentino,1995,1,1,,title_author_exact
K:2eac8d90cd3c,Masquerade and Other Stories,Robert Walser,,1,1,,title_author_exact
K:5de38993394d,"Goodbye, Columbus",Philip Roth,1959,1,1,,title_author_exact
K:c38bae3f9782,The Way of All Flesh,Samuel Butler,1903,1,1,,title_author_exact
K:90e7c6ad9946,Cane,Jean Toomer,1923,1,1,,title_author_exact
K:ddb8f05c3627,A Clockwork Orange,Anthony Burgess,1962,1,1,,title_author_exact
K:ec96ab3c1683,Angle of Repose,Wallace Stegner,1971,1,1,,title_author_exact
K:5e80ea6b9d08,Bluebeard,Kurt Vonnegut,1987,1,1,,title_author_exact
K:648d96119cba,Rabbit Angstrom,,,1,1,,title_author_exact
K:7e9d771efef0,"Rabbit, Run",,1960,1,1,,title_author_exact
K:e52d3ae438d6,Rabbit Redux,,1971,1,1,,title_author_exact
K:3c7530217d1d,Rabbit Is Rich,,1981,1,1,,title_author_exact
K:f409150e2aca,Rabbit at Rest,,1990,1,1,,title_author_exact
K:f4b1dfef3b9c,Tell Me a Riddle,Tillie Olsen,1961,1,1,,title_author_exact
K:4c91ce3a8a63,Works of William Shakespeare,,,1,1,,title_author_exact
K:ee0cb4357f1c,The Thin Man,Dashiell Hammett,1932,1,1,,title_author_exact
K:1e17977a66bd,Parables and Paradoxes,Franz Kafka,1935,1,1,,title_author_exact
K:01d151000e8d,Fiskadoro,Denis Johnson,1985,1,1,,title_author_exact
K:1553218ce7b2,The Messiah of Stockholm,Cynthia Ozick,1987,1,1,,title_author_exact
K:db767ae52941,Lucy,Jamaica Kincaid,1990,1,1,,title_author_exact
K:dc60bff5362f,V.,Thomas Pynchon,1963,1,1,,title_author_exact
K:bd7c5b4ada3f,The White Album,Joan Didion,1979,1,1,,title_author_exact
K:62b0567b695e,Last Exit to Brooklyn,Hubert Selby,1964,1,1,,title_author_exact
K:252d8e6a371c,Stories of Carson McCullers,,,1,1,,title_author_exact
K:8ea95c8da16e,Long Day’s Journey into Night,Eugene O’Neill,1956,1,1,,title_author_exact
K:efb5a50a426d,The Prelude,William Wordsworth,,1,1,,title_author_exact
K:f9197dea01cf,Casa Guidi Windows,Elizabeth Barrett Browning,1851,1,1,,title_author_exact
K:338726f56a1d,The Giving Tree,Shel Silverstein,1964,1,1,,title_author_exact
K:5ffdad6601d4,Bertha,,1959,1,1,,title_author_exact
K:b874087092e5,Blithe Spirit,Noël Coward,1941,1,1,,title_author_exact
K:3bfa59d800c0,Sullivan's Travels,Preston Sturges,1941,1,1,,title_author_exact
K:40bee612acba,The Lady Eve,Preston Sturges,1941,1,1,,title_author_exact
K:30e8803d77f0,The Palm Beach Story,Preston Sturges,1942,1,1,,title_author_exact
K:424e6fcde8db,When I Grow Too Old to Dream,Oscar Hammerstein,1935,1,1,,title_author_exact
K:155118d6152f,Seven Pillars of Wisdom,T. E. Lawrence,1925,1,1,,title_author_exact
K:7aacbb2da237,Man’s Fate,André Malraux,1933,1,1,,title_author_exact
K:c5bdc240b49e,Black Lamb and Grey Falcon: A Journey Through Yugoslavia,Rebecca West,1941,1,1,,title_author_exact
K:8454daa94c7a,Darkness at Noon,Arthur Koestler,1940,1,1,,title_author_exact
K:4572192529ff,Homage to Catalonia,George Orwell,1940,1,1,,title_author_exact
K:214345a72a1d,Kaputt,Curzio Malaparte,1944,1,1,,title_author_exact
K:a84147873529,Kidnapped,Robert Louis Stevenson,1886,1,1,,title_author_exact
K:ce25ec2e8db5,The Europeans,Henry James,1878,1,1,,title_author_exact
K:c446848d2470,The English Teacher,R. K. Narayan,1945,1,1,,title_author_exact
K:a5ad8b76cc3f,Fahrenheit 451,Ray Bradbury,1953,1,1,,title_author_exact
K:ba0db5877d24,Gaudy Night,Dorothy L. Sayers,1935,1,1,,title_author_exact
K:234979824b21,Daybook: The Journey of an Artist,Anne Truitt,1982,1,1,,title_author_exact
K:ae686b9f3f5e,The Birthday Party,Harold Pinter,1958,1,1,,title_author_exact
K:47e0fe1f5575,The Homecoming,Harold Pinter,1965,1,1,,title_author_exact
K:2f9cd8e7abef,The Zoo Story,,1958,1,1,,title_author_exact
K:4fa2340b7789,Bullet Park,John Cheever,1967,1,1,,title_author_exact
K:ad9ddab46bc3,Disturbing the Peace,Richard Yates,1975,1,1,,title_author_exact
K:dd6318e3c408,Manchild in the Promised Land,Claude Brown,1965,1,1,,title_author_exact
K:eec2f45b4e0a,The Loved One,Evelyn Waugh,1948,1,1,,title_author_exact
K:23ded9392b69,Flat Stanley,Jeff Brown,1964,1,1,,title_author_exact
K:0b1ced26bddf,The Blazing World,Siri Hustvedt,2014,1,1,,title_author_exact
K:b6a27884a317,Survival in Auschwitz,Primo Levi,1947,1,1,,title_author_exact
K:0a09f6895a0f,The Lottery and Other Stories,Shirley Jackson,,1,1,,title_author_exact
K:7fdb16d0611a,The Stone Diaries,Carol Shields,1995,1,1,,title_author_exact
K:84f983ef2571,The Beggar Maid,Alice Munro,1978,1,1,,title_author_exact
K:311923238ca3,The Plot Against America,Philip Roth,,1,1,,title_author_exact
K:d9591b1f5d49,Fancies and Goodnights,John Collier,1951,1,1,,title_author_exact
K:2e6a85d46d4c,Larry's Party,Carol Shields,1997,1,1,,title_author_exact
K:8af39279a369,Don't Let's Go to the Dogs Tonight,Alexandra Fuller,2001,1,1,,title_author_exact
K:adfba3021149,Lies of Silence,Brian Moore,1990,1,1,,title_author_exact
K:d9e576e5e9b8,Cal,Bernard MacLaverty,1983,1,1,,title_author_exact
K:a3fdf9ab88d1,That Night,Alice McDermott,1987,1,1,,title_author_exact
K:42fc701268b1,The Human Stain,Philip Roth,2000,1,1,,title_author_exact
K:5e6a219f1f98,Wheat That Springeth Green,J. F. Powers,1975,1,1,,title_author_exact
K:0b6de2d1f716,The Adventures of Tom Sawyer,Mark Twain,1876,1,1,,title_author_exact
K:d99a5155c78c,The Black Book,Orhan Pamuk,1990,1,1,,title_author_exact
K:7218170b4f39,The haiku of Matsuo Basho,,,1,1,,title_author_exact
K:980abe074752,"I, Claudius",Robert Graves,1934,1,1,,title_author_exact
K:0fefe015723f,The Story of the Stone,Cao Xueqin,,1,1,,title_author_exact
K:57af164fa280,Eleven Kinds of Loneliness,Richard Yates,1962,1,1,,title_author_exact
K:9eeeeadbc8c1,Life: A User’s Manual,Georges Perec,1978,1,1,,title_author_exact
K:22d8a45acf9c,The Three Musketeers,Alexandre Dumas,1844,1,1,,title_author_exact
K:44a6e161192f,Mother's Milk,Edward St,2006,1,1,,title_author_exact
K:e544d536217c,Patrimony,Philip Roth,1991,1,1,,title_author_exact
K:02b36d7b19db,The Road to Wellville,T.C. Boyle,1993,1,1,,title_author_exact
K:39ac4c40de96,The Confessions of Nat Turner,William Styron,1967,1,1,,title_author_exact
K:f5c99485bebc,Rites of Passage,William Golding,1980,1,1,,title_author_exact
K:965aa95cc729,The Rime of the Ancient Mariner,Samuel Taylor Coleridge,1798,1,1,,title_author_exact
K:b71de4b4c34d,Impressions of Africa,Raymond Roussel,1910,1,1,,title_author_exact
K:1b84fbb9cd5b,Correction,Thomas Bernhard,1975,1,1,,title_author_exact
K:a18626111ae6,Stories and Texts for Nothing,Samuel Beckett,1955,1,1,,title_author_exact
K:13778f54d567,Woman Hollering Creek,Sandra Cisneros,1991,1,1,,title_author_exact
K:afe7479aaf9f,Dhalgren,Samuel R. Delany,1974,1,1,,title_author_exact
K:5e444245aa75,Dawn,Octavia Butler,1987,1,1,,title_author_exact
K:2c5e83e0ac55,Texaco,Patrick Chamoiseau,1992,1,1,,title_author_exact
K:e50b74904533,The Woman Warrior,Maxine Hong Kingston,1976,1,1,,title_author_exact
K:7787f9851a27,Distant Star,Roberto Bolaño,1996,1,1,,title_author_exact
K:c4f21abbbc5f,The Children's Bach,Helen Garner,1984,1,1,,title_author_exact
K:d0df8db93983,Train Dreams,Denis Johnson,2011,1,1,,title_author_exact
K:6271ee36187d,Binocular Vision: New and Selected Short Stories,Edith Pearlman,2011,1,1,,title_author_exact
K:231bca317353,Lucy Gayheart,Willa Cather,1935,1,1,,title_author_exact
K:0dc8a61b0116,McKay's Bees,Thomas McMahon,1979,1,1,,title_author_exact
K:baf4e47c178b,The Little Disturbances of Man,Grace Paley,1959,1,1,,title_author_exact
K:8e2c404ad22c,Starting Out in the Evening,Brian Morton,1997,1,1,,title_author_exact
K:ecda3b6d23cc,My Life and Other Stories,Anton Chekhov,,1,1,,title_author_exact
K:ca1e830c3408,Collected Poems of Elizabeth Bishop,,,1,1,,title_author_exact
OL:OL5721472W,Scoop,Evelyn Waugh,1938,2,1,OL5721472W,olid_anchor
K:3b88c3e85b6a,The Life of Henri Brulard,Stendhal,1890,1,1,,title_author_exact
K:9104123dca5b,The Bottle Factory Outing,Beryl Bainbridge,1974,1,1,,title_author_exact
K:66969004ba8b,The Death of A Beekeeper,Lars Gustafsson,1978,1,1,,title_author_exact
K:0698a31697cc,Wolf Whistle,Lewis Nordan,1993,1,1,,title_author_exact
K:307944949e96,With,Donald Harrington,2004,1,1,,title_author_exact
K:7e4cb1cf59ac,Taking Care,Joy Williams,1982,1,1,,title_author_exact
K:1dc5ba74ec0c,The Comedians,Graham Greene,1966,1,1,,title_author_exact
K:3a143b2c0545,Ninety-two in the Shade,Thomas McGuane,1973,1,1,,title_author_exact
K:1f288c612b3c,Phineas Finn: The Irish Member,Anthony Trollope,1869,1,1,,title_author_exact
K:2269bb9ee4d7,Pictures from an Institution,Randall Jarrell,1954,1,1,,title_author_exact
K:e7524b57d0d3,Adolphe,Benjamin Constant,1816,1,1,,title_author_exact
K:d2e22cdb10e6,Anton Reiser,Karl Philipp Moritz,,1,1,,title_author_exact
K:d1f9c293a49b,The Golovlyev Family,Mikhail Saltykov,1876,1,1,,title_author_exact
K:cd83dfc92563,The Tale of the Genji,Shikibu Murasaki,,1,1,,title_author_exact
K:20113bd8060f,The Dukays,Lajos Zilahy,1949,1,1,,title_author_exact
K:2118bf5ef223,Effi Briest,Theodor Fontane,1896,1,1,,title_author_exact
K:fec9ed81ecd9,The Maias,Eca de Queiroz,1888,1,1,,title_author_exact
K:db109b1e87a7,Bhagavadgita,,,1,1,,title_author_exact
K:128cdaa33246,Mahabharata,,,1,1,,title_author_exact
K:b691062fe51f,Galpo Guccho,Rabindranath Tagore,1912,1,1,,title_author_exact
K:4c98833a4f69,The Selected Poems of Pablo Neruda,,1970,1,1,,title_author_exact
K:2a36d724bd0a,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,1997,1,1,,title_author_exact
K:08cd5694dbf4,The Executioner's Song,Norman Mailer,1979,1,1,,title_author_exact
K:99a3f7848da8,The Quiet American,Graham Greene,1956,1,1,,title_author_exact
K:ab419a1d43cc,Jazz,Toni Morrison,1992,1,1,,title_author_exact
K:0906563c5cec,Stop-Time,Frank Conroy,1967,1,1,,title_author_exact
K:560a5a213fc5,Saturday,Ian McEwan,2005,1,1,,title_author_exact
K:a90d7fbfdbe6,Sleepless Nights,Elizabeth Hardwick,1979,1,1,,title_author_exact
K:7ebf1ebfbc39,Speedboat,Renata Adler,1976,1,1,,title_author_exact
K:89f0af62ddc6,The Furies,Janet Hobhouse,1993,1,1,,title_author_exact
K:431d0058d78e,Beautiful Ruins,Jess Walter,2013,1,1,,title_author_exact
K:4d5d604ff4ca,Runaway,Alice Munro,2004,1,1,,title_author_exact
K:7b9f9939d12b,The Book of Laughter and Forgetting,Milan Kundera,1978,1,1,,title_author_exact
K:084e65163770,The Green House,Mario Vargas Llosa,1965,1,1,,title_author_exact
K:e755c669d849,Dune,Frank Herbert,1965,1,1,,title_author_exact
K:3b1ea60fa0c9,Red Dragon,Thomas Harris,1981,1,1,,title_author_exact
K:b16667acb539,The Thin Red Line,James Jones,1962,1,1,,title_author_exact
K:37f1230ecf68,Fear of Flying,Erica Jong,1973,1,1,,title_author_exact
K:1a1889c95894,The Silence of the Lambs,Thomas Harris,1988,1,1,,title_author_exact
K:21a1935dbe9f,Stranger in a Strange Land,Robert A. Heinlein,1961,1,1,,title_author_exact
