canonical_id,canonical_title,canonical_author,canonical_year,n_rows,n_voters,source_olids,derived_from
OL:OL12996734W,The Ice Palace,Tarjei Vesaas,,1,1,OL12996734W,olid_anchor
OL:OL60148W,Fire and Hemlock,Diana Wynne Jones,,1,1,OL60148W,olid_anchor
OL:OL20026655W,The Lie Tree,Frances Hardinge,,1,1,OL20026655W,olid_anchor
OL:OL1930756W,The Hounds of the Morrigan,Pat O'Shea,,1,1,OL1930756W,olid_anchor
OL:OL457172W,Haroun and the Sea of Stories,Salman Rushdie,,1,1,OL457172W,olid_anchor
OL:OL2539795W,The Slap,Christos Tsiolkas,,1,1,OL2539795W,olid_anchor
OL:OL8026340W,The Cider House Rules,John Irving,,1,1,OL8026340W,olid_anchor
OL:OL27442749W,Cloudstreet,Tim Winton,,1,1,OL27442749W,olid_anchor
OL:OL505944W,The Razor's Edge,William Somerset Maugham,,1,1,OL505944W,olid_anchor
OL:OL471932W,The Murder of Roger Ackroyd,Agatha Christie,,1,1,OL471932W,olid_anchor
OL:OL1326310W,"The Sea, the Sea",Iris Murdoch,,1,1,OL1326310W,olid_anchor
OL:OL1921191W,Falling Man,Don DeLillo,,1,1,OL1921191W,olid_anchor
OL:OL166482W,The Affirmation,Christopher Priest,,1,1,OL166482W,olid_anchor
OL:OL13632840W,Darkmans,Nicola Barker,,1,1,OL13632840W,olid_anchor
OL:OL17921667W,Family Life,Akhil Sharma,,1,1,OL17921667W,olid_anchor
OL:OL1822527W,Sag Harbor,Colson Whitehead,,1,1,OL1822527W,olid_anchor
OL:OL2897798W,Watchmen,Alan Moore,,1,1,OL2897798W,olid_anchor
OL:OL20032812W,Problems,Jade Sharma,,1,1,OL20032812W,olid_anchor
OL:OL501810W,Breath,Tim Winton,,1,1,OL501810W,olid_anchor
OL:OL17635446W,Exit West,Mohsin Hamid,,1,1,OL17635446W,olid_anchor
OL:OL2056818W,Maus,Art Spiegelman,,1,1,OL2056818W,olid_anchor
OL:OL28856510W,Bee Sting,Paul Murray,,1,1,OL28856510W,olid_anchor
OL:OL42396177W,Stag Dance,Torrey Peters,,1,1,OL42396177W,olid_anchor
OL:OL11295370W,Trout Fishing in America,Richard Brautigan,,1,1,OL11295370W,olid_anchor
OL:OL11221642W,Union Street,Pat Barker,,1,1,OL11221642W,olid_anchor
OL:OL1812933W,American Psycho,Bret Easton Ellis,,1,1,OL1812933W,olid_anchor
OL:OL15706660W,Something Happened,Joseph Heller,,1,1,OL15706660W,olid_anchor
OL:OL14934891W,Summertime,J. M. Coetzee,,1,1,OL14934891W,olid_anchor
OL:OL98454W,Cat's Cradle,Kurt Vonnegut,,1,1,OL98454W,olid_anchor
OL:OL857552W,Conversation in the Cathedral,Mario Vargas Llosa,,1,1,OL857552W,olid_anchor
OL:OL1682158W,Leviathan,Paul Auster,,1,1,OL1682158W,olid_anchor
OL:OL36506504W,James,Percival L. Everett,,1,1,OL36506504W,olid_anchor
OL:OL11927W,The Golden Gate,Vikram Seth,,1,1,OL11927W,olid_anchor
OL:OL754948W,Wittgenstein's Mistress,David Markson,,1,1,OL754948W,olid_anchor
OL:OL1139069W,Oblomov,Ivan Aleksandrovich Goncharov,,1,1,OL1139069W,olid_anchor
OL:OL14857300W,Boredom,Alberto Moravia,,1,1,OL14857300W,olid_anchor
OL:OL35997793W,Aunt Julia and the Script-Writer,Mario Vargas Llosa,,1,1,OL35997793W,olid_anchor
OL:OL19926957W,Strange Tales From a Chinese Studio,Pu Songling,,1,1,OL19926957W,olid_anchor
OL:OL5846570W,The Translator,Leila Aboulela,,1,1,OL5846570W,olid_anchor
OL:OL816266W,Marabou Stork Nightmares,Irvine Welsh,,1,1,OL816266W,olid_anchor
OL:OL3958400W,By the Sea,Abdulrazak Gurnah,,1,1,OL3958400W,olid_anchor
OL:OL37871715W,Home to Harlem,Claude McKay,,1,1,OL37871715W,olid_anchor
OL:OL20914620W,Telephone,Percival L. Everett,,1,1,OL20914620W,olid_anchor
OL:OL14861047W,The Wings of a Dove,Henry James,,1,1,OL14861047W,olid_anchor
OL:OL11376124W,Tarka the Otter,Henry Williamson,,1,1,OL11376124W,olid_anchor
OL:OL16846W,The Information,Martin Amis,,1,1,OL16846W,olid_anchor
OL:OL258416W,The Bridge on the Drina,Ivo Andrić,,1,1,OL258416W,olid_anchor
OL:OL48286W,The Alexandria Quartet ,Lawrence Durrell,,1,1,OL48286W,olid_anchor
OL:OL1980233W,Pig Earth,John Berger,,1,1,OL1980233W,olid_anchor
OL:OL35358393W,By Grand Central Station I Sat Down and Wept,Elizabeth Smart,,1,1,OL35358393W,olid_anchor
OL:OL26743128W,Zone,Mathias Enard,,1,1,OL26743128W,olid_anchor
OL:OL100040W,Omeros,Derek Walcott,,1,1,OL100040W,olid_anchor
OL:OL545415W,Tree of Smoke,Denis Johnson,,1,1,OL545415W,olid_anchor
OL:OL26004554W,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,,1,1,OL26004554W,olid_anchor
OL:OL260101W,The Tenant of Wildfell Hall,Anne Brontë,,1,1,OL260101W,olid_anchor
OL:OL466987W,The Tale of the 1002nd Night,Joseph Roth,,1,1,OL466987W,olid_anchor
OL:OL3032583W,Journey by Moonlight,Antal Szerb,,1,1,OL3032583W,olid_anchor
OL:OL20844W,Red Badge of Courage,Stephen Crane,,1,1,OL20844W,olid_anchor
OL:OL3412512W,The Recognitions,William Gaddis,,1,1,OL3412512W,olid_anchor
OL:OL17635834W,Lincoln in the Bardo,George Saunders,,1,1,OL17635834W,olid_anchor
OL:OL471565W,And Then There Were None,Agatha Christie,,1,1,OL471565W,olid_anchor
OL:OL17762217W,Pachinko,Min Jin Lee,,1,1,OL17762217W,olid_anchor
OL:OL1815834W,Possessing the Secret of Joy,Alice Walker,,1,1,OL1815834W,olid_anchor
OL:OL19721019W,In the Distance,Hernán Díaz,,1,1,OL19721019W,olid_anchor
OL:OL1636262W,The Phantom Tollbooth,Norton Juster,,1,1,OL1636262W,olid_anchor
OL:OL836970W,The Third Lie,Ágota Kristóf,,1,1,OL836970W,olid_anchor
OL:OL28192620W,Promise at Dawn,Romain Gary,,1,1,OL28192620W,olid_anchor
OL:OL23105227W,In Diamond Square,Mercè Rodoreda,,1,1,OL23105227W,olid_anchor
OL:OL8061279W,One Thousand and One Nights,Scheherazade,,1,1,OL8061279W,olid_anchor
OL:OL25437676W,June Rain,Jabbour Douaihy,,1,1,OL25437676W,olid_anchor
OL:OL1603637W,Men in the Sun and Other Palestinian Stories,Ghassan Kanafani,,1,1,OL1603637W,olid_anchor
OL:OL13648915W,The Book of Night Women,Marlon James,,1,1,OL13648915W,olid_anchor
OL:OL20384700W,Ghost Wall,Sarah Moss,,1,1,OL20384700W,olid_anchor
OL:OL2504658W,The Joys of Motherhood,Buchi Emecheta,,1,1,OL2504658W,olid_anchor
OL:OL2645473W,Quicksand,Nella Larsen,,1,1,OL2645473W,olid_anchor
OL:OL20799434W,The Vanishing Half,Brit Bennett,,1,1,OL20799434W,olid_anchor
OL:OL19753331W,Ordinary People,Diana Evans,,1,1,OL19753331W,olid_anchor
OL:OL103123W,Farenheit 451,Ray Bradbury,,1,1,OL103123W,olid_anchor
OL:OL20642211W,"To Be Taught, If Fortunate",Becky Chambers,,1,1,OL20642211W,olid_anchor
OL:OL2917008W,Gormenghast,Mervyn Peake,,1,1,OL2917008W,olid_anchor
OL:OL27420W,Blindness,José Saramago,,1,1,OL27420W,olid_anchor
OL:OL26398W,Memento Mori,Muriel Spark,,1,1,OL26398W,olid_anchor
OL:OL43775W,Samskara,U. R. Anantha Murthy,,1,1,OL43775W,olid_anchor
OL:OL2009183W,Sport and a Pastime,James Salter,,1,1,OL2009183W,olid_anchor
OL:OL2465642W,The Sportswriter,Richard Ford,,1,1,OL2465642W,olid_anchor
OL:OL15210983W,Molloy,Samuel Beckett,,1,1,OL15210983W,olid_anchor
OL:OL10429255W,Caught,Henry Green,,1,1,OL10429255W,olid_anchor
OL:OL2085293W,The Spiral Ascent,Edward Upward,,1,1,OL2085293W,olid_anchor
OL:OL1206495W,Elders and Betters,Ivy Compton-Burnett,,1,1,OL1206495W,olid_anchor
OL:OL35623W,Parable of the Sower,Octavia E. Butler,,1,1,OL35623W,olid_anchor
OL:OL1970213W,The Birthday Boys,Beryl Bainbridge,,1,1,OL1970213W,olid_anchor
OL:OL3171069W,The Haunting of Hill House,Shirley Jackson,,1,1,OL3171069W,olid_anchor
OL:OL136820W,The Garden of the Finzi-Continis,Giorgio Bassani,,1,1,OL136820W,olid_anchor
OL:OL16672348W,All That Is,James Salter,,1,1,OL16672348W,olid_anchor
OL:OL551015W,Fingersmith,Sarah Waters,,1,1,OL551015W,olid_anchor
OL:OL1863359W,Felicia's Journey,William Trevor,,1,1,OL1863359W,olid_anchor
OL:OL14919676W,Strangers,Anita Brookner,,1,1,OL14919676W,olid_anchor
OL:OL553752W,American Tabloid,James Ellroy,,1,1,OL553752W,olid_anchor
OL:OL7920206W,Titus Groan,Mervyn Peake,,1,1,OL7920206W,olid_anchor
OL:OL15723133W,Smiley's People,John le Carré,,1,1,OL15723133W,olid_anchor
OL:OL262505W,The Valley of Fear,Arthur Conan Doyle,,1,1,OL262505W,olid_anchor
OL:OL15008W,The Collector,John Fowles,,1,1,OL15008W,olid_anchor
OL:OL29907510W,Sorrows of Young Werther,Johann Wolfgang von Goethe,,1,1,OL29907510W,olid_anchor
OL:OL52449W,Elective Affinities,Johann Wolfgang von Goethe,,1,1,OL52449W,olid_anchor
OL:OL16938494W,Simplicissimus,Hans Jakob Christoffel von Grimmelshausen,,1,1,OL16938494W,olid_anchor
OL:OL8193478W,The Adventures of Oliver Twist,Charles Dickens,,1,1,OL8193478W,olid_anchor
OL:OL1940374W,Trilby,George du Maurier,,1,1,OL1940374W,olid_anchor
OL:OL30274067W,Roxana,Daniel Defoe,,1,1,OL30274067W,olid_anchor
OL:OL13116995W,The Monk,Matthew Gregory Lewis,,1,1,OL13116995W,olid_anchor
OL:OL109871W,The Way We Live Now,Anthony Trollope,,1,1,OL109871W,olid_anchor
OL:OL64465W,Point Counter Point,Aldous Huxley,,1,1,OL64465W,olid_anchor
OL:OL106079W,Stamboul Train,Graham Greene,,1,1,OL106079W,olid_anchor
OL:OL1921184W,The Names,Don DeLillo,,1,1,OL1921184W,olid_anchor
OL:OL1858636W,Voyage in the Dark,Jean Rhys,,1,1,OL1858636W,olid_anchor
OL:OL59794W,Earthsea,Ursula K. Le Guin,,1,1,OL59794W,olid_anchor
OL:OL863735W,The Heart of Midlothian,Walter Scott,,1,1,OL863735W,olid_anchor
OL:OL52114W,The War of the Worlds,H. G. Wells,,1,1,OL52114W,olid_anchor
OL:OL166496W,The Inverted World,Christopher Priest,,1,1,OL166496W,olid_anchor
OL:OL17062866W,Citizen,Claudia Rankine,,1,1,OL17062866W,olid_anchor
OL:OL547745W,Bridget Jones's Diary,Helen Fielding,,1,1,OL547745W,olid_anchor
OL:OL25516127W,Nightcrawling,Leila Mottley,,1,1,OL25516127W,olid_anchor
OL:OL36045730W,Where We Come From,Oscar Casares,,1,1,OL36045730W,olid_anchor
OL:OL21671152W,Poor,Caleb Femi,,1,1,OL21671152W,olid_anchor
OL:OL4126109W,Noughts & Crosses,Malorie Blackman,,1,1,OL4126109W,olid_anchor
OL:OL2191789W,Sister Outsider,Audre Lorde,,1,1,OL2191789W,olid_anchor
OL:OL36270985W,House on the Borderland,William Hope Hodgson,,1,1,OL36270985W,olid_anchor
OL:OL11294796W,The Journal of Albion Moonlight,Kenneth Patchen,,1,1,OL11294796W,olid_anchor
OL:OL2066160W,The Spider's House,Paul Bowles,,1,1,OL2066160W,olid_anchor
OL:OL26414465W,Who Was Changed and Who Was Dead,Barbara Comyns,,1,1,OL26414465W,olid_anchor
OL:OL1326349W,The Unicorn,Iris Murdoch,,1,1,OL1326349W,olid_anchor
OL:OL7171684W,Europe After the Rain,Alan Burns,,1,1,OL7171684W,olid_anchor
OL:OL27820956W,After Sappho,Selby Wynn Schwartz,,1,1,OL27820956W,olid_anchor
OL:OL55221W,A Flag for Sunrise,Robert Stone,,1,1,OL55221W,olid_anchor
OL:OL1855887W,The Child in Time,Ian McEwan,,1,1,OL1855887W,olid_anchor
OL:OL7180368W,The Decameron of Boccaccio,Giovanni Boccaccio,,1,1,OL7180368W,olid_anchor
OL:OL25687457W,Aubrey-Maturin Series,Patrick O'Brian,,1,1,OL25687457W,olid_anchor
OL:OL20494708W,A Girl Is a Half-Formed Thing,Eimear McBride,,1,1,OL20494708W,olid_anchor
OL:OL19344016W,Milkman,Anna Burns,,1,1,OL19344016W,olid_anchor
OL:OL2527681W,A Question of Power,Bessie Head,,1,1,OL2527681W,olid_anchor
OL:OL1863366W,The Story of Lucy Gault,William Trevor,,1,1,OL1863366W,olid_anchor
OL:OL20032791W,Grief Is the Thing With Feathers,Max Porter,,1,1,OL20032791W,olid_anchor
OL:OL27482W,The Hobbit,J.R.R. Tolkien,,1,1,OL27482W,olid_anchor
OL:OL41078W,The Fall of the House of Usher,Edgar Allan Poe,,1,1,OL41078W,olid_anchor
OL:OL27411628W,Emily Wilde's Encyclopaedia of Faeries,Heather Fawcett,,1,1,OL27411628W,olid_anchor
OL:OL5280446W,Bear,Marian Engel,,1,1,OL5280446W,olid_anchor
OL:OL20783698W,On Earth We're Briefly Gorgeous,Ocean Vuong,,1,1,OL20783698W,olid_anchor
OL:OL1259171W,Proxopera,Benedict Kiely,,1,1,OL1259171W,olid_anchor
OL:OL12104489W,Coming Through Slaughter,Michael Ondaatje,,1,1,OL12104489W,olid_anchor
OL:OL24364471W,Rig Veda,Anonymous,,1,1,OL24364471W,olid_anchor
OL:OL63250W,All About H. Hatterr,G. V. Desani,,1,1,OL63250W,olid_anchor
OL:OL1884862W,Silent Spring,Rachel Carson,,1,1,OL1884862W,olid_anchor
OL:OL627069W,The Real Life of Sebastian Knight,Vladimir Nabokov,,1,1,OL627069W,olid_anchor
OL:OL31256W,The Grass Is Singing,Doris Lessing,,1,1,OL31256W,olid_anchor
OL:OL33658345W,The Coming Bad Days,Sarah Bernstein,,1,1,OL33658345W,olid_anchor
OL:OL863837W,A Kestrel for a Knave,Barry Hines,,1,1,OL863837W,olid_anchor
OL:OL816259W,Trainspotting,Irvine Welsh,,1,1,OL816259W,olid_anchor
OL:OL60988W,"How Late It Was, How Late",James Kelman,,1,1,OL60988W,olid_anchor
OL:OL1707638W,True History of the Kelly Gang,Peter Carey,,1,1,OL1707638W,olid_anchor
OL:OL2916988W,The Gormenghast Novels,Mervyn Peake,,1,1,OL2916988W,olid_anchor
OL:OL472250W,Sleeping Murder,Agatha Christie,,1,1,OL472250W,olid_anchor
OL:OL48197W,The Street,Ann Petry,,1,1,OL48197W,olid_anchor
OL:OL465059W,The Amazing Mr Blunden,Antonia Barber,,1,1,OL465059W,olid_anchor
OL:OL1647068W,Soldiers of Salamis,Javier Cercas,,1,1,OL1647068W,olid_anchor
OL:OL712021W,By Night in Chile,Roberto Bolaño,,1,1,OL712021W,olid_anchor
OL:OL14861980W,The Man Who Planted Trees,Jean Giono,,1,1,OL14861980W,olid_anchor
OL:OL2196005W,Moominland Midwinter,Tove Jansson,,1,1,OL2196005W,olid_anchor
OL:OL1984734W,Flaubert's Parrot,Julian Barnes,,1,1,OL1984734W,olid_anchor
OL:OL1793164W,Three Men in a Boat,Jerome K. Jerome,,1,1,OL1793164W,olid_anchor
OL:OL7922785W,The Fish Can Sing,Halldór Laxness,,1,1,OL7922785W,olid_anchor
OL:OL15125374W,Seasons of Anomy,Wole Soyinka,,1,1,OL15125374W,olid_anchor
OL:OL661946W,Allah Is Not Obliged,Ahmadou Kourouma,,1,1,OL661946W,olid_anchor
OL:OL954635W,A River Called Time,Mia Couto,,1,1,OL954635W,olid_anchor
OL:OL24141556W,Crooked Plow,Itamar Vieira Junior,,1,1,OL24141556W,olid_anchor
OL:OL50557W,Tar Baby,Toni Morrison,,1,1,OL50557W,olid_anchor
OL:OL9907660W,Record of a Night Too Brief,Kawakami Hiromi,,1,1,OL9907660W,olid_anchor
OL:OL3923952W,No Longer Human,Osamu Dazai,,1,1,OL3923952W,olid_anchor
OL:OL11334034W,Ice,Anna Kavan,,1,1,OL11334034W,olid_anchor
OL:OL1845165W,Confessions of a Mask,Yukio Mishima,,1,1,OL1845165W,olid_anchor
OL:OL25803691W,Scattered All Over the Earth,Yoko Tawada,,1,1,OL25803691W,olid_anchor
OL:OL37277W,The Autobiography of Alice B. Toklas,Gertrude Stein,,1,1,OL37277W,olid_anchor
OL:OL1184871W,Chéri,Colette,,1,1,OL1184871W,olid_anchor
OL:OL267174W,Ivan Ilyitch,Leo Tolstoy,,1,1,OL267174W,olid_anchor
OL:OL1002138W,The Passion According to G.h.,Clarice Lispector,,1,1,OL1002138W,olid_anchor
OL:OL37505411W,Martyr!,Kaveh Akbar,,1,1,OL37505411W,olid_anchor
OL:OL53069W,In the Skin of a Lion,Michael Ondaatje,,1,1,OL53069W,olid_anchor
OL:OL12163507W,Maps,Nuruddin Farah,,1,1,OL12163507W,olid_anchor
OL:OL8911551W,A Mind at Peace,Ahmet Hamdi Tanpınar,,1,1,OL8911551W,olid_anchor
OL:OL2957601W,On the Edge of Reason,Miroslav Krleža,,1,1,OL2957601W,olid_anchor
OL:OL1806976W,The Dew Breaker,Edwidge Danticat,,1,1,OL1806976W,olid_anchor
OL:OL20681799W,Eighth Life,Nino Haratischvili,,1,1,OL20681799W,olid_anchor
OL:OL2718328W,The Outsiders,S. E. Hinton,,1,1,OL2718328W,olid_anchor
OL:OL34173139W,Things We Lost in the Fire,Mariana Enriquez,,1,1,OL34173139W,olid_anchor
OL:OL3198244W,The Lonely Londoners,Samuel Selvon,,1,1,OL3198244W,olid_anchor
OL:OL26582938W,Golden Age,Wang Xiaobo,,1,1,OL26582938W,olid_anchor
OL:OL59863W,The Dispossessed,Ursula K. Le Guin,,1,1,OL59863W,olid_anchor
OL:OL3846785W,Amongst Women,John McGahern,,1,1,OL3846785W,olid_anchor
OL:OL166437W,Hotel Du Lac,Anita Brookner,,1,1,OL166437W,olid_anchor
OL:OL41597565W,A Sentimental Journey,Laurence Sterne,,1,1,OL41597565W,olid_anchor
OL:OL16821748W,Sudden Death,Álvaro Enrigue,,1,1,OL16821748W,olid_anchor
OL:OL10426441W,Towards the End of the Morning,Michael Frayn,,1,1,OL10426441W,olid_anchor
OL:OL16809803W,The Goldfinch,Donna Tartt,,1,1,OL16809803W,olid_anchor
OL:OL37487420W,Cartucho,Nellie Campobello,,1,1,OL37487420W,olid_anchor
OL:OL4100647W,The Empty Book,Josefina Vicens,,1,1,OL4100647W,olid_anchor
OL:OL20942111W,Murphy,Samuel Beckett,,1,1,OL20942111W,olid_anchor
OL:OL1150725W,Clarissa Harlowe,Samuel Richardson,,1,1,OL1150725W,olid_anchor
OL:OL698192W,Memory of Fire,Eduardo Galeano,,1,1,OL698192W,olid_anchor
OL:OL19670981W,The Moor's Account,Laila Lalami,,1,1,OL19670981W,olid_anchor
OL:OL21364937W,Slave Old Man,Patrick Chamoiseau,,1,1,OL21364937W,olid_anchor
OL:OL20801026W,Minor Detail,Adania Shibli,,1,1,OL20801026W,olid_anchor
OL:OL3440705W,Savushun,Simin Daneshvar,,1,1,OL3440705W,olid_anchor
OL:OL1168007W,Animal Farm,George Orwell,,1,1,OL1168007W,olid_anchor
OL:OL796465W,The Alchemist,Paulo Coelho,,1,1,OL796465W,olid_anchor
OL:OL8398736W,The Blind Owl,Sadegh Hedayat,,1,1,OL8398736W,olid_anchor
OL:OL16273321W,Invitation to a Beheading,Vladimir Nabokov,,1,1,OL16273321W,olid_anchor
OL:OL3827330W,After Midnight,Irmgard Keun,,1,1,OL3827330W,olid_anchor
OL:OL1451547W,Michael Kohlhaas,Heinrich von Kleist,,1,1,OL1451547W,olid_anchor
OL:OL751418W,A Model Childhood,Christa Wolf,,1,1,OL751418W,olid_anchor
OL:OL891814W,Arrow of God,Chinua Achebe,,1,1,OL891814W,olid_anchor
OL:OL2970107W,Season of Migration to the North,Tayeb Salih,,1,1,OL2970107W,olid_anchor
OL:OL1845327W,Thirst for Love,Yukio Mishima,,1,1,OL1845327W,olid_anchor
OL:OL697437W,The Magic Toyshop,Angela Carter,,1,1,OL697437W,olid_anchor
OL:OL86034W,Morvern Callar,Alan Warner,,1,1,OL86034W,olid_anchor
OL:OL17792692W,Hurricane Season,Fernanda Melchor,,1,1,OL17792692W,olid_anchor
OL:OL43317320W,A Rabbit Omnibus,John Updike,,1,1,OL43317320W,olid_anchor
OL:OL5869550W,Senseless,Paul Golding,,1,1,OL5869550W,olid_anchor
OL:OL118276W,A Guest of Honour,Nadine Gordimer,,1,1,OL118276W,olid_anchor
OL:OL27742818W,"Clarissa, Or, the History of a Young Lady",Samuel Richardson,,1,1,OL27742818W,olid_anchor
OL:OL1937850W,A New Life,Bernard Malamud,,1,1,OL1937850W,olid_anchor
OL:OL20509686W,"Ducks, Newburyport",Lucy Ellmann,,1,1,OL20509686W,olid_anchor
OL:OL69271W,The Country Girls,Edna O'Brien,,1,1,OL69271W,olid_anchor
OL:OL33658335W,"The Fortnight in September,",R. C. Sherriff,,1,1,OL33658335W,olid_anchor
OL:OL1337126W,The Code of the Woosters,P. G. Wodehouse,,1,1,OL1337126W,olid_anchor
OL:OL2694535W,The Siege of Krishnapur,J. G. Farrell,,1,1,OL2694535W,olid_anchor
OL:OL25098381W,Silas Marner,George Eliot,,1,1,OL25098381W,olid_anchor
OL:OL43226430W,Home,Marilynne Robinson,,1,1,OL43226430W,olid_anchor
OL:OL17658187W,All the Names,José Saramago,,1,1,OL17658187W,olid_anchor
OL:OL76524W,The 39 Steps,John Buchan,,1,1,OL76524W,olid_anchor
OL:OL43336312W,Samuel Beckett Trilogy Molloy; Malone Dies; the Unnamable,Samuel Beckett,,1,1,OL43336312W,olid_anchor
OL:OL25796415W,Still Life,A. S. Byatt,,1,1,OL25796415W,olid_anchor
OL:OL20883297W,Klara and the Sun,Kazuo Ishiguro,,1,1,OL20883297W,olid_anchor
OL:OL38700W,Nostromo,Joseph Conrad,,1,1,OL38700W,olid_anchor
OL:OL506111W,Humboldt's Gift,Saul Bellow,,1,1,OL506111W,olid_anchor
OL:OL42393484W,Tongues I,Anders Nilsen,,1,1,OL42393484W,olid_anchor
OL:OL25803688W,The Employees,Olga Ravn,,1,1,OL25803688W,olid_anchor
OL:OL17321997W,Here,Richard McGuire,,1,1,OL17321997W,olid_anchor
OL:OL34388805W,The Maniac,Benjamín Labatut,,1,1,OL34388805W,olid_anchor
OL:OL118984W,Nana,Émile Zola,,1,1,OL118984W,olid_anchor
OL:OL21016756W,A Void,Georges Perec,,1,1,OL21016756W,olid_anchor
OL:OL3820668W,Textermination,Christine Brooke-Rose,,1,1,OL3820668W,olid_anchor
OL:OL19341943W,The City & the City,China Miéville,,1,1,OL19341943W,olid_anchor
OL:OL860032W,If This Is a Man / the Truce,Primo Levi,,1,1,OL860032W,olid_anchor
OL:OL10247572W,Sultana's Dream,Rokeya Sakhawat Hossain,,1,1,OL10247572W,olid_anchor
OL:OL19908W,Kim,Rudyard Kipling,,1,1,OL19908W,olid_anchor
OL:OL35700703W,Mussel Feast,Birgit Vanderbeke,,1,1,OL35700703W,olid_anchor
OL:OL19074847W,Overstory,Richard Powers,,1,1,OL19074847W,olid_anchor
OL:OL16810597W,The Luminaries,Eleanor Catton,,1,1,OL16810597W,olid_anchor
OL:OL17625869W,The Green Road,Anne Enright,,1,1,OL17625869W,olid_anchor
OL:OL17764501W,The Noise of Time,Julian Barnes,,1,1,OL17764501W,olid_anchor
OL:OL17267887W,Tale for the Time Being,Ruth Ozeki,,1,1,OL17267887W,olid_anchor
OL:OL1905255W,The House of the Spirits,Isabel Allende,,1,1,OL1905255W,olid_anchor
OL:OL3951520W,Middlesex,Jeffrey Eugenides,,1,1,OL3951520W,olid_anchor
OL:OL17363016W,The Emperor's Babe,Bernardine Evaristo,,1,1,OL17363016W,olid_anchor
OL:OL971643W,Visitation,Jenny Erpenbeck,,1,1,OL971643W,olid_anchor
OL:OL894246W,Grey King,Susan Cooper,,1,1,OL894246W,olid_anchor
OL:OL27494639W,Under Milk Wood,Dylan Thomas,,1,1,OL27494639W,olid_anchor
OL:OL45865W,Danny the Champion of the World,Roald Dahl,,1,1,OL45865W,olid_anchor
OL:OL2233736W,The Pursuit of Love,Nancy Mitford,,1,1,OL2233736W,olid_anchor
OL:OL1217995W,U.s.a.,John Dos Passos,,1,1,OL1217995W,olid_anchor
OL:OL1921198W,Libra,Don DeLillo,,1,1,OL1921198W,olid_anchor
OL:OL228720W,If Beale Street Could Talk,James Baldwin,,1,1,OL228720W,olid_anchor
OL:OL1184856W,The Vagabond,Colette,,1,1,OL1184856W,olid_anchor
OL:OL60979W,The Busconductor Hines,James Kelman,,1,1,OL60979W,olid_anchor
OL:OL1326304W,The Bell,Iris Murdoch,,1,1,OL1326304W,olid_anchor
OL:OL4212427W,A Compass Error,Sybille Bedford,,1,1,OL4212427W,olid_anchor
OL:OL3260491W,Waterland,Graham Swift,,1,1,OL3260491W,olid_anchor
OL:OL2433540W,Tales of the City,Armistead Maupin,,1,1,OL2433540W,olid_anchor
OL:OL166971W,Demons,Fyodor Dostoevsky,,1,1,OL166971W,olid_anchor
OL:OL7982392W,"The Story of the Stone, or the Dream of the Red Chamber",Cao Xueqin,,1,1,OL7982392W,olid_anchor
OL:OL42397165W,The Loneliness of Sonia and Sunny,Kiran Desai,,1,1,OL42397165W,olid_anchor
OL:OL20044855W,Transit,Rachel Cusk,,1,1,OL20044855W,olid_anchor
OL:OL6831429W,The Bloater,Rosemary Tonks,,1,1,OL6831429W,olid_anchor
OL:OL2645476W,Passing,Nella Larsen,,1,1,OL2645476W,olid_anchor
OL:OL43115667W,The Palliser Novels,Anthony Trollope,,1,1,OL43115667W,olid_anchor
OL:OL28556190W,Miss Marjoribanks,Margaret Oliphant,,1,1,OL28556190W,olid_anchor
OL:OL41016555W,Pickwick Papers,Charles Dickens,,1,1,OL41016555W,olid_anchor
OL:OL1449843W,The Road to the City,Natalia Ginzburg,,1,1,OL1449843W,olid_anchor
OL:OL116089W,In the Time of the Butterflies,Julia Alvarez,,1,1,OL116089W,olid_anchor
OL:OL42974304W,Moderato Cantabile,Marguerite Duras,,1,1,OL42974304W,olid_anchor
OL:OL19740451W,The Discomfort of Evening,Lucas Rijneveld,,1,1,OL19740451W,olid_anchor
OL:OL20150260W,Normal People,Sally Rooney,,1,1,OL20150260W,olid_anchor
OL:OL37949460W,Intermezzo,Sally Rooney,,1,1,OL37949460W,olid_anchor
OL:OL1925470W,The Bonfire of the Vanities,Tom Wolfe,,1,1,OL1925470W,olid_anchor
OL:OL16239762W,Gone Girl,Gillian Flynn,,1,1,OL16239762W,olid_anchor
OL:OL2824299W,The Light Years,Elizabeth Jane Howard,,1,1,OL2824299W,olid_anchor
OL:OL2435538W,Angel,Elizabeth Taylor,,1,1,OL2435538W,olid_anchor
OL:OL1999221W,The Tunnel,William H. Gass,,1,1,OL1999221W,olid_anchor
OL:OL119209W,A Boy's Own Story,Edmund White,,1,1,OL119209W,olid_anchor
OL:OL2535336W,The Trick Is to Keep Breathing,Janice Galloway,,1,1,OL2535336W,olid_anchor
OL:OL757983W,Independant People,Halldór Laxness,,1,1,OL757983W,olid_anchor
OL:OL16509148W,The Song of Achilles,Madeline Miller,,1,1,OL16509148W,olid_anchor
OL:OL20878208W,"Detransition, Baby",Torrey Peters,,1,1,OL20878208W,olid_anchor
OL:OL24511712W,The Trees,Percival L. Everett,,1,1,OL24511712W,olid_anchor
OL:OL17343073W,Vernon Subutex 1,Virginie Despentes,,1,1,OL17343073W,olid_anchor
