canonical_id,canonical_title,canonical_director,resolved_year,n_rows,vote_count
F:aa418c5458b5,Pueblerina,Emilio Fernández,1949,1,1
F:59696da52a8e,Tumbbad,"Anand Gandhi, Rahi Anil Barve",2018,1,1
F:cccee461d96e,Minority Report,Steven Spielberg,2002,1,1
F:7c4112f8c985,Take This Waltz,Sarah Polley,2011,1,1
F:409a849885f1,Mademoiselle Chambon,Stéphane Brizé,2009,1,1
F:bb883418b075,Man on Wire,James Marsh,2007,1,1
F:142ca6c34559,At Berkeley,Frederick Wiseman,2013,1,1
F:e49522be4e42,The Quiet Girl,Colm Bairéad,2021,1,1
F:2ca5608a97c8,Cascabel,Raúl Araiza,1977,1,1
F:cf9cd23b40ce,Koshikei,Nagisa Oshima,1968,1,1
F:271b03289dcd,Le SOULIER DE SATIN,Manoel de Oliveira,1985,1,1
F:cc50f66453bc,V Lyudyakh,Mark Donskoi,1938,1,1
F:65d52cde35fc,Tender Years,Sergei Solovyov,2000,1,1
F:bfb1bb749167,Heimat - Eine Chronik in elf Teilen (Heimat: A Chronicle of Germany),Edgar Reitz,1984,1,1
F:c314e99a039b,Rich and Famous,George Cukor,1981,1,1
F:0226d2b890fb,Beskonechnost (Infinitas),Marlen Khutsiev,1992,1,1
F:cc71815fec55,Sosialismi (Socialism),Peter von Bagh,2014,1,1
F:963163d60864,Le Roman d'un Tricheur,Sacha Guitry,1936,1,1
F:caef0ce5bfcf,While the City Sleeps,Fritz Lang,1956,1,1
F:d149cd0c45d6,The Public Enemy,William A. Wellman,1931,1,1
F:6c5680621e49,Combat Shock,Buddy Giovinazzo,1986,1,1
F:c0bab12686fa,Nora Inu,Akira Kurosawa,1949,1,1
F:e659969a0add,Let's Scare Jessica to Death,John Hancock,1971,1,1
F:65b6356c2db3,Comrades: Almost a Love Story,Peter Chan,1996,1,1
F:51bb9e196631,Iguana,Monte Hellman,1988,1,1
F:028bfe9c39cc,"Fin Août, Début Septembre",Olivier Assayas,1999,1,1
F:45e61e74f89e,Taiyo O Nusunda Otoko,Kazuhiko Hasegawa,1979,1,1
F:02ad3e35709b,Jim Shvante - Svanetis Marili,Mikhail Kalatozov,1930,1,1
F:1d930e45fdb6,Bedevil  Mr. Chuck  Choo Choo Choo Choo  Lovin' The Spin I'm In,Tracey Moffatt,1993,1,1
F:516ba437f35f,"Ears, Nose and Throat",Kevin Jerome Everson,2016,1,1
F:734a09b0b630,The Artist,Michel Hazanavicius,2011,1,1
F:2e0f7996c635,Au Bonheur Des Dames,Julien Duvivier,1930,1,1
F:4d655fdeedeb,De L'Autre Côte,Chantal Akerman,2002,1,1
F:19254ece1fe8,Les MAÎTRES FOUS,Jean Rouch,1955,1,1
F:7aace8a4812f,The JOURNEY,Peter Watkins,1987,1,1
F:4b0810cb5522,Deux,Werner Schroeter,2002,1,1
F:61d0be25dd9d,Quei loro incontri,Jean-Marie Straub and Danièle Huillet,2006,1,1
F:2bebf2d89302,Kameradschaft,G.W. Pabst,1931,1,1
F:2b1b14af9049,Ostatni Etap,Wanda Jakubowska,1948,1,1
F:50ffb57c2814,La Fiancée du pirate,Nelly Kaplan,1969,1,1
F:6d62cfe1f272,Une CHAMBRE EN VILLE,Jacques Demy,1982,1,1
F:8e2a5fddd7e5,Akarui Mirai,Kiyoshi Kurosawa,2003,1,1
F:d1e46f46b4c5,Ghawre Bairey Aaj,Aparna Sen,2019,1,1
F:a03abf36dab8,Qabyo 2,"Ibrahim Abdulkadir Ibrahim, Abdulrahman Issa Kahin",2003,1,1
F:7b4976f2a75d,Ginger Snaps,John Fawcett,2000,1,1
F:4a5ef0795593,(TIE) The Passion of Joan of Arc & Mother Joan of the Angels,Carl Theodor Dreyer & Jerzy Kawalerowicz (respectfully),1961,1,1
F:0705c7553990,Beychella,Beyoncé Giselle Knowles-Carter (with Multi Camera Video Director Garry Odom),2018,1,1
F:a77924dc374b,Kung Shan Ling Yu,King Hu,1979,1,1
F:d925fa154ba6,Hunt for the Wilderpeople,Taika Waititi,2016,1,1
F:ea6707332fcd,The Man Who Knew Too Much,Alfred Hitchcock,1955,1,1
F:4adc989a93fe,Tiovivo c. 1950,José Luis Garci,2004,1,1
F:4dd80de9c8b4,Poslesloviye (Afterword),Marlen Khutsiev,1984,1,1
F:83b0b82398da,Faces Of Women (Visages De Femmes),Désiré Ecaré,1985,1,1
F:85a16f34b63a,Nostra Signora Dei Turchi,Carmelo Bene,1968,1,1
F:848f7d09cd2d,Sekigun - P.F.L.P: Sekai sensô sengen,"Masao Adachi, Koji Wakamatsu",1971,1,1
F:2571ee8ecab9,Niluohe Nüer,Hou Hsiao-Hsien,1987,1,1
F:a95491d2db0b,Sawdust and Tinsel,Ingmar Bergman,1953,1,1
F:6ed193215b44,Accident,Joseph Losey,1967,1,1
F:ac6402bafbcc,Breakin',Joel Silberg,1984,1,1
F:6b6b786835ec,For Luck (ZA SCHAST'EM),Yevgeni Bauer,1917,1,1
F:e39f0382ad14,La JOVEN,Luis Buñuel,1960,1,1
F:eb1c0b54d145,Smorgasbord,Jerry Lewis,1983,1,1
F:d13f436e5f0b,Verdes Anos,Paulo Rocha,1963,1,1
F:dec9a74df539,Di Cavalcanti,Glauber Rocha,1977,1,1
F:7340ce712366,An American Tragedy,Josef von Sternberg,1931,1,1
F:0c811316520a,Die 3-GROSCHEN-OPER,G.W. Pabst,1931,1,1
F:f26f8c46ed86,The Last Flight,Wilhelm Dieterle,1931,1,1
F:0b49a7f84c6a,Tokyo No Korasu,Yasujirō Ozu,1931,1,1
F:9581aea989bc,D.E.B.S.,Angela Robinson,2004,1,1
F:436f4f44fc78,Buddies,Arthur Bressan Jr,1985,1,1
F:50d3d5468f8a,The Diary of a Teenage Girl,Marielle Heller,2015,1,1
F:1f26290cf66d,The Trial (Prozess),Eberhard Fechner,1984,1,1
F:c3cf658d86fa,Sonne halt!,Ferry Radax,1959,1,1
F:873d56e0dfd4,Nacht singt ihre Lieder,Romuald Karmakar,2003,1,1
F:e92498396f59,Up,Pete Docter,2009,1,1
F:abca28432cfd,The Burial of Kojo,Sam Blitz Bazawule,2018,1,1
F:9c8c5647cfb9,The Lunch box,Ritesh Batra,2013,1,1
F:069db268f55f,La Nuit des rois,Philippe Lacôte,2020,1,1
F:044279e757c9,I Am Not a Witch,Rungano Nyoni,2017,1,1
F:ef8329b67699,In der Fremde,Klaus Wildenhahn,1967,1,1
F:a655e3e8a366,Die FREUDLOSE GASSE,G.W. Pabst,1925,1,1
F:0b45bcf13cad,Fehérlofia,Marcell Jankovics,1981,1,1
F:d874fe1e832b,Yellow Submarine,George Dunning,1968,1,1
F:67115242c063,Anomalisa,"Charlie Kaufman, Duke Johnson",2015,1,1
F:d6888f890cb4,O menino e o mundo (Boy and the World),Ale Abreu,2013,1,1
F:4e2ae727e138,Ruskin,Robert Beavers,1974,1,1
F:b7bd7b62b41c,Pneuma,Nathaniel Dorsky,1983,1,1
F:8785a58b6473,Sanctus,Barbara Hammer,1990,1,1
F:4d6fc718be4a,Study of a River,Peter Hutton,1997,1,1
F:71c49615ba3a,My Brilliant Career,Gillian Armstrong,1979,1,1
F:1b88c1a4dd45,Why Has Bodhi-Dharma Left for the East,Bae Yong-kyun,1989,1,1
F:648f1e5f51dc,Jak Dziala Jamniczek,Julian Jozef Antonisz,1971,1,1
F:5f12ddd69ed9,The python,Laila Pakalnina,2003,1,1
F:f8323d22d19f,Something Like A War,Deepa Dhanraj,1992,1,1
F:bd3cf6839d0f,Breakfast at Tiffany's,Blake Edwards,1961,1,1
F:28bc497db27d,Bird,Clint Eastwood,1988,1,1
F:fd7bd59c9726,Empire of the Sun,Steven Spielberg,1987,1,1
F:5e324e865e45,The Ten Commandments,Cecil B. DeMille,1956,1,1
F:e6998aae306a,Light Reading,Lis Rhodes,1979,1,1
F:e954e9210a24,Ode to Mt. Hayachine,Haneda Sumiko,1982,1,1
F:4c9be83a2ccb,The Dragon is the Frame,Mary Helena Clark,2014,1,1
F:e656f84055cc,Under Capricorn,Alfred Hitchcock,1949,1,1
F:2878ecca4ffa,La BAIE DES ANGES,Jacques Demy,1963,1,1
F:dd8d74b54547,Vinyl,Andy Warhol,1965,1,1
F:d8888d7abd8c,Spring Night Summer Night,Joseph L. Anderson,1967,1,1
F:cea9b572ee48,Heroic Purgatory,Yoshishige Yoshida,1970,1,1
F:89f060caf621,White Dog,Samuel Fuller,1981,1,1
F:20fe1e9529d3,A Few Good Men,Rob Reiner,1992,1,1
F:a63c5bb6fcae,Mar Adentro,Alejandro Amenábar,2004,1,1
F:477d960c87b0,To Kill a Mockingbird,Robert Mulligan,1962,1,1
F:08e65c3f8fee,My Left Foot,Jim Sheridan,1989,1,1
F:c6927b0883ae,The Remains of the Day,James Ivory,1993,1,1
F:9638722cfbe2,Unbreakable,M. Night Shyamalan,2000,1,1
F:d6dd5be102c0,Ucho,Karel Kachyna,1969,1,1
F:f25cc2379d85,Beehive,Fereydun Gole,1975,1,1
F:e658861575d7,Covek Nije Tica,Dusan Makavejev,1965,1,1
F:31b177ff3f65,Europa,Lars von Trier,1991,1,1
F:0021a3057e2e,Jesus Shows You the Way to the Highway,Miguel Llansó,2019,1,1
F:62461b85b088,The Dead Zone,David Cronenberg,1983,1,1
F:af853c735d50,Fort Tilden,Sarah Violet-Bliss and Charles Rogers,2014,1,1
F:0df0ba2c2f9f,Beyond the Infinite Two Minutes,Junta Yamaguchi,2020,1,1
F:c66573a05227,The Black Tower,John Smith,1987,1,1
F:bd915b904f72,Coherence,James Ward Byrkit,2012,1,1
F:144ec5683735,The Steel Helmet,Samuel Fuller,1951,1,1
F:6491c894a058,Paperhouse,Bernard Rose,1988,1,1
F:97dd0fdbaf6a,Asylum,Roy Ward Baker,1972,1,1
F:af54ccee8306,Century of Birthing,Lav Diaz,2011,1,1
F:cb3dc6ad287c,Los TRAIDORES,Raymundo Gleyzer,1973,1,1
F:6e1556db6934,Sixth Happiness,Waris Hussein,1997,1,1
F:eac7592a8f91,Train to Busan,Yeun Sang-ho,2016,1,1
F:f5847b9a46ed,I Clowns,Federico Fellini,1970,1,1
F:b1a3243063a2,Society,Brian Yuzna,1989,1,1
F:deeab743dbaf,The Building of the New Tyne Bridge from Newcastle to Gateshead,unknown,1928,1,1
F:516ef3c62940,Men of Consett,Tom Stobart,1959,1,1
F:34e7464a7cf1,Launch,"Murray Martin, Peter Roberts",1974,1,1
F:01c294106524,United Kingdom,Roland Joffé,1981,1,1
F:43349a17ec95,The People's Account,Milton Bryan,1986,1,1
F:31c6bf79c07b,The Royal Road,Jenni Olson,2015,1,1
F:43e3901c2932,Color Series,Madison Brookshire,2010,1,1
F:d7ba36a72f45,Phantom Ride,Stephen Broomer,2019,1,1
F:b9b7f1e1a3e2,Manufacturing Consent  Noam Chomsky and the Media,"Mark Achbar, Peter Wintonick",1992,1,1
F:04e1b425cb89,The War You Don't See,"John Pilger, Alan Lowery",2010,1,1
F:73d5fc24e9af,Bowling for Columbine,Michael Moore,2002,1,1
F:f55510aaf12b,Final Solution,Rakesh Sharma,2003,1,1
F:0973a349f5b6,"Narmada, A Valley Rises",Ali Kazimi,1994,1,1
F:2c26a4f4a045,Ajantrik,Ritwik Ghatak,1958,1,1
F:37292c874e0a,Even Dwarfs Started Small,Werner Herzog,1970,1,1
F:11515d7da31d,"Politist, Adjectiv",Corneliu Porumboiu,2009,1,1
F:00b7f141b3a5,Ritam Zlocina,Zoran Tadic,1981,1,1
F:a1e08b48d28d,Nelly & Monsieur Arnaud,Claude Sautet,1995,1,1
F:bdae2ca96547,"Wind, Water, Dust",Amir Naderi,1989,1,1
F:1a4b965a9b4e,Innocence Unprotected,Dusan Makavejev,1968,1,1
F:5193e70b2925,The Last Bolshevik,Chris Marker,1993,1,1
F:ffcac6c99509,Higanbana,Yasujirō Ozu,1958,1,1
F:d3071a649ef8,L' Amour d'une femme,Jean Grémillon,1954,1,1
F:e170ebea0a3c,La RAGAZZA CON LA VALIGIA,Valerio Zurlini,1961,1,1
F:c3c9bf4e6b39,Tokyo Boshoku,Yasujirō Ozu,1957,1,1
F:5e0dde3b864c,Il DIVO  La SPETTACOLARE VITA DI GIULIO ANDREOTTI,Paolo Sorrentino,2008,1,1
F:49892729713b,Sexy Beast,Jonathan Glazer,2000,1,1
F:f945bc3c5215,Le Genou d'Artemide,Jean-Marie Straub,2008,1,1
F:e7742deccf2b,Au revoir les enfants,Louis Malle,1987,1,1
F:84b21c154471,Neobychainiye Priklucheniya Mistera Vesta V Stranye Bolshevikov,Lev Kuleshov,1924,1,1
F:f819b6430592,Labirynt,Jan Lenica,1963,1,1
F:6962ec557cd8,The Adventures of Buckaroo Banzai across the 8th Dimension,W.D. Richter,1984,1,1
F:53292a3c8370,Sin City,"Frank Miller, Robert Rodriguez",2005,1,1
F:a34ad1910db9,Three Songs About Lenin,Dziga Vertov,1934,1,1
F:1746571f3870,A Woman of Paris (Production Material),Charles Chaplin,1923,1,1
F:b86de048bc77,Joker,Todd Phillips,2019,1,1
F:e100f8f6880a,Nidhanaya,Lester James Peries,1972,1,1
F:8b24f25f97b4,Sagara Jalaya Madi Anduwa Oba Sanda,Sumitra peries,1988,1,1
F:7f6516307c97,Bridges-go-round,Shirley Clarke,1958,1,1
F:39209ad68654,Dr. Jekyll and Mr. Hyde,Rouben Mamoulian,1931,1,1
F:47e2ed0b7843,"Liberté, la nuit",Philippe Garrel,1984,1,1
F:f9f8ae366720,Stations of the Elevated,Manfred Kirchheimer,1981,1,1
F:f23139868d29,The Last Movie,Dennis Hopper,1971,1,1
F:de0cafc04bea,The Brown Bunny,Vincent Gallo,2003,1,1
F:2dcfcfdfec73,Aniki Bóbó,Manoel de Oliveira,1941,1,1
F:768bab04481a,La Comtessa,David Lodge,1998,1,1
F:3141e236e9a9,The Man with the Beautiful Eyes,Jonathan Hodgson,1999,1,1
F:c2ef02e2ec8a,Bagdad Cafe,Percy Adlon,1987,1,1
F:991d1b01c960,Unrelated,Joanna Hogg,2007,1,1
F:5590823f55a5,Tara moarta (The Dead Nation),Radu Jude,2017,1,1
F:48b643ebad0d,Foreign Correspondent,Alfred Hitchcock,1940,1,1
F:b68e99a6a439,Gidget Goes Hawaiian,Paul Wendkos,1961,1,1
F:3db25dc7721c,Ted 2,Seth MacFarlane,2015,1,1
F:d0f136d278e1,The Tied Balloon,Binka Zhelyazkova,1967,1,1
F:a1fc1e220dbc,Radiograph of a Family,Firouzeh Khosrovani,2020,1,1
F:2277f5be985b,Die PAPIERENE BRÜCKE,Ruth Beckermann,1987,1,1
F:6fa6085052ae,"Novy Hyperion Aneb Volnost, Rovnost, Bratrství",Karel Vachek,1992,1,1
F:9bff7a337685,Leben BRD,Harun Farocki,1990,1,1
F:cfbe9a9d274f,A cavallo della tigre,Luigi Comencini,1961,1,1
F:7c86e76c5e08,Ostia,Sergio Citti,1970,1,1
F:55f1e2431bc1,Fieldwork Footage,Zora Neale Hurston,1928,1,1
F:04af00ded4bc,Un JOUR PINA A DEMANDÉ,Chantal Akerman,1983,1,1
F:2051644a8253,J'ai perdu mon corps,Jérémy Claplin,2019,1,1
F:41fc7d0dca78,Dolci inganni,Alberto Lattuada,1960,1,1
F:dfff4d8e8ff5,Ex Libris,Frederick Wiseman,2017,1,1
F:ee5b4a695a1b,Vámonos Con Pancho Villa,Fernando de Fuentes,1936,1,1
F:c834f31200a5,Okâsan,Mikio Naruse,1952,1,1
F:7015896f0409,Rocío y José,Gonzalo García Pelayo,1983,1,1
F:a5d9c716a37a,"No Regret (Non, Je Ne Regrette Rien)",Marlon Riggs,1993,1,1
F:9b7509cd61ee,Perfect Blue,Satoshi Kon,1998,1,1
F:9f50f90b7d25,La ricotta (episode of Ro.Go.Pa.G),Pier Paolo Pasolini,1963,1,1
F:d3be62cd11bc,La La Land,Damien Chazelle,2016,1,1
F:a45a25acb4b7,Back Street,John M. Stahl,1932,1,1
F:f739fcf77abb,Sarah and Son,Dorothy Arzner,1930,1,1
F:856244b95545,Queen of Diamonds,Nina Menkes,1991,1,1
F:7c18c1b129fb,Novelist's Film,Hong Sangsoo,2022,1,1
F:5eb3f32cb758,Quatermass 2,Val Guest,1957,1,1
F:5eda79b572ba,Hors Chant,Abou Naddara collective,2016,1,1
F:67e626756b7d,Medicine for Melancholy,Barry Jenkins,2008,1,1
F:d60a953386db,House Party,Reginald Hudlin,1990,1,1
F:e96d23866fe6,Meu Nome é Tonho,Ozualdo Candeias,1969,1,1
F:b1b5c514203c,Abolição,Zózimo Bulbul,1988,1,1
F:a4338344972c,Closes,Pedro A. Nunes,1982,1,1
F:6e85745d5b48,Manhã Cinzenta,Olney São Paulo,1969,1,1
F:0ab7404eda83,Imagens do Silêncio,Luiz Rosemberg Filho,1972,1,1
F:6ad241fc7daa,Cobra Verde,Werner Herzog,1987,1,1
F:e16d76c5d0cb,When the Waves are Gone,Lav Díaz,2022,1,1
F:e161d2303fcd,The Crimson Kimono,Samuel Fuller,1959,1,1
F:614fa95d1e3b,Evening Rain,"Wu Yonggang, Wu Yigong",1980,1,1
F:459dfb2efe77,Seunlau Ngaklau,Tsui Hark,2000,1,1
F:29636e04f0ad,Illumination,Pascale Breton,2004,1,1
F:32a9d018b666,Pola X,Léos Carax,1999,1,1
F:3255a9d04d0d,Qing tian xie lei,Bu Wancang,1931,1,1
F:5b5a579c1b69,Safe in Hell,William A. Wellman,1931,1,1
F:b026dc4d615d,The Taking of Pelham One Two Three,Joseph Sargent,1974,1,1
F:a5810f95ed37,Hereafter,Clint Eastwood,2010,1,1
F:a9045be76556,About Schmidt,Alexander Payne,2002,1,1
F:aae006759de4,Voluptuous Sleep,Betzy Bromberg,2011,1,1
F:d60611622a69,still/here,Christopher Harris,2000,1,1
F:3642b9ef6c13,Dreaming Rivers,Martina Attille,1988,1,1
F:1e526dc57a9a,Anne Devlin,Pat Murphy,1984,1,1
F:15e88eb8ab93,Psychomania,Don Sharp,1972,1,1
F:136c61c92e30,Silent Running,Douglas Trumbull,1972,1,1
F:6b205af802bb,Ask a Policeman,Marcel Varnel,1939,1,1
F:f3a8e2fa1f5a,First Reformed,Paul Schrader,2017,1,1
F:6ee1b459a371,Neighbours,Norman McLaren,1952,1,1
F:2e2c72f9e186,Slumdog Millionaire,Danny Boyle,2008,1,1
F:22dcb1a4f2bc,Eniaios,Gregory J. Markopoulos,1991,1,1
F:1f6cb0820005,Dante Quartet,Stan Brakhage,1987,1,1
F:dfe6f4daa65d,Five Year Diary,Anne Charlotte Robertson,1982,1,1
F:c590d82d63a1,Bouquets,Rose Lowder,2009,1,1
F:77d7e72a4666,L'eau de la Seine,Teo Hernandez,1983,1,1
F:05d390850f04,Diary 1973-1983,David Perlov,1983,1,1
F:495d505bc6c8,Neokonchennaya Pyesa Dlya Mekhanicheskovo Pianino,Nikita Mikhalkov,1976,1,1
F:c8669f3c72cc,Blonde Death,James Dillinger,1984,1,1
F:89b39b668679,Pickle Surprise,Tom Rubnitz,1989,1,1
F:312e62274ee9,Stadt Der Verlorenen Seelen,Rosa von Praunheim,1983,1,1
F:92c79b84bffa,Bad Girls Go to Hell,Doris Wishman,1965,1,1
F:ea3d3687ca6a,Sicilia!,Danièle Huillet and Jean-Marie Straub,1998,1,1
F:1c71d3acf553,The Fallen Idol,Carol Reed,1948,1,1
F:dbedb9b8e242,Yukinojo Henge,Kon Ichikawa,1963,1,1
F:009014b45810,Nunta De Piatra,"Mircea Veroiu, Dan Pita",1972,1,1
F:22c8de09c6a6,Don Sajn,Jan Svankmajer,1969,1,1
F:adafd29c0dac,Nikt Nie Wola,Kazimierz Kutz,1960,1,1
F:8d965fae0c59,Rio Zona Norte,Nelson Pereira dos Santos,1957,1,1
F:0cf10d4a7ffe,The Sinking of the Lusitania,,1918,1,1
F:524f1c6e0d88,Animal Farm,"John Halas, Joy Batchelor",1954,1,1
F:2cb049fa4036,Entre Deux Soeurs,Caroline Leaf,1991,1,1
F:15598d8af630,"Reci, Reci, Reci",Michaela Pavlátová,1991,1,1
F:fc13d42170f9,Horror Film 1,Malcolm Le Grice,1971,1,1
F:d5014331f8aa,Hand Grenade,Gill Eatherley,1971,1,1
F:646dc07cf6b3,"the names have changed, including my own and the truths have been altered",Onyeka Igwe,2019,1,1
F:4a1d4119e6b2,Citadel,John Smith,2020,1,1
F:1922848d4866,Pastorali,Otar Iosseliani,1975,1,1
F:cf412565a0c5,With Faith in God,Mihajlo Al. Popović,1932,1,1
F:bf50c7a1ebae,Sabirini Centar,Goran Marković,1989,1,1
F:ea78e0123afc,One Day of Life,Emilio Fernández,1950,1,1
F:d2123029de53,"Pretty Village, Pretty Flame",Srđan Dragojević,1996,1,1
F:a8c6aa9a74e3,Nai-Dulgata Nosht,Vulo Radev,1966,1,1
F:e7aa1aec681a,Zavestanje,Ivan Jovic,2016,1,1
F:4f75f2584958,Faits Divers,Raymond Depardon,1983,1,1
F:6e9dd39e3d39,Blind Kind,Johan van der Keuken,1964,1,1
F:e610d725b3f1,Forrest Gump,Robert Zemeckis,1994,1,1
F:c579cced5745,Kung Fu Panda,"John Stevenson, Mark Osborne",2008,1,1
F:c662f7fea10b,Aladdin,"John Musker, Ron Clements",1992,1,1
F:fe16eac57965,Braveheart,Mel Gibson,1995,1,1
F:20670dda2585,Apocalypto,Mel Gibson,2006,1,1
F:ff74a5dca013,Django Unchained,Quentin Tarantino,2012,1,1
F:7f8ce1b9a7bc,Gratinirani Mozak Pupilije Ferkeverk,Karpo Godina,1971,1,1
F:54c588925ea6,The Halfway House,Basil Dearden,1943,1,1
F:d0f7b3508aeb,Topsy-Turvy,Mike Leigh,1999,1,1
F:eeea5f696386,Frantz,François Ozon,2016,1,1
F:85995588df99,Uthiri Pookkal,J. Mahendran,1979,1,1
F:d0b281075991,Parasakthi,"R. Krishnan, S. Panju",1952,1,1
F:43bc6e088aac,Fandry,Nagraj Manjule,2013,1,1
F:a7bed0603251,Love,Gaspar Noé,2015,1,1
F:e19e0f309239,Papicha,Mounia Meddour,2019,1,1
F:65d9c1dde7be,A Cock and Bull Story,Michael Winterbottom,2005,1,1
F:4c52e44e0c0f,Black Cat White Cat,Emir Kusturica,1998,1,1
F:d08806eef820,Låt Den Rätte Komma In,Tomas Alfredson,2008,1,1
F:d6c1cea25150,Antichrist,Lars von Trier,2009,1,1
F:7075782a5971,Le PÈRE NOËL A LES YEUX BLEUS,Jean Eustache,1965,1,1
F:b81bd5acef3c,La PRIMA NOTTE DI QUIETE,Valerio Zurlini,1972,1,1
F:da510665c716,Sonogono Hachinosu No Kodomotachi,Hiroshi Shimizu,1948,1,1
F:ac025abfb18d,Avalon,OSHII Mamoru,2001,1,1
F:5379fbb90229,Dushi Fengguang,Yuan Muzhi,1935,1,1
F:4901c44471e7,Opera Jawa,"Garin Nugroho, Arturo Gp, Arswendi",2006,1,1
F:f17b5e69ac90,Aien-Kyo,Kenji Mizoguchi,1937,1,1
F:88d46e277f39,Hedonists (Jiansheng),JIA Zhangke,2016,1,1
F:b46c33d2fe22,The Passionate Stranger,Muriel Box,1956,1,1
F:038488482bd1,The Hunters,Robert Gardner,1957,1,1
F:8e170fcde830,Chiang Shan Mei Jen,Li Han-xiang,1959,1,1
F:34394f1c798f,Cerro Pelado,Santiago Álvarez,1966,1,1
F:22f12f64f665,Kaze No Naka No Mendori,Yasujirō Ozu,1948,1,1
F:d73f1decefd2,Kisap Mata,Mike De Leon,1981,1,1
F:65f6f4120bb9,Henry Fool,Hal Hartley,1997,1,1
F:7b4faa0ad317,Kirikou Et La Sorcière,Michel Ocelot,1998,1,1
F:06e80f9cd5ef,Wallay,Berni Goldblat,2017,1,1
F:384697600b71,Not One Less,Zhang Yimou,1999,1,1
F:c73e42e5b8cb,Shilde,Darezhan Omirbayev,1988,1,1
F:b5cae90e8579,Gasman,Lynne Ramsay,1997,1,1
F:d26cebfd216f,I'm Not There.,Todd Haynes,2007,1,1
F:b97fe64864d7,Travolta et moi,Patricia Mazuy,1994,1,1
F:e0529565fcff,Bangkok Nites,Katsuya Tomita,2016,1,1
F:e89c938cc01c,The Private Life of a Cat,"Maya Deren, Alexander Hammid",1944,1,1
F:76b2658765d7,Scenes from Under Childhood,Stan Brakhage,1970,1,1
F:7b119edce7f6,The Namesake,Mira Nair,2006,1,1
F:e1c5d8c5ef04,Cannibal Holocaust,Ruggero Deodato,1979,1,1
F:f3176f894568,Island of Lost Souls,Erle C. Kenton,1932,1,1
F:3b074069a07d,Fake Fruit Factory,Chick Strand,1986,1,1
F:c362bdfd2f5c,Magic Myxies,Mary Field and F. Percy Smith,1931,1,1
F:650f04ee4d65,Mimbre,Sergio Bravo,1958,1,1
F:9feac0cd74ae,Los pioneros,Narcisa Hirsch,1979,1,1
F:9eec643be105,Statues Also Die,"Alain Resnais, Chris Marker, Ghislain Cloquet",1953,1,1
F:945176ce7467,Dis-Moi,Chantal Akerman,1980,1,1
F:31327e6bd15e,After  The Curfew,Usmar Ismail,1954,1,1
F:0ef33662943e,L'enfant,"Jean-Pierre Dardenne, Luc Dardenne",2005,1,1
F:a640d42e39bf,The Anthem,Apichatpong Weerasethakul,2006,1,1
F:a081a669b513,The United States of America,"James Benning, Bette Gordon",1975,1,1
F:b122b4163016,Bang Bang,Andrea Tonacci,1971,1,1
F:43ed1f1e1e7b,When Tomorrow Comes,John M. Stahl,1939,1,1
F:0f8ee3ce74e8,Goodbye South Goodbye,Hou Hsiao-hsien,1996,1,1
F:ecf182d32966,The Fugitive,Andrew Davis,1993,1,1
F:e8dc421cb85d,The Ghost,Roman Polanski,2009,1,1
F:8ef325fc9df3,Touching the Void,Kevin Macdonald,2003,1,1
F:c886e1ce757a,Walking and Talking,Nicole Holofcener,1996,1,1
F:2ff325fd7d4c,Auntie Mame,Morton Da Costa,1958,1,1
F:cbe23080ad7b,My Dinner with André,Louis Malle,1981,1,1
F:02fb3a5f4eaa,Velvet Goldmine,Todd Haynes,1998,1,1
F:f0c4c1d56df2,Lilo & Stitch,"Chris Sanders, Dean DeBlois",2002,1,1
F:849ef29cad15,Absences Répétées,Guy Gilles,1972,1,1
F:6259b2e8efc0,Year of the Horse,Jim Jarmusch,1997,1,1
F:780c4db4b335,Los MUERTOS,Lisandro Alonso,2004,1,1
F:43a33aaa027e,Cativeiro,André Gil Mata,2012,1,1
F:3e36cfd573cd,Le STREGHE,"Luchino Visconti, Mauro Bolognini, Pier Paolo Pasolini, Franco Rossi, Vittorio De Sica",1967,1,1
F:8f632d2ce48c,Boomerang,Reginald Hudlin,1992,1,1
F:8d0187e409e0,A Warm December,Sidney Poitier,1972,1,1
F:94620d3b44c7,The Aviator,Martin Scorsese,2004,1,1
F:6e3e45ab0fdb,The Wiz,Sidney Lumet,1978,1,1
F:3d0804a24254,School Daze,Spike Lee,1988,1,1
F:309fdc1c78d7,The Lizards,Lina Wertmüller,1963,1,1
F:2b41ae1092e2,Proshchanie,Elem Klimov,1981,1,1
F:3b0d32be0818,Les anges exterminés,José Bergamín & Michel Mitrani,1968,1,1
F:7247f06a4dbe,Far From the Trees,Jacinto Esteva,1972,1,1
F:ecb4649b43bf,Rito y geografía del cante,,1971,1,1
F:72da873ab3ff,Le FANTÔME DE LA LIBERTÉ,Luis Buñuel,1974,1,1
F:c109bc32be73,Signs,M. Night Shyamalan,2002,1,1
F:d5315c0f677c,Le COUPABLE,André Antoine,1917,1,1
F:d0556e01fb9f,Shirley  Visions of Reality,Gustav Deutsch,2013,1,1
F:1e89b5a29bbf,Cunegonde reçoit sa famille,Unknown,1912,1,1
F:e11229c42688,One Hour with You,Ernst Lubitsch,1932,1,1
F:4bc04f4766c9,The School of Rock,Richard Linklater,2003,1,1
F:ce7c8dbdf35d,Jersey Boys,Clint Eastwood,2014,1,1
F:6236062c0bea,L. Cohen,James Benning,2018,1,1
