canonical_id,canonical_title,canonical_director,resolved_year,n_rows,vote_count
F:4731d71323f6,Nowhere,Gregg Araki,1997,3,3
F:b5b062b8702a,Local Hero,Bill Forsyth,1983,3,3
F:a63c052d0d4b,Wings,William A. Wellman,1927,3,3
F:09259bca17eb,Lucky Star,Frank Borzage,1929,3,3
F:68a64538e39f,India,Roberto Rossellini,1959,3,3
F:7aaa3f4847e7,There's Always Tomorrow,Douglas Sirk,1955,3,3
F:f27b3138eae5,A History Of Violence,David Cronenberg,2005,3,3
F:3af40ecb2be3,Howl's Moving Castle,Hayao Miyazaki,2004,3,3
F:39cdf13e23a9,Funny Games,Michael Haneke,1997,3,3
F:705d2e705fc7,La CÉRÉMONIE,Claude Chabrol,1995,3,3
F:ccb2d378f3ad,Memoria,Apichatpong Weerasethakul,2021,3,3
F:23da57c4aa71,Two for the Road,Stanley Donen,1967,3,3
F:fffca159f1c2,Recordações Da Casa Amarela,João César Monteiro,1989,3,3
F:159d87fb63e0,They all Laughed,Peter Bogdanovich,1981,3,3
F:a30767e64789,Mysterious Object at Noon,Apichatpong Weerasethakul,2000,3,3
F:2691120e9981,La COQUILLE ET LE CLERGYMAN,Germaine Dulac,1928,3,3
F:7563724e051a,Die bleierne Zeit,Margarethe von Trotta,1981,3,3
F:160c0a7ef6ba,The River,Frank Borzage,1929,3,3
F:9cf6e54aa851,Free Radicals,Len Lye,1958,3,3
F:ca8ffa522783,Ninjo Kamifusen,Sadao Yamanaka,1937,3,3
F:846c7466d39a,Nagareru,Mikio Naruse,1956,3,3
F:e6ac65b5f055,Bharat Mata,Mehboob,1957,3,3
F:c6ea168b703a,Sharasojyu,Naomi Kawase,2003,3,3
F:0d39a7817f1f,A Lullaby to the Sorrowful Mystery,Lav Diaz,2016,3,3
F:c4794e337d6b,The Women,George Cukor,1939,3,3
F:0de89c93aaa2,The Clock,Vincente Minnelli,1945,3,3
F:c377da635a16,The Body Remembers When the World Broke Open,Elle-Máijá Tailfeathers and Kathleen Hepburn,2019,3,3
F:f134a7d6b523,She Wore a Yellow Ribbon,John Ford,1949,3,3
F:ee3f83148818,Cul-de-sac,Roman Polanski,1966,3,3
F:0d7cff918e0a,Welcome II the Terrordome,Ngozi Onwurah,1993,3,3
F:e52595f9a0ff,I Vitelloni,Federico Fellini,1953,3,3
F:5317f9778b06,Café Lumière,Hou Hsiao-hsien,2003,3,3
F:3eae6759564f,Man of Aran,Robert Flaherty,1934,3,3
F:3f6b85a03244,Petulia,Richard Lester,1968,3,3
F:876e4b5e2774,"Steamboat Bill, Jr.",Charles F. Riesner,1928,3,3
F:cbbef6d88e97,Assault on Precinct 13,John Carpenter,1976,3,3
F:63f70e59fd09,Gallipoli,Peter Weir,1981,3,3
F:dc22c8e8d010,Zuihaode Shiguang,Hou Hsiao-Hsien,2005,3,3
F:5115ddbe3df6,Louisiana Story,Robert Flaherty,1948,3,3
F:0bd171a9d013,Decasia,Bill Morrison,2002,3,3
F:97bdcbbf5674,Il CASO MATTEI,Francesco Rosi,1972,3,3
F:b9324859bf42,The Docks of New York,Josef von Sternberg,1928,3,3
F:0ad642c99f72,On Dangerous Ground,Nicholas Ray,1951,3,3
F:fef228299354,Spione,Fritz Lang,1928,3,3
F:6b71c0470d21,Indiana Jones and the Last Crusade,Steven Spielberg,1989,3,3
F:49abeb5047ea,Outer Space,Peter Tscherkassky,1999,3,3
F:6362b3718c32,At Sea,Peter Hutton,2007,3,3
F:7de775151e48,Yanzhi Kou,Stanley Kwan Kam-pang,1987,3,3
F:6c10916fbb92,Midnight,Mitchell Leisen,1939,3,3
F:2194d7cfb6e7,Fata Morgana,Werner Herzog,1971,3,3
F:99bc376411fd,Nosferatu  Phantom der Nacht,Werner Herzog,1979,3,3
F:a107ffdf93ce,"Se, Jie",Ang Lee,2007,3,3
F:a3b1c5701dcf,Rizi,Tsai Ming-Liang,2020,3,3
F:fe6ea6819b87,Le ROI ET L'OISEAU,Paul Grimault,1980,3,3
F:ce4d849ddde9,Olympia,Leni Riefenstahl,1938,3,3
F:1d4aa521db4c,When the Day Breaks,"Wendy Tilby, Amanda Forbis",1999,3,3
F:3ffb67c0b2aa,À Propos De Nice,"Jean Vigo, Boris Kaufman",1930,3,3
F:ce97323dad79,Minnie and Moskowitz,John Cassavetes,1971,3,3
F:875135c43b9f,Kanzashi,Hiroshi Shimizu,1941,3,3
F:b108cca94c9d,Christmas on Earth,Barbara Rubin,1963,3,3
F:1e2a37b95e65,"Sho O Suteyo, Machi E Deyo (Throw Away Your Books, Let'S Go Into The Streets)",Shūji Terayama,1971,3,3
F:8394d3ce5830,Le JOLI MAI,"Chris Marker, Pierre Lhomme",1962,3,3
F:163822a61feb,The Tales of Hoffmann,"Michael Powell, Emeric Pressburger",1951,3,3
F:253507fe51b5,L' Homme Qui Plantait Des Arbres,Frédérick Back,1987,3,3
F:fbb0ef1cee07,Tomboy,Céline Sciamma,2011,3,3
F:eb31b538a969,Ensayo De Un Crimen,Luis Buñuel,1955,3,3
F:9fec4fea25ca,Weekend,Andrew Haigh,2011,3,3
F:b0cb48ab6dd8,25th Hour,Spike Lee,2002,3,3
F:95bfe69a4869,Mishima: A Life in Four Chapters,Paul Schrader,1985,3,3
F:542e7687f729,Alexandrie Encore Et Toujours,Youssef Chahine,1990,3,3
F:a71405ec6df9,Der TIGER VON ESCHNAPUR,Fritz Lang,1958,3,3
F:84797302ff64,Ovoce Stromu Rajskych Jime,Věra Chytilová,1969,3,3
F:b59b855bd16b,Almost Famous,Cameron Crowe,2000,3,3
F:fc09cadcd087,The Party,Blake Edwards,1968,3,3
F:be4681dc6e16,Éloge De L'Amour,Jean-Luc Godard,2001,3,3
F:cc12c509527e,回路,Kiyoshi Kurosawa,2001,3,3
F:2778fb647ba0,Bonnie and Clyde,Arthur Penn,1967,3,3
F:7dfa1b8ac6c5,Ryan's Daughter,David Lean,1970,3,3
F:f6ad56cca563,Decalogue,Krzysztof Kieslowski,1988,3,3
F:06eae096c894,Dear Diary,Nanni Moretti,1993,3,3
F:2aa982232c65,Miller's Crossing,Joel Coen,1990,3,3
F:bba1e8ad9496,Night on Earth,Jim Jarmusch,1991,3,3
F:e48f4b5b9f13,Dillinger È Morto,Marco Ferreri,1968,3,3
F:60c6ffed2334,Red Road,Andrea Arnold,2006,3,3
F:8ed98c2d0e97,Foolish Wives,Erich von Stroheim,1922,3,3
F:83232c90eb13,Paddington,Paul King,2014,3,3
F:52fed6709791,The Long Farewell,Kira Muratova,1971,3,3
F:cc2adff82318,Czlowiek Z Marmuru,Andrzej Wajda,1976,3,3
F:a95907de93e5,The Other Side of the Wind,Orson Welles,2018,3,3
F:7bf47800d216,The Lord of the Rings  The Return of the King,Peter Jackson,2003,3,3
F:a362f5a8e408,Valerie a tyden divu,Jaromil Jires,1970,3,3
F:e4aa5abdf5fd,Mad Max 2,George Miller,1981,3,3
F:49190c44679a,"Quo Vadis, Aida?",Jasmila Zbanic,2020,3,3
F:49a59167770c,My Childhood,Bill Douglas,1972,3,3
F:dcd2a0b2887b,Fort Apache,John Ford,1948,3,3
F:9153bf3e0b48,Ukigumo,Mikio Naruse,1955,3,3
F:b8f7a0bcc02a,Juan Moreira,Leonardo Favio,1973,3,3
F:561e2a2c5d9a,Body and Soul,Oscar Micheaux,1925,3,3
F:9ff15b40644e,The Dead,John Huston,1987,3,3
F:7d48a36cc96a,Gimme Shelter,"David Maysles, Albert Maysles, Charlotte Zwerin",1970,3,3
F:8ff2d76d1ce7,Midsommar,Ari Aster,2019,3,3
F:2bbd68858abd,Dyketactics,Barbara Hammer,1974,3,3
F:dcc3332a385d,De stilte rond Christine M.,Marleen Gorris,1982,3,3
F:adf93b9e5ace,Appunti per un'orestiade africana,Pier Paolo Pasolini,1970,3,3
F:4113c925ae65,Now,Santiago Álvarez,1965,3,3
F:ca1e6b5fd534,The Bridges of Madison County,Clint Eastwood,1995,3,3
F:0e802a09eb66,Leviathan,Andrey Zvyagintsev,2014,3,3
F:548cb9553267,Uzak,Nuri Bilge Ceylan,2002,3,3
F:3dcb5570fe49,Boudu Sauvé Des Eaux,Jean Renoir,1932,3,3
F:ea2fd1941d50,The Text of Light,Stan Brakhage,1974,3,3
F:7197cebceede,"Lost, Lost, Lost",Jonas Mekas,1976,3,3
F:f8988e9c22d1,La SOURIANTE MADAME BEUDET,Germaine Dulac,1922,3,3
F:56c96bf43644,Heremias,Lav Diaz,2006,3,3
F:ca869253bb33,Lilith,Robert Rossen,1964,3,3
F:33ee3fa8d57d,The Manchurian Candidate,John Frankenheimer,1962,3,3
F:848151d59c95,Ke Tu Chiu Hen,Ann Hui On-Wah,1990,3,3
F:caa308e1aead,Moznosti Dialogu,Jan Svankmajer,1982,3,3
F:8008ebd0f264,Obrazy Stareho Sveta,Dusan Hanák,1988,3,3
F:5565070217cb,Berlin Symphony of a City,Walther Ruttmann,1927,3,3
F:30a853edc01d,Anticipation of the Night,Stan Brakhage,1958,3,3
F:55f45b5f336c,Die ZWEITE HEIMAT,Edgar Reitz,1992,3,3
F:3b9696c00dd1,Hellraiser,Clive Barker,1987,3,3
F:5bfb5fa6318b,Howards End,James Ivory,1992,3,3
F:5a242678dbf0,Pink Narcissus,James Bidgood,1971,3,3
F:f1f6b7b257fc,Bildnis Einer Trinkerin,Ulrike Ottinger,1979,3,3
F:941e4523430b,Camp de Thiaroye,"Thierno Faty Sow, Ousmane Sembène",1988,3,3
F:679dacc3b571,Blowjob,Andy Warhol,1964,3,3
F:e2e430a1802f,Simone Barbes ou la vertu,Marie-Claude Treilhou,1980,3,3
F:f993dfb4c0a6,Life Is Beautiful,Roberto Benigni,1997,3,3
F:28ca0abc1109,"Horí, Má Panenko",Milos Forman,1967,3,3
F:fe1224542bff,Prénom Carmen,Jean-Luc Godard,1983,3,3
F:4b9cd36eace5,Accattone,Pier Paolo Pasolini,1961,3,3
F:984b0f1c1175,Wasp,Andrea Arnold,2003,3,3
F:4925de5e6090,Stories We Tell,Sarah Polley,2012,3,3
F:b8f720f79cf8,A Night of Knowing Nothing,Payal Kapadia,2021,3,3
F:0bf91d44f497,Videograms of a Revolution,"Andrei Ujica, Harun Farocki",1992,3,3
F:d4ee0330f69e,C'Eravamo Tanto Amati,Ettore Scola,1974,3,3
F:656e29a90259,Du Levande,Roy Andersson,2007,3,3
F:dabe2aa1ef74,L' Inconnu du lac,Alain Guiraudie,2013,3,3
F:c23113d53b2c,Easy Rider,Dennis Hopper,1969,3,3
F:e883b87e1b57,Rushmore,Wes Anderson,1998,3,3
F:6f2a4d797b57,Hanyo,Kim Ki-young,1960,3,3
F:8d8d5a82beb1,Travolti Da Un Insolito Destino Nell'Azzurro Mare D'Agosto,Lina Wertmüller,1975,3,3
F:e6bc95fe4215,Emperor of the North,Robert Aldrich,1973,3,3
F:4e9ea31e2e3f,Lady Windermere's Fan,Ernst Lubitsch,1925,3,3
F:8501b9a76718,Lucia,Humberto Solás,1969,3,3
F:4319655c5540,Pat Garrett & Billy the Kid,Sam Peckinpah,1973,3,3
F:dcef20282bc9,Reds,Warren Beatty,1981,3,3
F:f173d870a9c1,The Miracle of Morgan's Creek,Preston Sturges,1943,3,3
F:dfed58b3a670,Cruising,William Friedkin,1980,3,3
F:b189ce868d84,Rekopis Znaleziony W Saragossie,Wojciech Jerzy Has,1965,3,3
F:8c03ff5cee34,Le Livre d'image,Jean-Luc Godard,2015,3,3
F:f88efb2ea592,The Ice Storm,Ang Lee,1997,3,3
F:59519d7fbcf1,It's a Gift,Norman Z. McLeod,1934,3,3
F:e8dfb9e46ef2,Scream,Wes Craven,1996,3,3
F:177b2b045021,Miryang,Lee Chang-dong,2007,3,3
F:194f0d6d66d6,Great Expectations,David Lean,1947,3,3
F:eb1fffa00cfe,Force of Evil,Abraham Polonsky,1948,3,3
F:8802ae18c66c,Film D'Amore E D'Anarchia,Lina Wertmüller,1973,3,3
F:d824ef904599,Adieu Philippine,Jacques Rozier,1962,3,3
F:b8df595b2530,Tout va bien,"Jean-Luc Godard, Jean-Pierre Gorin",1972,3,3
F:64f33aa0be54,Bouquets 1-10,Rose Lowder,1995,3,3
F:c57979060018,Gong Fu,Stephen Chiau,2004,3,3
F:8be35057f0fb,Les SILENCES DU PALAIS,Moufida Tlatli,1994,3,3
F:638b5213b5ff,Near Death,Frederick Wiseman,1989,3,3
F:3a4215fb5c3d,Sorcerer,William Friedkin,1977,3,3
F:a74f4a56d682,The Parallax View,Alan J. Pakula,1974,3,3
F:3efe90729e70,Happiness,Todd Solondz,1998,3,3
F:2bfb03e4c0df,Heliu,Tsai Ming-liang,1997,3,3
F:0916add2163e,Anna,Alberto Grifi & Massimo Sarchielli,1975,3,3
F:3583aef25377,They Live,John Carpenter,1988,3,3
F:6772bc6cc3e3,Ferris Bueller's Day Off,John Hughes,1986,3,3
F:c39d1f493804,Les TROIS COURONNES DU MATELOT,Raúl Ruiz,1983,3,3
F:e77cc6c544d2,Rudao Longhu Bang,Johnnie To Kei-fung,2004,3,3
F:ca48a61eb0b2,Una VITA DIFFICILE,Dino Risi,1961,3,3
F:549d4c16ecd3,Who Framed Roger Rabbit,Robert Zemeckis,1988,3,3
F:cbe09420d1dc,The Fountainhead,King Vidor,1949,3,3
F:7a1540491e2d,Chocolat,Claire Denis,1988,3,3
F:b9284e348d23,En KÄRLEKSHISTORIA,Roy Andersson,1970,3,3
F:2f5d4bab19bf,Yaaba,Idrissa Ouédraogo,1989,3,3
F:4700ead8b47d,The Apu Trilogy,Satyajit Ray,1959,3,3
F:4ac1e97e8ee8,La Gueule ouverte,Maurice Pialat,1974,3,3
F:482f80fc3115,Wu jian dao,"Andrew Lau Wai-keung, Alan Mak Siu-fai",2002,3,3
F:effdc0addc4c,Perfect Blue,Satoshi Kon,1997,3,3
F:f095cac61731,Atanarjuat: The Fast Runner,Zacharias Kunuk,2001,3,3
F:4a9c5c5c8c99,Rameau's Nephew by Diderot (Thanx to Dennis Young) by Wilma Schoen,Michael Snow,1974,3,3
F:6123013e09d3,Van Gogh,Maurice Pialat,1991,3,3
F:dedd1b021835,Gently Down the Stream,Su Friedrich,1981,3,3
F:b6097163dcec,Les Triplettes de Belleville,Sylvain Chomet,2002,3,3
F:ea2d25186893,Saute Ma Ville,Chantal Akerman,1968,3,3
F:da1c0f0f7073,The Lady from Shanghai,Orson Welles,1947,3,3
F:901ab8f3201b,Other Men's Women,William A. Wellman,1931,3,3
F:82de015c6008,The Disenchantment,Jaime Chávarri,1976,3,3
F:82185e5a0092,Glen or Glenda,Edward D. Wood Jr,1953,3,3
F:fece8b709d12,"Goto, L'Ile D'Amour",Walerian Borowczyk,1968,3,3
F:bcf4075e1cb1,Body Double,Brian De Palma,1984,3,3
F:9d787bc2dbde,Bad Timing,Nicolas Roeg,1980,3,3
F:62805a6f67fa,Gold Diggers of 1933,Mervyn Leroy,1933,3,3
F:a2edba29a3fd,Sicilia!,"Danièle Huillet, Jean-Marie Straub",1999,3,3
F:a06e800f1aed,Western,Valeska Grisebach,2017,3,3
F:174079bf97bf,Sud Sanaeha,Apichatpong Weerasethakul,2002,3,3
F:f9dab29acf4f,Clouds of Sils Maria,Olivier Assayas,2014,3,3
F:b8f8d4ab2bf6,Beshkempir,Aktan Abdykalykov,1998,2,2
F:ab8f04900cd7,Gabbeh,Mohsen Makhmalbaf,1996,2,2
F:956475a4dbc4,Deliverance,John Boorman,1972,2,2
F:cc32d7e75c84,The Pillow Book,Peter Greenaway,1995,2,2
F:b534c87e235d,Canoa,Felipe Cazals,1976,2,2
F:bfdd52aff163,Amma Ariyan,John Abraham,1987,2,2
F:076854ed976a,A Hora da Estrela,Suzana Amaral,1985,2,2
F:0a781a482623,King Lear,Jean-Luc Godard,1987,2,2
F:0fabeae822b4,Chichi Ariki,Yasujirō Ozu,1942,2,2
F:53bf7c9b2295,Koroshi No Rakuin,Seijun Suzuki,1967,2,2
F:2b5543b4c339,Yek Ettefaq-E Sadeh,Sohrab Shahid Saless,1973,2,2
F:76cf726e11ce,Sieranevada,Cristi Puiu,2016,2,2
F:9dcda2fe3a7e,The Lobster,Yorgos Lanthimos,2015,2,2
F:c1e955770d31,Just Another Girl on the I.R.T.,Leslie Harris,1992,2,2
F:bd7bfe5f9667,The Wild Party,Dorothy Arzner,1929,2,2
F:ffdb9349f92c,William Shakespeare's Romeo + Juliet,Baz Luhrmann,1996,2,2
F:a9268c8f563c,Teströl és lélekröl,Ildikó Enyedi,2017,2,2
F:1174da45c280,Loveless,Andrey Zvyagintsev,2017,2,2
F:747708787a3f,Saint Omer,,2022,2,2
F:ab6377087725,The Departed,Martin Scorsese,2006,2,2
F:391303f33124,La COLLECTIONNEUSE,Eric Rohmer,1966,2,2
F:01f13a3870f3,Gue Mool,Bong Joon-ho,2006,2,2
F:0baa8d425a5d,Notebook,Marie Menken,1963,2,2
F:a064dc2569b9,36 Chowringhee Lane,Aparna Sen,1981,2,2
F:3ed8fcd3c75c,Siddheshwari Devi,Mani Kaul,1989,2,2
F:cf622d49687f,The Station Agent,Thomas McCarthy,2003,2,2
F:5e55d15a0567,Bound,Lana and Lilly Wachowski,1996,2,2
F:72589a3b5fa2,Inside Llewyn Davis,"Joel Coen, Ethan Coen",2012,2,2
F:d0763320d002,Yabu No Naka No Kuroneko,Kaneto Shindo,1968,2,2
F:e0116f38d00c,Never Rarely Sometimes Always,Eliza Hittman,2020,2,2
F:b5a761c3c824,"Olivier, Olivier",Agnieszka Holland,1992,2,2
F:833bef0fbef2,Makwayela,Jacques d'Arthuys; Jean Rouch,1977,2,2
F:dbe689086831,The Nutty Professor,Jerry Lewis,1963,2,2
F:d284e87081b9,Wonderland,Michael Winterbottom,1999,2,2
F:9e3f780a653d,Batman Returns,Tim Burton,1992,2,2
F:e50df68cbfa5,Le Havre,Aki Kaurismäki,2011,2,2
F:fefe0b7e9840,Les BAS-FONDS,Jean Renoir,1936,2,2
F:894f00fccd4a,Simón Del Desierto,Luis Buñuel,1965,2,2
F:8597d9c9948f,Bill and Ted's Excellent Adventure,Stephen Herek,1989,2,2
F:cd5f735f7e72,Housekeeping,Bill Forsyth,1987,2,2
F:e755afc950d9,Vozvrascenje,Andrey Zvyagintsev,2003,2,2
F:704ecdc4932f,La VOIE LACTÉE,Luis Buñuel,1968,2,2
F:ddee5a65e949,High School,Frederick Wiseman,1968,2,2
F:1d103ee947b6,13 Lakes,James Benning,2005,2,2
F:c8940e7b5b7b,Superstar: The Karen Carpenter Story,Todd Haynes,1988,2,2
F:00845128669c,And the Ship Sails On,Federico Fellini,1983,2,2
F:a581deb99bff,The Decalogue,Krzysztof  Kieslowski,1989,2,2
F:fc4050035da9,There's Something about Mary,"Bobby Farrelly, Peter Farrelly",1998,2,2
F:9cfb482519f5,The Mortal Storm,Frank Borzage,1940,2,2
F:f92de5796e6e,The Consequences of Feminism,Alice Guy-Blaché,1906,2,2
F:b6490bda1d25,The SAGA OF ANATAHAN,Josef von Sternberg,1953,2,2
F:5abf26686957,Barres,Luc Moullet,1984,2,2
F:a3da129161b5,Rentrée des classes,Jacques Rozier,1956,2,2
F:5de6c4a1f227,Razor Blades,Paul Sharits,1968,2,2
F:c530af7c9513,Material,Thomas Heise,2009,2,2
F:308c0cf38e58,Dolgie Provody,Kira Muratova,1987,2,2
F:d98efec4c557,October,Sergei M. Eisenstein,1928,2,2
F:52e69edc134a,Angst,Gerald Kargl,1983,2,2
F:e63e93a3cfee,Kangchenjunga,Satyajit Ray,1962,2,2
F:f443749dc74b,Monkey Business,Norman Z. McLeod,1931,2,2
F:4b31ed223bb7,Phoenix,Christian Petzold,2014,2,2
F:b78d23ce6435,The Time That Remains,Elia Suleiman,2009,2,2
F:b9dd1388a8cf,El ESPINAZO DEL DIABLO,Guillermo del Toro,2001,2,2
F:674a68c0910c,Intimní Osvetlení,Ivan Passer,1965,2,2
F:ab0418e0ad1e,Peppermint Candy,Lee Chang-dong,1999,2,2
F:de8e6242d3f5,Peggy and Fred in Hell,Leslie Thornton,2016,2,2
F:223b127b6a31,Salt of the Earth,Herbert J. Biberman,1953,2,2
F:7432f1a2f974,Kárhozat,Béla Tarr,1988,2,2
F:4b662b465673,Nuts in May,Mike Leigh,1976,2,2
F:19a225cef2c6,Who's Afraid of Virginia Woolf?,Mike Nichols,1966,2,2
F:6a8267b2a0ea,The Circus,Charles Chaplin,1928,2,2
F:50cd007175d9,Pressure,Horace Ové,1975,2,2
F:20f4041afacd,Tonsler Park,Kevin Jerome Everson,2017,2,2
F:98a9da8328f0,Traumhafte Weg (The Dreamed Path),Angela Schanelec,2016,2,2
F:c42f27e4ff17,Whistle down the Wind,Bryan Forbes,1961,2,2
F:97acad56b8d5,Jean de Florette,Claude Berri,1986,2,2
F:7b4cb37bd04d,The Four Horsemen of the Apocalypse,Rex Ingram,1920,2,2
F:64e34cc5dab1,The Wolf of Wall Street,Martin Scorsese,2013,2,2
F:5545401622fb,Toy Story 2,John Lasseter,1999,2,2
F:dc23ba92a341,Fruitvale Station,Ryan Coogler,2013,2,2
F:c1b3bbc7cbdd,Million Dollar Baby,Clint Eastwood,2004,2,2
F:0410cf77ff87,Amistad,Steven Spielberg,1997,2,2
F:cbf27b550a02,Madeline's Madeline,Josephine Decker,2018,2,2
F:be1e76866ac0,The Last Wave,Peter Weir,1977,2,2
F:66178f879ad4,Le SOUFFLE AU COEUR,Louis Malle,1971,2,2
F:d790585a48a6,Near Dark,Kathryn Bigelow,1987,2,2
F:4de28ffbe1a3,Aranyer Din Ratri,Satyajit Ray,1970,2,2
F:56fb848161a4,The Magnificent Seven,John Sturges,1960,2,2
F:c408aee3b773,L.A. Plays Itself,Fred Halsted,1972,2,2
F:fd766b371ff0,Shaun of the Dead,Edgar Wright,2004,2,2
F:a723e5ec92ab,Ishtar,Elaine May,1987,2,2
F:d1dea76defb8,Paris qui dort,René Clair,1923,2,2
F:2ae216a7ff10,El sur,Víctor Erice,1983,2,2
F:dd74a94fdb95,Outrage,Ida Lupino,1950,2,2
F:a0966cc5ac0b,Utopia,Sohrab Shahid Saless,1982,2,2
F:9e4d6a8ad2fc,Nuit Et Jour,Chantal Akerman,1991,2,2
F:fd857540d602,Le VENT D'EST,"Jean-Luc Godard, Jean-Pierre Gorin",1969,2,2
F:ac195d2b072c,Petit À Petit,Jean Rouch,1971,2,2
F:fee436310004,Gav,Dariush Mehrjui,1969,2,2
F:adf5a297fe73,The Girl Can't Help It,Frank Tashlin,1956,2,2
F:225e077f05cd,Stemple Pass,James Benning,2012,2,2
F:6286030475a9,Rr,James Benning,2007,2,2
F:6bdf8e2ff20b,Landscape Suicide,James Benning,1986,2,2
F:7c5b517e73d5,Utvandrarna,Jan Troell,1970,2,2
F:f7c989c4dcd4,Killing of a Sacred Deer,Yorgos Lanthimos,2017,2,2
F:bc5c532571ac,Senso,Luchino Visconti,1954,2,2
F:3b0bb5749027,Léon G. Damas,Sarah Maldoror,1994,2,2
F:ed4cc778aea4,Donnie Darko,Richard Kelly,2001,2,2
F:23c627763e32,Kanal,Andrzej Wajda,1956,2,2
F:8bc393f0ec71,Matrix,Lana and Lilly Wachowski,1999,2,2
F:55ee808f2b0d,The Swimmer,Frank Perry,1968,2,2
F:1e878e355bfb,Night of the Demon,Jacques Tourneur,1957,2,2
F:7dbfa96b715e,Master and Commander  The Far Side of the World,Peter Weir,2003,2,2
F:b7ad240d9e7d,Gamlet,Grigori Kozintsev,1964,2,2
F:763d01d450da,The Private Life of Sherlock Holmes,Billy Wilder,1970,2,2
F:dc401d30e4c5,Pontypool,Bruce Mcdonald,2008,2,2
F:df2b6081d56d,Uski Roti,Mani Kaul,1969,2,2
F:1db1fcb7215f,Barbara,Christian Petzold,2012,2,2
F:ba0d9c2270cb,The Body Beautiful,Ngozi Onwurah,1990,2,2
F:59622ac0a7ca,Candyman,Bernard Rose,1992,2,2
F:5f1c11a1a995,Le Quai des brumes,Marcel Carné,1938,2,2
F:84d0059a7dd2,Martha,Rainer Werner Fassbinder,1974,2,2
F:058bec8182a5,Promising Young Woman,Emerald Fennell,2020,2,2
F:fafeb6e41355,Magic Mike XXL,Gregory Jacobs,2015,2,2
F:20f281f6515f,La SAVEUR DE LA PASTÈQUE,Tsai Ming-liang,2004,2,2
F:285b91fcb198,The Blue Planet,Franco Piavoli,1982,2,2
F:3c06dbcc4a96,The Falls,Peter Greenaway,1980,2,2
F:719e67d0c290,The 39 Steps,Alfred Hitchcock,1935,2,2
F:c1521c9d5fba,A Time to Love and a Time to Die,Douglas Sirk,1958,2,2
F:c5ffdb3a44fc,A Taste of Honey,Tony Richardson,1961,2,2
F:5176fad55672,Naissance Des Pieuvres,Céline Sciamma,2007,2,2
F:f8aecf9f8332,Appropriate Behavior,Desiree Akhavan,2015,2,2
F:780d64fc079e,Rogopag,"Roberto Rossellini, Ugo Gregoretti, Jean-Luc Godard, Pier Paolo Pasolini",1963,2,2
F:36774373bb89,Documenteur,Agnès Varda,1981,2,2
F:d6275cba1928,Lonesome,Paul Fejös,1928,2,2
F:8f69ba6cd30e,Banditi A Orgosolo,Vittorio De Seta,1961,2,2
F:48431dbd6a66,Multiple Maniacs,John Waters,1970,2,2
F:1bafe9e951fd,Afrique 50,René Vautier,1950,2,2
F:c812573c722b,Aguaespejo Granadino,José Val del Omar,1955,2,2
F:7c86505ab493,Adebar,Peter Kubelka,1957,2,2
F:5f685d7dd4d8,For Sama,"Waad al-Kateab, Edward Watts",2019,2,2
F:356fb3c3f370,Winter Sleep,Nuri Bilge Ceylan,2014,2,2
F:9a246a555eed,Ghost World,Terry Zwigoff,2001,2,2
F:1025a8d62d64,Emitaï,Ousmane Sembène,1971,2,2
F:0175fc2e4875,Lancelot Du Lac,Robert Bresson,1974,2,2
F:b75b5b2ed55d,Spacy,Takashi Ito,1981,2,2
F:b85000de8053,Pom Poko,Isao Takahata,1994,2,2
F:047ce3c4b6b0,He Who Gets Slapped,Victor Sjöström,1924,2,2
F:4095b1c4b144,Fire Will Come,Oliver Laxe,2019,2,2
F:2289e60f1a25,Der SIEBENTE KONTINENT,Michael Haneke,1989,2,2
F:0b8605c6af7f,Toy Story 3,Lee Unkrich,2010,2,2
F:a456197fdd59,Broken Blossoms or the Yellow Man and the Girl,D.W. Griffith,1919,2,2
F:dbf76df2cb20,Les DESTINS DE MANOEL,Raúl Ruiz,1985,2,2
F:b0e0aec3a47c,Mille soleils,Mati Diop,2013,2,2
F:0f4499b56440,Fehérlofia (SON OF THE WHITE HORSE),Marcell Jankovics,1981,2,2
F:d743775a5179,Hangmen Also Die!,Fritz Lang,1943,2,2
F:41802f0348ba,Schwechater,Peter Kubelka,1958,2,2
F:97daacecacb1,Egyptian Series,Stan Brakhage,1984,2,2
F:3ee13ea77fbc,The Tarnished Angels,Douglas Sirk,1957,2,2
F:85413899f71e,A Sixth Part of the World,Dziga Vertov,1926,2,2
F:c1a1268c1cc0,Bimbo's Initiation,Dave Fleischer,1931,2,2
F:acd358f67770,Butch Cassidy and the Sundance Kid,George Roy Hill,1969,2,2
F:2ad5908b5cfa,The Inheritance,Ephraim Asili,2020,2,2
F:cf34159e97b2,Out of the Blue,Dennis Hopper,1980,2,2
F:d936d639d47d,Mademoiselle,Tony Richardson,1966,2,2
F:6440d59445fd,On Her Majesty's Secret Service,Peter Hunt,1969,2,2
F:21f4a70f8383,Scarface,Howard Hawks,1932,2,2
F:bc9d9316bdc3,High Sierra,Raoul Walsh,1941,2,2
F:5bf728a15019,The Vampires of Poverty (Agarrando Pueblo),Luis Ospina & Carlos Mayolo,1977,2,2
F:e4d2292715f0,House of Hummingbird,Bora Kim,2018,2,2
F:d6181801a9b7,Yangguang Canlan De Rizi,Jiang Wen,1994,2,2
F:30779c0ed030,Le FILS,"Jean-Pierre Dardenne, Luc Dardenne",2002,2,2
